asin,fnsku,product-name,fulfillment-center,country-code,longest-side,median-side,shortest-side,measurement-units,weight,weight-units,item-volume,volume-units,average-quantity-on-hand,average-quantity-pending-removal,estimated-total-item-volume,month-of-charge,storage-rate,currency,estimated-monthly-storage-fee,average-quantity-customer-orders
B0FFJJM7DS,X002E9F6U7,Emporio Armani Gold Quartz Stainless Steel Watch AR11707,DEL5,IN,10.90,9.80,9.70,centimeter,0.30,kilograms,0.0010,cubic meter,1.06,0.0,0.0011,2026-05,2083.88,INR,2.2895,0.0
B07RZ1R1HJ,X00284E6BD,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",ISK3,IN,12.50,12.29,12.20,centimeter,0.28,kilograms,0.0019,cubic meter,0.1,0.0,0.0002,2026-05,2083.88,INR,0.3896,0.0
B07RZ1R1HJ,X00284E6BD,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",DED4,IN,12.50,12.29,12.20,centimeter,0.28,kilograms,0.0019,cubic meter,0.03,0.0,0.0001,2026-05,2083.88,INR,0.118,0.0
B0FFJJM7DS,X002E9F6U7,Emporio Armani Gold Quartz Stainless Steel Watch AR11707,HYD3,IN,10.90,9.80,9.70,centimeter,0.30,kilograms,0.0010,cubic meter,1.0,0.0,0.0010,2026-05,2083.88,INR,2.1597,0.0
B0GF7BSTKP,X002IPE9YL,Michael Kors Maude Red Quartz Leather Watch MK7570SET,BOM7,IN,10.00,9.50,9.40,centimeter,0.20,kilograms,0.0009,cubic meter,1.0,0.0,0.0009,2026-05,2083.88,INR,1.8588,0.0
B07RZ1R1HJ,X00284E6BD,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",BLR7,IN,12.50,12.29,12.20,centimeter,0.28,kilograms,0.0019,cubic meter,0.26,0.0,0.0005,2026-05,2083.88,INR,1.015,0.0
B0GF7BSTKP,X002IPE9YL,Michael Kors Maude Red Quartz Leather Watch MK7570SET,DEL4,IN,10.00,9.50,9.40,centimeter,0.20,kilograms,0.0009,cubic meter,1.0,0.0,0.0009,2026-05,2083.88,INR,1.8588,0.0
B0GF7561XM,X002IPU4K9,Fossil Neutra Brown Quartz Leather Watch FS6162,HYD8,IN,9.00,8.89,7.20,centimeter,0.20,kilograms,0.0006,cubic meter,0.03,0.0,0.0000,2026-05,2083.88,INR,0.0354,0.0
B0GF7561XM,X002IPU4K9,Fossil Neutra Brown Quartz Leather Watch FS6162,BOM5,IN,9.00,8.89,7.20,centimeter,0.20,kilograms,0.0006,cubic meter,0.58,0.0,0.0003,2026-05,2083.88,INR,0.6609,0.03
B0GF7561XM,X002IPU4K9,Fossil Neutra Brown Quartz Leather Watch FS6162,DEL4,IN,9.00,8.89,7.20,centimeter,0.20,kilograms,0.0006,cubic meter,0.19,0.0,0.0001,2026-05,2083.88,INR,0.2301,0.0
B0GF7561XM,X002IPU4K9,Fossil Neutra Brown Quartz Leather Watch FS6162,MAA4,IN,9.00,8.89,7.20,centimeter,0.20,kilograms,0.0006,cubic meter,0.97,0.0,0.0005,2026-05,2083.88,INR,1.1271,0.03
B0GF7561XM,X002IPU4K9,Fossil Neutra Brown Quartz Leather Watch FS6162,BLR5,IN,9.00,8.89,7.20,centimeter,0.20,kilograms,0.0006,cubic meter,0.13,0.0,0.0001,2026-05,2083.88,INR,0.1534,0.0
B0GF7561XM,X002IPU4K9,Fossil Neutra Brown Quartz Leather Watch FS6162,BLR7,IN,9.00,8.89,7.20,centimeter,0.20,kilograms,0.0006,cubic meter,0.06,0.0,0.0000,2026-05,2083.88,INR,0.0708,0.0
B07RZ1R1HJ,X00284E6BD,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",BLR8,IN,12.50,12.29,12.20,centimeter,0.28,kilograms,0.0019,cubic meter,0.03,0.0,0.0001,2026-05,2083.88,INR,0.118,0.0
B0DJ2XWYX7,X00284AJ8H,Michael Kors Sage Gold Watch MK9192,CCX1,IN,9.60,9.19,8.90,centimeter,0.32,kilograms,0.0008,cubic meter,0.26,0.0,0.0002,2026-05,2083.88,INR,0.4249,0.0
B0DJ2XWYX7,X00284AJ8H,Michael Kors Sage Gold Watch MK9192,BOM5,IN,9.60,9.19,8.90,centimeter,0.32,kilograms,0.0008,cubic meter,1.0,0.0,0.0008,2026-05,2083.88,INR,1.6345,0.0
B0DJ2XWYX7,X00284AJ8H,Michael Kors Sage Gold Watch MK9192,MAA4,IN,9.60,9.19,8.90,centimeter,0.32,kilograms,0.0008,cubic meter,0.55,0.0,0.0004,2026-05,2083.88,INR,0.8969,0.0
B0DJ2XWYX7,X00284AJ8H,Michael Kors Sage Gold Watch MK9192,BLR7,IN,9.60,9.19,8.90,centimeter,0.32,kilograms,0.0008,cubic meter,0.06,0.0,0.0000,2026-05,2083.88,INR,0.1003,0.0
B0GF7561XM,X002IPU4K9,Fossil Neutra Brown Quartz Leather Watch FS6162,BLR8,IN,9.00,8.89,7.20,centimeter,0.20,kilograms,0.0006,cubic meter,1.26,0.0,0.0007,2026-05,2083.88,INR,1.4752,0.03
B0GF785MMZ,X002IPPF7L,Michael Kors Pyper Multicolor Quartz Stainless Steel Watch MK7574,BOM5,IN,12.20,11.99,11.90,centimeter,0.27,kilograms,0.0017,cubic meter,0.81,0.0,0.0014,2026-05,2083.88,INR,2.9386,0.0
B0DJ2XWYX7,X00284AJ8H,Michael Kors Sage Gold Watch MK9192,BLR8,IN,9.60,9.19,8.90,centimeter,0.32,kilograms,0.0008,cubic meter,1.0,0.0,0.0008,2026-05,2083.88,INR,1.6345,0.0
B0GF785MMZ,X002IPPF7L,Michael Kors Pyper Multicolor Quartz Stainless Steel Watch MK7574,DEL5,IN,12.20,11.99,11.90,centimeter,0.27,kilograms,0.0017,cubic meter,1.0,0.0,0.0017,2026-05,2083.88,INR,3.629,0.0
B07RZ1R1HJ,X00284E6BD,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",MAA4,IN,12.50,12.29,12.20,centimeter,0.28,kilograms,0.0019,cubic meter,0.58,0.0,0.0010,2026-05,2083.88,INR,2.0299,0.06
B07T3ZPD9X,X002BE8LPH,Diesel D-Era Black Quartz Leather Watch DZ5612,BLR8,IN,10.50,9.91,9.10,centimeter,0.24,kilograms,0.0009,cubic meter,1.0,0.0,0.0009,2026-05,2083.88,INR,1.9709,0.0
B07T3ZPD9X,X002BE8LPH,Diesel D-Era Black Quartz Leather Watch DZ5612,HYD3,IN,10.50,9.91,9.10,centimeter,0.24,kilograms,0.0009,cubic meter,1.0,0.0,0.0009,2026-05,2083.88,INR,1.9709,0.0
B07T3ZPD9X,X002BE8LPH,Diesel D-Era Black Quartz Leather Watch DZ5612,DEL5,IN,10.50,9.91,9.10,centimeter,0.24,kilograms,0.0009,cubic meter,1.0,0.0,0.0009,2026-05,2083.88,INR,1.9709,0.0
B0FCVBY986,X002E9FQC5,Fossil Raquel Gold Quartz Stainless Steel Watch ES5434,DEL5,IN,9.60,9.09,7.10,centimeter,0.19,kilograms,0.0006,cubic meter,2.0,0.0,0.0012,2026-05,2083.88,INR,2.5846,0.0
B0FCVBY986,X002E9FQC5,Fossil Raquel Gold Quartz Stainless Steel Watch ES5434,BOM7,IN,9.60,9.09,7.10,centimeter,0.19,kilograms,0.0006,cubic meter,2.0,0.0,0.0012,2026-05,2083.88,INR,2.5846,0.0
B0FCVBY986,X002E9FQC5,Fossil Raquel Gold Quartz Stainless Steel Watch ES5434,BLR8,IN,9.60,9.09,7.10,centimeter,0.19,kilograms,0.0006,cubic meter,0.1,0.0,0.0000,2026-05,2083.88,INR,0.0885,0.03
B0FCVBY986,X002E9FQC5,Fossil Raquel Gold Quartz Stainless Steel Watch ES5434,MAA4,IN,9.60,9.09,7.10,centimeter,0.19,kilograms,0.0006,cubic meter,1.0,0.0,0.0006,2026-05,2083.88,INR,1.2923,0.0
B0FCVBY986,X002E9FQC5,Fossil Raquel Gold Quartz Stainless Steel Watch ES5434,HYD3,IN,9.60,9.09,7.10,centimeter,0.19,kilograms,0.0006,cubic meter,1.0,0.0,0.0006,2026-05,2083.88,INR,1.2923,0.0
B0GF785MMZ,X002IPPF7L,Michael Kors Pyper Multicolor Quartz Stainless Steel Watch MK7574,BLR8,IN,12.20,11.99,11.90,centimeter,0.27,kilograms,0.0017,cubic meter,2.0,0.0,0.0035,2026-05,2083.88,INR,7.2581,0.0
B0GF785MMZ,X002IPPF7L,Michael Kors Pyper Multicolor Quartz Stainless Steel Watch MK7574,MAA4,IN,12.20,11.99,11.90,centimeter,0.27,kilograms,0.0017,cubic meter,1.0,0.0,0.0017,2026-05,2083.88,INR,3.6291,0.0
B07RZ1R1HJ,X00284E6BD,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",BOM7,IN,12.50,12.29,12.20,centimeter,0.28,kilograms,0.0019,cubic meter,2.42,0.0,0.0045,2026-05,2083.88,INR,9.4533,0.0
B07RZ1R1HJ,X00284E6BD,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",BOM5,IN,12.50,12.29,12.20,centimeter,0.28,kilograms,0.0019,cubic meter,2.52,0.0,0.0047,2026-05,2083.88,INR,9.8426,0.0
