snapshot_date,iso_year,iso_week,SKU,Item No,Brand,Assortment Type,Fossil SOH
2026-06-23,2026,26,FBA79753,FS6111,Fossil,FP,40
2026-06-23,2026,26,FBA79754,FS6112,Fossil,FP,983
2026-06-23,2026,26,FBA79755,FS6113,Fossil,FP,1067
2026-06-23,2026,26,FBA79756,MK4882,Michael Kors,Discount,497
2026-06-23,2026,26,FBA79757,MK7519LE,Michael Kors,Discount,0
2026-06-23,2026,26,FBA79758,MK9195,Michael Kors,Discount,0
2026-06-23,2026,26,FBA79759,MK9196,Michael Kors,Discount,469
2026-06-23,2026,26,FBA79760,MK9198,Michael Kors,Discount,753
2026-06-23,2026,26,FBA79761,MK9201,Michael Kors,Discount,0
2026-06-23,2026,26,FBA79795,AR11660,Armani Exchange,FP,92
2026-06-23,2026,26,FBA79796,AR11661,Armani Exchange,Discount,182
2026-06-23,2026,26,FBA79797,AR11662,Armani Exchange,FP,241
2026-06-23,2026,26,FBA79798,AR11663,Armani Exchange,FP,410
2026-06-23,2026,26,FBA79799,AR11664,Armani Exchange,Discount,2
2026-06-23,2026,26,FBA79800,AR11666,Armani Exchange,FP,4
2026-06-23,2026,26,FBA79801,AR11669,Armani Exchange,Discount,34
2026-06-23,2026,26,FBA79803,DZ5609,Diesel,FP,68
2026-06-23,2026,26,FBA79804,DZ5611,Diesel,FP,0
2026-06-23,2026,26,FBA79805,DZ5612,Diesel,Discount,0
2026-06-23,2026,26,FBA79806,DZ5613,Diesel,Discount,44
2026-06-23,2026,26,FBA79807,DZ7487,Diesel,FP,136
2026-06-23,2026,26,FBA79808,MK7528,Michael Kors,Discount,0
2026-06-23,2026,26,FBA79854,AR11688,Emporio Armani,FP,0
2026-06-23,2026,26,FBA79855,AR11689,Emporio Armani,FP,0
2026-06-23,2026,26,FBA79856,AR11690,Emporio Armani,FP,246
2026-06-23,2026,26,FBA79857,AR11691,Emporio Armani,FP,488
2026-06-23,2026,26,FBA79858,AR11692,Emporio Armani,FP,11
2026-06-23,2026,26,FBA79859,AR11693,Emporio Armani,Discount,0
2026-06-23,2026,26,FBA79860,AR11694,Emporio Armani,Discount,8
2026-06-23,2026,26,FBA79861,AR11706,Emporio Armani,FP,533
2026-06-23,2026,26,FBA79862,AR11707,Emporio Armani,FP,0
2026-06-23,2026,26,FBA79863,AR11708,Emporio Armani,FP,112
2026-06-23,2026,26,FBA79864,AX2820,Armani Exchange,Discount,178
2026-06-23,2026,26,FBA79865,AX2821,Armani Exchange,Discount,348
2026-06-23,2026,26,FBA79866,AX2822,Armani Exchange,FP,487
2026-06-23,2026,26,FBA79867,AX2823,Armani Exchange,Discount,949
2026-06-23,2026,26,FBA79868,AX5730,Armani Exchange,FP,559
2026-06-23,2026,26,FBA79869,AX5732,Armani Exchange,Discount,280
2026-06-23,2026,26,FBA79870,AX5734,Armani Exchange,FP,0
2026-06-23,2026,26,FBA79871,AX5735,Armani Exchange,FP,0
2026-06-23,2026,26,FBA79873,ES5417,Fossil,Discount,1473
2026-06-23,2026,26,FBA79874,ES5418,Fossil,Discount,0
2026-06-23,2026,26,FBA79875,ES5419,Fossil,Discount,980
2026-06-23,2026,26,FBA79876,ES5420,Fossil,FP,166
2026-06-23,2026,26,FBA79877,ES5421,Fossil,Discount,1237
2026-06-23,2026,26,FBA79878,ES5422,Fossil,FP,688
2026-06-23,2026,26,FBA79879,ES5434,Fossil,FP,665
2026-06-23,2026,26,FBA79880,FS6128,Fossil,FP,390
2026-06-23,2026,26,FBA79881,FS6129,Fossil,FP,406
2026-06-23,2026,26,FBA79882,FS6131,Fossil,FP,38
2026-06-23,2026,26,FBA79883,FS6132,Fossil,FP,639
2026-06-23,2026,26,FBA79884,FS6133,Fossil,FP,1403
2026-06-23,2026,26,FBA79885,ME3270,Fossil,FP,1171
2026-06-23,2026,26,FBA79886,MK4931,Michael Kors,Discount,1275
2026-06-23,2026,26,FBA79887,MK4933,Michael Kors,Discount,212
2026-06-23,2026,26,FBA79888,MK4934,Michael Kors,Discount,1228
2026-06-23,2026,26,FBA79889,MK4935,Michael Kors,Discount,539
2026-06-23,2026,26,FBA79890,MK9220,Michael Kors,Discount,905
2026-06-23,2026,26,FBA79891,MK9221,Michael Kors,Discount,697
2026-06-23,2026,26,FBA79892,MK9222,Michael Kors,FP,403
2026-06-23,2026,26,FBA79893,MK9223,Michael Kors,Discount,0
2026-06-23,2026,26,FBA79894,MK4923,Michael Kors,FP,690
2026-06-23,2026,26,FBA79895,MK4932,Michael Kors,FP,1040
2026-06-23,2026,26,FBA79896,MK7559,Michael Kors,FP,382
2026-06-23,2026,26,FBA79897,DZ4670,Diesel,FP,0
2026-06-23,2026,26,FBA79898,DZ4671,Diesel,FP,74
2026-06-23,2026,26,FBA79899,DZ5618,Diesel,Discount,0
2026-06-23,2026,26,FBA79902,MK7529,Michael Kors,Discount,0
2026-06-23,2026,26,FBA79916,AR11713,Emporio Armani,FP,14
2026-06-23,2026,26,FBA79917,AR11714,Emporio Armani,Discount,159
2026-06-23,2026,26,FBA79918,AR11718,Emporio Armani,FP,50
2026-06-23,2026,26,FBA79919,AR80083SET,Emporio Armani,FP,15
2026-06-23,2026,26,FBA79920,AX1769,Armani Exchange,FP,766
2026-06-23,2026,26,FBA79921,AX1970,Armani Exchange,Discount,30
2026-06-23,2026,26,FBA79922,AX2765,Armani Exchange,FP,0
2026-06-23,2026,26,FBA79923,AX4173,Armani Exchange,FP,0
2026-06-23,2026,26,FBA79924,AX4199,Armani Exchange,FP,0
2026-06-23,2026,26,FBA79925,AX4621,Armani Exchange,Discount,60
2026-06-23,2026,26,FBA79926,AX7175SET,Armani Exchange,FP,0
2026-06-23,2026,26,FBA79927,AX7176SET,Armani Exchange,FP,168
2026-06-23,2026,26,FBA79928,ES5438,Fossil,FP,314
2026-06-23,2026,26,FBA79929,ES5439,Fossil,FP,202
2026-06-23,2026,26,FBA79930,ES5443,Fossil,FP,1190
2026-06-23,2026,26,FBA79931,ES5444,Fossil,FP,413
2026-06-23,2026,26,FBA79932,ES5451,Fossil,FP,534
2026-06-23,2026,26,FBA79933,ES5452,Fossil,FP,238
2026-06-23,2026,26,FBA79934,FS6139,Fossil,FP,971
2026-06-23,2026,26,FBA79935,FS6140,Fossil,FP,699
2026-06-23,2026,26,FBA79937,FS6144,Fossil,Discount,0
2026-06-23,2026,26,FBA79938,FS6145SET,Fossil,FP,0
2026-06-23,2026,26,FBA79939,FS6149,Fossil,FP,1009
2026-06-23,2026,26,FBA79940,FS6150,Fossil,Discount,1629
2026-06-23,2026,26,FBA79941,FS6151,Fossil,FP,1156
2026-06-23,2026,26,FBA79942,MK4962,Michael Kors,FP,1510
2026-06-23,2026,26,FBA79943,MK4963,Michael Kors,FP,1018
2026-06-23,2026,26,FBA79944,MK4964,Michael Kors,FP,47
2026-06-23,2026,26,FBA79945,MK4965,Michael Kors,FP,16
2026-06-23,2026,26,FBA79946,MK4966,Michael Kors,Discount,0
2026-06-23,2026,26,FBA79947,MK4967,Michael Kors,FP,20
2026-06-23,2026,26,FBA79948,MK9240,Michael Kors,Discount,1570
2026-06-23,2026,26,FBA79949,MK9242,Michael Kors,Discount,0
2026-06-23,2026,26,FBA79950,MK9245SET,Michael Kors,FP,62
2026-06-23,2026,26,FBA79951,MKO1224,Michael Kors,FP,0
2026-06-23,2026,26,FBA80025,AX1971,Armani Exchange,FP,0
2026-06-23,2026,26,FBA80026,AX1972,Armani Exchange,FP,169
2026-06-23,2026,26,FBA80027,AX1973,Armani Exchange,FP,156
2026-06-23,2026,26,FBA80028,AX2766,Armani Exchange,FP,1
2026-06-23,2026,26,FBA80029,AX2767,Armani Exchange,FP,12
2026-06-23,2026,26,FBA80030,AX4405,Armani Exchange,FP,551
2026-06-23,2026,26,FBA80031,AX4406,Armani Exchange,FP,1180
2026-06-23,2026,26,FBA80032,AX4407,Armani Exchange,FP,1077
2026-06-23,2026,26,FBA80033,AX4408,Armani Exchange,FP,795
2026-06-23,2026,26,FBA80034,AX4625,Armani Exchange,FP,0
2026-06-23,2026,26,FBA80035,DZ2234,Diesel,FP,96
2026-06-23,2026,26,FBA80036,DZ4702,Diesel,FP,165
2026-06-23,2026,26,FBA80037,DZ4709,Diesel,FP,186
2026-06-23,2026,26,FBA80038,AR11755,Armani Exchange,FP,11
2026-06-23,2026,26,FBA80039,AR11773,Armani Exchange,FP,20
2026-06-23,2026,26,FBA80040,AR80087SET,Armani Exchange,FP,97
2026-06-23,2026,26,FBA80041,ES5455,Fossil,FP,78
2026-06-23,2026,26,FBA80042,ES5456,Fossil,FP,480
2026-06-23,2026,26,FBA80043,ES5472,Fossil,FP,345
2026-06-23,2026,26,FBA80044,FS6154,Fossil,FP,772
2026-06-23,2026,26,FBA80045,FS6161,Fossil,Discount,485
2026-06-23,2026,26,FBA80046,FS6163,Fossil,FP,1219
2026-06-23,2026,26,FBA80047,MK4997,Michael Kors,FP,411
2026-06-23,2026,26,FBA80048,MK4998,Michael Kors,FP,696
2026-06-23,2026,26,FBA80049,MK4999,Michael Kors,FP,575
2026-06-23,2026,26,FBA80050,MK7568,Michael Kors,FP,462
2026-06-23,2026,26,FBA80051,MK7570SET,Michael Kors,FP,38
2026-06-23,2026,26,FBA80052,MK7581,Michael Kors,FP,94
2026-06-23,2026,26,FBA80053,MK7582,Michael Kors,FP,17
2026-06-23,2026,26,FBA80054,MK7583,Michael Kors,FP,0
2026-06-23,2026,26,FBA80055,MK7589,Michael Kors,FP,339
2026-06-23,2026,26,FBA80056,MK7590,Michael Kors,FP,1006
2026-06-23,2026,26,FBA80057,DZ4703,Diesel,FP,87
2026-06-23,2026,26,FBA80058,AR11754,Armani Exchange,FP,3
2026-06-23,2026,26,FBA80059,AR11756,Armani Exchange,FP,87
2026-06-23,2026,26,FBA80060,AR11757,Armani Exchange,FP,0
2026-06-23,2026,26,FBA80061,AR11759,Armani Exchange,FP,0
2026-06-23,2026,26,FBA80062,AR11770,Armani Exchange,FP,0
2026-06-23,2026,26,FBA80063,AR11771,Armani Exchange,FP,344
2026-06-23,2026,26,FBA80064,AR11772,Armani Exchange,FP,351
2026-06-23,2026,26,FBA80065,AR11774,Armani Exchange,FP,0
2026-06-23,2026,26,FBA80066,AR11783,Armani Exchange,FP,680
2026-06-23,2026,26,FBA80067,FS6162,Fossil,FP,1227
2026-06-23,2026,26,FBA80068,FS6164,Fossil,FP,1479
2026-06-23,2026,26,FBA80069,MK7572,Michael Kors,FP,894
2026-06-23,2026,26,FBA80070,MK7573,Michael Kors,FP,942
2026-06-23,2026,26,FBA80071,MK7574,Michael Kors,FP,422
2026-06-23,2026,26,FBA80072,MK7584,Michael Kors,FP,329
2026-06-23,2026,26,FBA80073,MK7587,Michael Kors,FP,42
2026-06-23,2026,26,FBA80093,FS4867,Fossil,VD,1479
2026-06-23,2026,26,FBA80095,AX1746,Armani Exchange,FP,536
2026-06-23,2026,26,FBA80096,FS5665,Fossil,VD,84
2026-06-23,2026,26,FBA80118,FS5661,Fossil,VD,257
2026-06-30,2026,27,FBA66627,ES3020,Fossil,FP,407
2026-06-30,2026,27,FBA66628,FS4656,Fossil,Discount,0
2026-06-30,2026,27,FBA66633,ES3284,Fossil,FP,1309
2026-06-30,2026,27,FBA66636,ES2811,Fossil,FP,127
2026-06-30,2026,27,FBA66640,FS4813,Fossil,Discount,324
2026-06-30,2026,27,FBA66648,FS4812,Fossil,VD,0
2026-06-30,2026,27,FBA66654,ES3405,Fossil,Discount,0
2026-06-30,2026,27,FBA66963,FS4795,Fossil,FP,0
2026-06-30,2026,27,FBA66964,ES3843,Fossil,Discount,255
2026-06-30,2026,27,FBA66968,FS5061,Fossil,Discount,0
2026-06-30,2026,27,FBA66974,JR1401,Fossil,VD,1742
2026-06-30,2026,27,FBA66987,FS5151,Fossil,VD,1318
2026-06-30,2026,27,FBA66995,ME3061,Fossil,FP,970
2026-06-30,2026,27,FBA67237,FS5447,Fossil,FP,0
2026-06-30,2026,27,FBA67266,MK5491,Michael Kors,FP,1073
2026-06-30,2026,27,FBA67801,ES3466,Fossil,VD,1815
2026-06-30,2026,27,FBA67803,ME3098,Fossil,FP,1489
2026-06-30,2026,27,FBA67811,FS5308,Fossil,FP,478
2026-06-30,2026,27,FBA67860,MK8603,Michael Kors,FP,155
2026-06-30,2026,27,FBA67928,DZ1206,Diesel,FP,599
2026-06-30,2026,27,FBA69542,AR1828,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA69544,AR2502,Emporio Armani,FP,144
2026-06-30,2026,27,FBA69548,AR1926,Emporio Armani,FP,689
2026-06-30,2026,27,FBA69556,AR2434,Emporio Armani,FP,10
2026-06-30,2026,27,FBA69567,AX2101,Armani Exchange,FP,0
2026-06-30,2026,27,FBA69579,DZ7395,Diesel,FP,0
2026-06-30,2026,27,FBA69595,ES4433,Fossil,FP,1049
2026-06-30,2026,27,FBA69614,MK3190,Michael Kors,Discount,277
2026-06-30,2026,27,FBA69631,SKW2694,Skagen,Discount,0
2026-06-30,2026,27,FBA70194,CH2647,Fossil,Discount,0
2026-06-30,2026,27,FBA70527,JR1487,Fossil,VD,914
2026-06-30,2026,27,FBA70542,ES3352,Fossil,VD,0
2026-06-30,2026,27,FBA70769,ES4519,Fossil,Discount,0
2026-06-30,2026,27,FBA70774,FS5525,Fossil,FP,686
2026-06-30,2026,27,FBA70827,FS5512,Fossil,FP,762
2026-06-30,2026,27,FBA71628,ES4628,Fossil,FP,1201
2026-06-30,2026,27,FBA72002,AR1676,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA72029,SKW6355,Skagen,Discount,0
2026-06-30,2026,27,FBA72073,MK2833,Michael Kors,FP,0
2026-06-30,2026,27,FBA73952,CH2885,Fossil,VD,0
2026-06-30,2026,27,FBA74241,ES4879,Fossil,VD,0
2026-06-30,2026,27,FBA74245,FS5699,Fossil,FP,825
2026-06-30,2026,27,FBA74251,AR1979,Emporio Armani,Discount,143
2026-06-30,2026,27,FBA74257,MK6485,Michael Kors,FP,31
2026-06-30,2026,27,FBA74343,DZ4548,Diesel,Discount,2
2026-06-30,2026,27,FBA74358,FS5237,Fossil,VD,0
2026-06-30,2026,27,FBA74415,FS5822,Fossil,FP,96
2026-06-30,2026,27,FBA74721,FS4735,Fossil,Discount,438
2026-06-30,2026,27,FBA74728,BQ3181,Fossil,VD,0
2026-06-30,2026,27,FBA74758,AX2413,Armani Exchange,FP,616
2026-06-30,2026,27,FBA74835,AR11349,Emporio Armani,Discount,248
2026-06-30,2026,27,FBA74838,AR11360,Emporio Armani,FP,164
2026-06-30,2026,27,FBA74860,SKW2837,Skagen,Discount,0
2026-06-30,2026,27,FBA74927,AX5901,Armani Exchange,FP,1060
2026-06-30,2026,27,FBA74950,AX2429,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA74952,AX5911,Armani Exchange,FP,202
2026-06-30,2026,27,FBA74969,ES5136,Fossil,Discount,0
2026-06-30,2026,27,FBA74972,ME3206,Fossil,FP,359
2026-06-30,2026,27,FBA75077,FS5792,Fossil,FP,871
2026-06-30,2026,27,FBA75146,FS5452,Fossil,FP,70
2026-06-30,2026,27,FBA75153,FS5855,Fossil,Discount,0
2026-06-30,2026,27,FBA75260,CH2882,Fossil,VD,0
2026-06-30,2026,27,FBA75262,FS5164,Fossil,VD,0
2026-06-30,2026,27,FBA75320,FS5901,Fossil,FP,0
2026-06-30,2026,27,FBA75326,ME3218,Fossil,Discount,604
2026-06-30,2026,27,FBA75346,AR11338,Emporio Armani,Discount,539
2026-06-30,2026,27,FBA75372,AX1343,Armani Exchange,VD,0
2026-06-30,2026,27,FBA75458,BQ3502,Fossil,VD,0
2026-06-30,2026,27,FBA76447,AR11484,Emporio Armani,Discount,165
2026-06-30,2026,27,FBA76490,FS5708SET,Fossil,FP,0
2026-06-30,2026,27,FBA76771,AR11499,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA76772,AR11500,Emporio Armani,FP,0
2026-06-30,2026,27,FBA76805,MK7303,Michael Kors,FP,0
2026-06-30,2026,27,FBA76876,ME3154,Fossil,FP,170
2026-06-30,2026,27,FBA76904,AX2447,Armani Exchange,FP,0
2026-06-30,2026,27,FBA76941,FS5963,Fossil,FP,853
2026-06-30,2026,27,FBA77014,AX1350,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA77065,MK3197,Michael Kors,Discount,0
2026-06-30,2026,27,FBA77066,MK4339,Michael Kors,FP,19
2026-06-30,2026,27,FBA77972,AX1739,Armani Exchange,Discount,538
2026-06-30,2026,27,FBA77981,AR80065SET,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA77988,DZ4627,Diesel,FP,215
2026-06-30,2026,27,FBA77995,MK4709,Michael Kors,Discount,0
2026-06-30,2026,27,FBA77996,MK4710,Michael Kors,FP,1
2026-06-30,2026,27,FBA78006,ES5264,Fossil,Discount,0
2026-06-30,2026,27,FBA78012,FS5971,Fossil,Discount,699
2026-06-30,2026,27,FBA78013,ES5271,Fossil,FP,592
2026-06-30,2026,27,FBA79018,ES5310,Fossil,FP,24
2026-06-30,2026,27,FBA79021,AX1742,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79029,DZ2189,Diesel,Discount,0
2026-06-30,2026,27,FBA79030,MK9113,Michael Kors,FP,298
2026-06-30,2026,27,FBA79031,ES5306,Fossil,FP,395
2026-06-30,2026,27,FBA79040,AR70010,Emporio Armani,Discount,2
2026-06-30,2026,27,FBA79046,DZ4640,Diesel,Discount,0
2026-06-30,2026,27,FBA79048,AR11575,Emporio Armani,FP,325
2026-06-30,2026,27,FBA79122,SKW3121,Skagen,Discount,0
2026-06-30,2026,27,FBA79136,MK9146,Michael Kors,Discount,0
2026-06-30,2026,27,FBA79143,ES5323,Fossil,FP,144
2026-06-30,2026,27,FBA79144,FS6032,Fossil,FP,402
2026-06-30,2026,27,FBA79145,ES5319,Fossil,FP,291
2026-06-30,2026,27,FBA79148,FS6029,Fossil,FP,497
2026-06-30,2026,27,FBA79152,AX7151SET,Armani Exchange,FP,270
2026-06-30,2026,27,FBA79158,AX1956,Armani Exchange,Discount,556
2026-06-30,2026,27,FBA79221,AR11558,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA79222,ES5303,Fossil,FP,266
2026-06-30,2026,27,FBA79223,ME3253,Fossil,FP,361
2026-06-30,2026,27,FBA79224,ME3254,Fossil,FP,862
2026-06-30,2026,27,FBA79283,AR11596,Emporio Armani,Discount,452
2026-06-30,2026,27,FBA79286,AX4611,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79288,DZ4659,Diesel,Discount,0
2026-06-30,2026,27,FBA79289,ES5278,Fossil,Discount,0
2026-06-30,2026,27,FBA79292,MK4805,Michael Kors,FP,0
2026-06-30,2026,27,FBA79302,AR60076,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA79303,AR11589,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA79305,AR11582,Emporio Armani,FP,0
2026-06-30,2026,27,FBA79310,MK9152,Michael Kors,FP,516
2026-06-30,2026,27,FBA79311,MK4817SET,Michael Kors,FP,94
2026-06-30,2026,27,FBA79312,MK9153,Michael Kors,FP,856
2026-06-30,2026,27,FBA79317,AX2454,Armani Exchange,FP,1033
2026-06-30,2026,27,FBA79319,ES5338,Fossil,FP,633
2026-06-30,2026,27,FBA79321,AX2761,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79322,AX1962,Armani Exchange,Discount,134
2026-06-30,2026,27,FBA79323,ES5331,Fossil,FP,859
2026-06-30,2026,27,FBA79324,ES5329,Fossil,FP,439
2026-06-30,2026,27,FBA79334,FS6048,Fossil,FP,293
2026-06-30,2026,27,FBA79335,ME3260,Fossil,FP,146
2026-06-30,2026,27,FBA79336,FS6045,Fossil,Discount,855
2026-06-30,2026,27,FBA79340,MK7474,Michael Kors,Discount,0
2026-06-30,2026,27,FBA79341,MK9163,Michael Kors,Discount,50
2026-06-30,2026,27,FBA79343,MK9156,Michael Kors,Discount,0
2026-06-30,2026,27,FBA79377,AR11568,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA79407,AX5385,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79408,AX5616,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79409,AX1764,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79411,DZ4662,Diesel,FP,0
2026-06-30,2026,27,FBA79412,DZ4665,Diesel,FP,106
2026-06-30,2026,27,FBA79413,DZ4667,Diesel,Discount,0
2026-06-30,2026,27,FBA79414,DZ2210SET,Diesel,Discount,0
2026-06-30,2026,27,FBA79417,AR11606,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA79418,AR11610,Emporio Armani,FP,74
2026-06-30,2026,27,FBA79419,FS6062,Fossil,Discount,0
2026-06-30,2026,27,FBA79421,ES5349,Fossil,Discount,63
2026-06-30,2026,27,FBA79422,ES5350,Fossil,Discount,1055
2026-06-30,2026,27,FBA79423,MK4822,Michael Kors,FP,286
2026-06-30,2026,27,FBA79424,MK4823,Michael Kors,FP,0
2026-06-30,2026,27,FBA79425,MK4824,Michael Kors,Discount,0
2026-06-30,2026,27,FBA79426,MK4829,Michael Kors,FP,0
2026-06-30,2026,27,FBA79428,MK9165,Michael Kors,FP,505
2026-06-30,2026,27,FBA79432,FS6056,Fossil,Discount,0
2026-06-30,2026,27,FBA79495,AR11620,Emporio Armani,FP,154
2026-06-30,2026,27,FBA79496,AR11621,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA79497,AR11622,Emporio Armani,FP,0
2026-06-30,2026,27,FBA79498,AR11623,Emporio Armani,FP,23
2026-06-30,2026,27,FBA79499,AR11624,Emporio Armani,Discount,46
2026-06-30,2026,27,FBA79500,AR11625,Emporio Armani,FP,0
2026-06-30,2026,27,FBA79501,AR11626,Emporio Armani,Discount,166
2026-06-30,2026,27,FBA79502,AR11635,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA79503,AR11636,Emporio Armani,Discount,23
2026-06-30,2026,27,FBA79504,AR11637,Emporio Armani,Discount,341
2026-06-30,2026,27,FBA79506,AR60079,Emporio Armani,FP,0
2026-06-30,2026,27,FBA79507,AR60080,Emporio Armani,FP,0
2026-06-30,2026,27,FBA79512,AX4180,Armani Exchange,FP,938
2026-06-30,2026,27,FBA79513,AX4181,Armani Exchange,FP,605
2026-06-30,2026,27,FBA79514,AX4182,Armani Exchange,FP,1042
2026-06-30,2026,27,FBA79515,AX4183,Armani Exchange,FP,1027
2026-06-30,2026,27,FBA79516,AX4614,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79517,AX5724,Armani Exchange,FP,456
2026-06-30,2026,27,FBA79518,AX5725,Armani Exchange,FP,296
2026-06-30,2026,27,FBA79520,AX7161SET,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79521,DZ2212,Diesel,Discount,0
2026-06-30,2026,27,FBA79522,DZ2213,Diesel,Discount,88
2026-06-30,2026,27,FBA79523,DZ2214,Diesel,Discount,0
2026-06-30,2026,27,FBA79524,DZ2215,Diesel,FP,0
2026-06-30,2026,27,FBA79525,ES5357,Fossil,Discount,335
2026-06-30,2026,27,FBA79526,ES5358,Fossil,Discount,37
2026-06-30,2026,27,FBA79527,ES5361,Fossil,FP,0
2026-06-30,2026,27,FBA79528,ES5362,Fossil,FP,0
2026-06-30,2026,27,FBA79529,ES5363,Fossil,FP,505
2026-06-30,2026,27,FBA79530,ES5364,Fossil,FP,1153
2026-06-30,2026,27,FBA79533,FS6071,Fossil,FP,836
2026-06-30,2026,27,FBA79538,ME3261,Fossil,FP,502
2026-06-30,2026,27,FBA79539,MK4842,Michael Kors,FP,775
2026-06-30,2026,27,FBA79540,MK4843,Michael Kors,FP,71
2026-06-30,2026,27,FBA79541,MK4845,Michael Kors,FP,0
2026-06-30,2026,27,FBA79542,MK4847,Michael Kors,Discount,0
2026-06-30,2026,27,FBA79545,MK7488,Michael Kors,Discount,0
2026-06-30,2026,27,FBA79554,MK7506,Michael Kors,Discount,247
2026-06-30,2026,27,FBA79555,MK9176,Michael Kors,Discount,419
2026-06-30,2026,27,FBA79556,MK9177,Michael Kors,Discount,274
2026-06-30,2026,27,FBA79557,MK9178,Michael Kors,Discount,565
2026-06-30,2026,27,FBA79558,MK9179,Michael Kors,Discount,517
2026-06-30,2026,27,FBA79561,MK9185,Michael Kors,Discount,0
2026-06-30,2026,27,FBA79618,AR11639,Emporio Armani,FP,0
2026-06-30,2026,27,FBA79619,AR11640,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA79620,AX1885,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79622,AX1964,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79624,AX2460,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79625,AX2461,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79627,AX4184,Armani Exchange,FP,489
2026-06-30,2026,27,FBA79628,AX7163SET,Armani Exchange,FP,203
2026-06-30,2026,27,FBA79629,ES5380,Fossil,Discount,0
2026-06-30,2026,27,FBA79630,ES5381,Fossil,Discount,0
2026-06-30,2026,27,FBA79631,ES5386,Fossil,FP,1334
2026-06-30,2026,27,FBA79632,ES5387SET,Fossil,FP,128
2026-06-30,2026,27,FBA79633,ES5388,Fossil,FP,432
2026-06-30,2026,27,FBA79634,FS6081SET,Fossil,FP,85
2026-06-30,2026,27,FBA79636,FS6085,Fossil,Discount,23
2026-06-30,2026,27,FBA79637,FS6086,Fossil,Discount,583
2026-06-30,2026,27,FBA79638,FS6087,Fossil,Discount,837
2026-06-30,2026,27,FBA79639,FS6089,Fossil,Discount,0
2026-06-30,2026,27,FBA79640,FS6090,Fossil,FP,478
2026-06-30,2026,27,FBA79641,FS6094,Fossil,FP,93
2026-06-30,2026,27,FBA79642,ME3265,Fossil,FP,973
2026-06-30,2026,27,FBA79643,ME3266,Fossil,FP,661
2026-06-30,2026,27,FBA79644,MK4863,Michael Kors,FP,0
2026-06-30,2026,27,FBA79645,MK4864,Michael Kors,FP,205
2026-06-30,2026,27,FBA79646,MK4870,Michael Kors,FP,0
2026-06-30,2026,27,FBA79647,MK4873,Michael Kors,Discount,0
2026-06-30,2026,27,FBA79649,MK9191,Michael Kors,FP,545
2026-06-30,2026,27,FBA79650,MK9192,Michael Kors,FP,531
2026-06-30,2026,27,FBA79651,MK9193,Michael Kors,FP,538
2026-06-30,2026,27,FBA79723,AR11665,Emporio Armani,FP,0
2026-06-30,2026,27,FBA79724,AR11671,Emporio Armani,Discount,348
2026-06-30,2026,27,FBA79725,AR11672,Emporio Armani,FP,304
2026-06-30,2026,27,FBA79726,AR11673,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA79727,AR11674,Emporio Armani,Discount,287
2026-06-30,2026,27,FBA79728,AR11676,Emporio Armani,Discount,250
2026-06-30,2026,27,FBA79729,AR11677,Emporio Armani,Discount,0
2026-06-30,2026,27,FBA79730,AX1767,Armani Exchange,Discount,32
2026-06-30,2026,27,FBA79731,AX2463,Armani Exchange,FP,0
2026-06-30,2026,27,FBA79733,AX4186,Armani Exchange,FP,585
2026-06-30,2026,27,FBA79735,AX5176,Armani Exchange,FP,0
2026-06-30,2026,27,FBA79736,AX5729,Armani Exchange,FP,0
2026-06-30,2026,27,FBA79737,AX5916,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79738,AX7165SET,Armani Exchange,FP,620
2026-06-30,2026,27,FBA79740,AX7167SET,Armani Exchange,Discount,0
2026-06-30,2026,27,FBA79741,ES5398,Fossil,Discount,768
2026-06-30,2026,27,FBA79742,ES5399,Fossil,Discount,325
2026-06-30,2026,27,FBA79743,ES5400,Fossil,Discount,596
2026-06-30,2026,27,FBA79745,ES5402,Fossil,Discount,0
