snapshot_date,iso_year,iso_week,SKU,Item No,Brand,Assortment Type,Fossil SOH
2026-04-16,2026,16,FBA66627,ES3020,Fossil,FP,743
2026-04-16,2026,16,FBA66633,ES3284,Fossil,FP,1906
2026-04-16,2026,16,FBA66636,ES2811,Fossil,FP,540
2026-04-16,2026,16,FBA66640,FS4813,Fossil,FP,846
2026-04-16,2026,16,FBA66648,FS4812,Fossil,VD,0
2026-04-16,2026,16,FBA66654,ES3405,Fossil,Discount,0
2026-04-16,2026,16,FBA66963,FS4795,Fossil,FP,509
2026-04-16,2026,16,FBA66964,ES3843,Fossil,Discount,488
2026-04-16,2026,16,FBA66974,JR1401,Fossil,VD,1182
2026-04-16,2026,16,FBA66995,ME3061,Fossil,FP,1122
2026-04-16,2026,16,FBA67266,MK5491,Michael Kors,FP,1109
2026-04-16,2026,16,FBA67801,ES3466,Fossil,VD,1502
2026-04-16,2026,16,FBA67803,ME3098,Fossil,FP,2429
2026-04-16,2026,16,FBA67811,FS5308,Fossil,FP,284
2026-04-16,2026,16,FBA67860,MK8603,Michael Kors,FP,204
2026-04-16,2026,16,FBA67928,DZ1206,Diesel,FP,632
2026-04-16,2026,16,FBA69544,AR2502,Emporio Armani,FP,315
2026-04-16,2026,16,FBA69548,AR1926,Emporio Armani,FP,896
2026-04-16,2026,16,FBA69556,AR2434,Emporio Armani,FP,193
2026-04-16,2026,16,FBA69579,DZ7395,Diesel,FP,0
2026-04-16,2026,16,FBA69595,ES4433,Fossil,FP,1196
2026-04-16,2026,16,FBA69614,MK3190,Michael Kors,Discount,185
2026-04-16,2026,16,FBA69631,SKW2694,Skagen,FP,0
2026-04-16,2026,16,FBA70527,JR1487,Fossil,VD,443
2026-04-16,2026,16,FBA70769,ES4519,Fossil,Discount,0
2026-04-16,2026,16,FBA70774,FS5525,Fossil,FP,1597
2026-04-16,2026,16,FBA70827,FS5512,Fossil,FP,1023
2026-04-16,2026,16,FBA71628,ES4628,Fossil,FP,1688
2026-04-16,2026,16,FBA72002,AR1676,Emporio Armani,Discount,0
2026-04-16,2026,16,FBA74245,FS5699,Fossil,FP,956
2026-04-16,2026,16,FBA74251,AR1979,Emporio Armani,Discount,220
2026-04-16,2026,16,FBA74257,MK6485,Michael Kors,FP,195
2026-04-16,2026,16,FBA74721,FS4735,Fossil,FP,910
2026-04-16,2026,16,FBA74728,BQ3181,Fossil,VD,0
2026-04-16,2026,16,FBA74758,AX2413,Armani Exchange,FP,368
2026-04-16,2026,16,FBA74838,AR11360,Emporio Armani,FP,223
2026-04-16,2026,16,FBA74927,AX5901,Armani Exchange,FP,332
2026-04-16,2026,16,FBA74952,AX5911,Armani Exchange,FP,196
2026-04-16,2026,16,FBA74972,ME3206,Fossil,FP,180
2026-04-16,2026,16,FBA75077,FS5792,Fossil,FP,1098
2026-04-16,2026,16,FBA75146,FS5452,Fossil,FP,159
2026-04-16,2026,16,FBA75260,CH2882,Fossil,VD,0
2026-04-16,2026,16,FBA75320,FS5901,Fossil,FP,221
2026-04-16,2026,16,FBA75326,ME3218,Fossil,FP,782
2026-04-16,2026,16,FBA75346,AR11338,Emporio Armani,FP,109
2026-04-16,2026,16,FBA76447,AR11484,Emporio Armani,FP,262
2026-04-16,2026,16,FBA76490,FS5708SET,Fossil,FP,0
2026-04-16,2026,16,FBA76771,AR11499,Emporio Armani,Discount,0
2026-04-16,2026,16,FBA76772,AR11500,Emporio Armani,FP,0
2026-04-16,2026,16,FBA76941,FS5963,Fossil,FP,810
2026-04-16,2026,16,FBA77066,MK4339,Michael Kors,FP,2
2026-04-16,2026,16,FBA77972,AX1739,Armani Exchange,FP,584
2026-04-16,2026,16,FBA77981,AR80065SET,Emporio Armani,Discount,0
2026-04-16,2026,16,FBA77988,DZ4627,Diesel,FP,36
2026-04-16,2026,16,FBA77995,MK4709,Michael Kors,FP,56
2026-04-16,2026,16,FBA77996,MK4710,Michael Kors,FP,419
2026-04-16,2026,16,FBA78012,FS5971,Fossil,FP,65
2026-04-16,2026,16,FBA78013,ES5271,Fossil,FP,391
2026-04-16,2026,16,FBA79018,ES5310,Fossil,FP,83
2026-04-16,2026,16,FBA79021,AX1742,Armani Exchange,Discount,0
2026-04-16,2026,16,FBA79029,DZ2189,Diesel,Discount,0
2026-04-16,2026,16,FBA79030,MK9113,Michael Kors,FP,332
2026-04-16,2026,16,FBA79031,ES5306,Fossil,FP,453
2026-04-16,2026,16,FBA79040,AR70010,Emporio Armani,Discount,0
2026-04-16,2026,16,FBA79046,DZ4640,Diesel,Discount,0
2026-04-16,2026,16,FBA79048,AR11575,Emporio Armani,FP,505
2026-04-16,2026,16,FBA79122,SKW3121,Skagen,FP,0
2026-04-16,2026,16,FBA79143,ES5323,Fossil,FP,279
2026-04-16,2026,16,FBA79144,FS6032,Fossil,FP,438
2026-04-16,2026,16,FBA79145,ES5319,Fossil,FP,225
2026-04-16,2026,16,FBA79148,FS6029,Fossil,FP,250
2026-04-16,2026,16,FBA79152,AX7151SET,Armani Exchange,FP,67
2026-04-16,2026,16,FBA79158,AX1956,Armani Exchange,Discount,590
2026-04-16,2026,16,FBA79221,AR11558,Emporio Armani,Discount,0
2026-04-16,2026,16,FBA79222,ES5303,Fossil,FP,311
2026-04-16,2026,16,FBA79223,ME3253,Fossil,FP,647
2026-04-16,2026,16,FBA79224,ME3254,Fossil,FP,574
2026-04-16,2026,16,FBA79283,AR11596,Emporio Armani,FP,469
2026-04-16,2026,16,FBA79288,DZ4659,Diesel,Discount,0
2026-04-16,2026,16,FBA79289,ES5278,Fossil,Discount,0
2026-04-16,2026,16,FBA79292,MK4805,Michael Kors,FP,2
2026-04-16,2026,16,FBA79302,AR60076,Emporio Armani,Discount,0
2026-04-16,2026,16,FBA79305,AR11582,Emporio Armani,FP,91
2026-04-16,2026,16,FBA79310,MK9152,Michael Kors,FP,344
2026-04-16,2026,16,FBA79311,MK4817SET,Michael Kors,FP,158
2026-04-16,2026,16,FBA79312,MK9153,Michael Kors,FP,350
2026-04-16,2026,16,FBA79317,AX2454,Armani Exchange,FP,1132
2026-04-16,2026,16,FBA79319,ES5338,Fossil,FP,0
2026-04-16,2026,16,FBA79322,AX1962,Armani Exchange,Discount,143
2026-04-16,2026,16,FBA79323,ES5331,Fossil,FP,899
2026-04-16,2026,16,FBA79324,ES5329,Fossil,FP,96
2026-04-16,2026,16,FBA79334,FS6048,Fossil,FP,436
2026-04-16,2026,16,FBA79335,ME3260,Fossil,FP,452
2026-04-16,2026,16,FBA79336,FS6045,Fossil,FP,878
2026-04-16,2026,16,FBA79340,MK7474,Michael Kors,FP,12
2026-04-16,2026,16,FBA79341,MK9163,Michael Kors,Discount,53
2026-04-16,2026,16,FBA79343,MK9156,Michael Kors,Discount,0
2026-04-16,2026,16,FBA79377,AR11568,Emporio Armani,Discount,0
2026-04-16,2026,16,FBA79409,AX1764,Armani Exchange,Discount,0
2026-04-16,2026,16,FBA79411,DZ4662,Diesel,FP,0
2026-04-16,2026,16,FBA79412,DZ4665,Diesel,FP,140
2026-04-16,2026,16,FBA79413,DZ4667,Diesel,Discount,30
2026-04-16,2026,16,FBA79414,DZ2210SET,Diesel,Discount,0
2026-04-16,2026,16,FBA79418,AR11610,Emporio Armani,FP,246
2026-04-16,2026,16,FBA79421,ES5349,Fossil,Discount,294
2026-04-16,2026,16,FBA79422,ES5350,Fossil,Discount,1185
2026-04-16,2026,16,FBA79423,MK4822,Michael Kors,FP,11
2026-04-16,2026,16,FBA79425,MK4824,Michael Kors,Discount,0
2026-04-16,2026,16,FBA79426,MK4829,Michael Kors,FP,19
2026-04-16,2026,16,FBA79432,FS6056,Fossil,Discount,0
2026-04-16,2026,16,FBA79495,AR11620,Emporio Armani,FP,0
2026-04-16,2026,16,FBA79496,AR11621,Emporio Armani,FP,0
2026-04-16,2026,16,FBA79497,AR11622,Emporio Armani,FP,20
2026-04-16,2026,16,FBA79498,AR11623,Emporio Armani,FP,32
2026-04-16,2026,16,FBA79499,AR11624,Emporio Armani,FP,65
2026-04-16,2026,16,FBA79500,AR11625,Emporio Armani,FP,12
2026-04-16,2026,16,FBA79501,AR11626,Emporio Armani,FP,228
2026-04-16,2026,16,FBA79502,AR11635,Emporio Armani,Discount,0
2026-04-16,2026,16,FBA79503,AR11636,Emporio Armani,Discount,45
2026-04-16,2026,16,FBA79504,AR11637,Emporio Armani,Discount,412
2026-04-16,2026,16,FBA79506,AR60079,Emporio Armani,FP,0
2026-04-16,2026,16,FBA79507,AR60080,Emporio Armani,FP,0
2026-04-16,2026,16,FBA79512,AX4180,Armani Exchange,FP,36
2026-04-16,2026,16,FBA79513,AX4181,Armani Exchange,FP,294
2026-04-16,2026,16,FBA79514,AX4182,Armani Exchange,FP,778
2026-04-16,2026,16,FBA79515,AX4183,Armani Exchange,FP,1069
2026-04-16,2026,16,FBA79517,AX5724,Armani Exchange,FP,22
2026-04-16,2026,16,FBA79518,AX5725,Armani Exchange,FP,50
2026-04-16,2026,16,FBA79520,AX7161SET,Armani Exchange,FP,0
2026-04-16,2026,16,FBA79521,DZ2212,Diesel,Discount,0
2026-04-16,2026,16,FBA79522,DZ2213,Diesel,Discount,122
2026-04-16,2026,16,FBA79523,DZ2214,Diesel,FP,6
2026-04-16,2026,16,FBA79524,DZ2215,Diesel,FP,8
2026-04-16,2026,16,FBA79525,ES5357,Fossil,Discount,583
2026-04-16,2026,16,FBA79526,ES5358,Fossil,FP,176
2026-04-16,2026,16,FBA79527,ES5361,Fossil,FP,2592
2026-04-16,2026,16,FBA79529,ES5363,Fossil,FP,240
2026-04-16,2026,16,FBA79530,ES5364,Fossil,FP,182
2026-04-16,2026,16,FBA79533,FS6071,Fossil,FP,860
2026-04-16,2026,16,FBA79538,ME3261,Fossil,FP,263
2026-04-16,2026,16,FBA79539,MK4842,Michael Kors,FP,173
2026-04-16,2026,16,FBA79540,MK4843,Michael Kors,FP,140
2026-04-16,2026,16,FBA79541,MK4845,Michael Kors,FP,135
2026-04-16,2026,16,FBA79542,MK4847,Michael Kors,Discount,0
2026-04-16,2026,16,FBA79545,MK7488,Michael Kors,Discount,0
2026-04-16,2026,16,FBA79554,MK7506,Michael Kors,Discount,281
2026-04-16,2026,16,FBA79555,MK9176,Michael Kors,Discount,493
2026-04-16,2026,16,FBA79556,MK9177,Michael Kors,Discount,480
2026-04-16,2026,16,FBA79557,MK9178,Michael Kors,Discount,689
2026-04-16,2026,16,FBA79558,MK9179,Michael Kors,Discount,730
2026-04-16,2026,16,FBA79618,AR11639,Emporio Armani,FP,0
2026-04-16,2026,16,FBA79619,AR11640,Emporio Armani,Discount,0
2026-04-16,2026,16,FBA79622,AX1964,Armani Exchange,Discount,0
2026-04-16,2026,16,FBA79624,AX2460,Armani Exchange,Discount,0
2026-04-16,2026,16,FBA79625,AX2461,Armani Exchange,Discount,0
2026-04-16,2026,16,FBA79627,AX4184,Armani Exchange,FP,1161
2026-04-16,2026,16,FBA79628,AX7163SET,Armani Exchange,FP,77
2026-04-16,2026,16,FBA79629,ES5380,Fossil,FP,8
2026-04-16,2026,16,FBA79630,ES5381,Fossil,Discount,0
2026-04-16,2026,16,FBA79631,ES5386,Fossil,FP,805
2026-04-16,2026,16,FBA79632,ES5387SET,Fossil,FP,171
2026-04-16,2026,16,FBA79633,ES5388,Fossil,FP,0
2026-04-16,2026,16,FBA79634,FS6081SET,Fossil,FP,85
2026-04-16,2026,16,FBA79636,FS6085,Fossil,FP,21
2026-04-16,2026,16,FBA79637,FS6086,Fossil,Discount,845
2026-04-16,2026,16,FBA79638,FS6087,Fossil,Discount,1205
2026-04-16,2026,16,FBA79639,FS6089,Fossil,Discount,29
2026-04-16,2026,16,FBA79640,FS6090,Fossil,FP,719
2026-04-16,2026,16,FBA79641,FS6094,Fossil,FP,35
2026-04-16,2026,16,FBA79642,ME3265,Fossil,FP,1282
2026-04-16,2026,16,FBA79643,ME3266,Fossil,FP,957
2026-04-16,2026,16,FBA79644,MK4863,Michael Kors,FP,0
2026-04-16,2026,16,FBA79645,MK4864,Michael Kors,FP,42
2026-04-16,2026,16,FBA79647,MK4873,Michael Kors,Discount,6
2026-04-16,2026,16,FBA79649,MK9191,Michael Kors,FP,379
2026-04-16,2026,16,FBA79650,MK9192,Michael Kors,FP,537
2026-04-16,2026,16,FBA79651,MK9193,Michael Kors,FP,607
2026-04-16,2026,16,FBA79723,AR11665,Emporio Armani,FP,74
2026-04-16,2026,16,FBA79724,AR11671,Emporio Armani,Discount,386
2026-04-16,2026,16,FBA79725,AR11672,Emporio Armani,FP,67
2026-04-16,2026,16,FBA79727,AR11674,Emporio Armani,FP,412
2026-04-16,2026,16,FBA79728,AR11676,Emporio Armani,Discount,333
2026-04-16,2026,16,FBA79729,AR11677,Emporio Armani,Discount,0
2026-04-16,2026,16,FBA79730,AX1767,Armani Exchange,Discount,362
2026-04-16,2026,16,FBA79731,AX2463,Armani Exchange,FP,932
2026-04-16,2026,16,FBA79733,AX4186,Armani Exchange,FP,1
2026-04-16,2026,16,FBA79735,AX5176,Armani Exchange,FP,0
2026-04-16,2026,16,FBA79737,AX5916,Armani Exchange,FP,0
2026-04-16,2026,16,FBA79738,AX7165SET,Armani Exchange,FP,330
2026-04-16,2026,16,FBA79740,AX7167SET,Armani Exchange,FP,0
2026-04-16,2026,16,FBA79741,ES5398,Fossil,FP,826
2026-04-16,2026,16,FBA79742,ES5399,Fossil,FP,431
2026-04-16,2026,16,FBA79743,ES5400,Fossil,FP,627
2026-04-16,2026,16,FBA79746,FS6104,Fossil,FP,63
2026-04-16,2026,16,FBA79748,FS6106,Fossil,FP,801
2026-04-16,2026,16,FBA79749,FS6107,Fossil,FP,287
2026-04-16,2026,16,FBA79750,FS6108,Fossil,FP,862
2026-04-16,2026,16,FBA79752,FS6110,Fossil,FP,0
2026-04-16,2026,16,FBA79753,FS6111,Fossil,FP,740
2026-04-16,2026,16,FBA79754,FS6112,Fossil,FP,657
2026-04-16,2026,16,FBA79755,FS6113,Fossil,FP,1195
2026-04-16,2026,16,FBA79756,MK4882,Michael Kors,FP,555
2026-04-16,2026,16,FBA79757,MK7519LE,Michael Kors,Discount,0
2026-04-16,2026,16,FBA79758,MK9195,Michael Kors,Discount,0
2026-04-16,2026,16,FBA79759,MK9196,Michael Kors,Discount,498
2026-04-16,2026,16,FBA79760,MK9198,Michael Kors,Discount,788
2026-04-16,2026,16,FBA79761,MK9201,Michael Kors,Discount,1
2026-04-16,2026,16,FBA79795,AR11660,Armani Exchange,FP,98
2026-04-16,2026,16,FBA79796,AR11661,Armani Exchange,Discount,236
2026-04-16,2026,16,FBA79797,AR11662,Armani Exchange,FP,247
2026-04-16,2026,16,FBA79798,AR11663,Armani Exchange,FP,444
2026-04-16,2026,16,FBA79799,AR11664,Armani Exchange,FP,32
2026-04-16,2026,16,FBA79800,AR11666,Armani Exchange,FP,42
2026-04-16,2026,16,FBA79801,AR11669,Armani Exchange,FP,41
2026-04-16,2026,16,FBA79803,DZ5609,Diesel,FP,84
2026-04-16,2026,16,FBA79804,DZ5611,Diesel,FP,18
2026-04-16,2026,16,FBA79805,DZ5612,Diesel,FP,30
2026-04-16,2026,16,FBA79806,DZ5613,Diesel,Discount,48
2026-04-16,2026,16,FBA79807,DZ7487,Diesel,FP,163
2026-04-16,2026,16,FBA79808,MK7528,Michael Kors,Discount,0
2026-04-16,2026,16,FBA79854,AR11688,Emporio Armani,FP,0
2026-04-16,2026,16,FBA79855,AR11689,Emporio Armani,FP,4
2026-04-16,2026,16,FBA79856,AR11690,Emporio Armani,FP,30
2026-04-16,2026,16,FBA79857,AR11691,Emporio Armani,FP,501
2026-04-16,2026,16,FBA79859,AR11693,Emporio Armani,FP,0
2026-04-16,2026,16,FBA79860,AR11694,Emporio Armani,FP,16
2026-04-16,2026,16,FBA79861,AR11706,Emporio Armani,FP,556
2026-04-16,2026,16,FBA79862,AR11707,Emporio Armani,FP,0
2026-04-16,2026,16,FBA79863,AR11708,Emporio Armani,FP,181
2026-04-16,2026,16,FBA79864,AX2820,Armani Exchange,FP,204
2026-04-16,2026,16,FBA79865,AX2821,Armani Exchange,FP,409
2026-04-16,2026,16,FBA79866,AX2822,Armani Exchange,FP,474
2026-04-16,2026,16,FBA79867,AX2823,Armani Exchange,FP,506
2026-04-16,2026,16,FBA79868,AX5730,Armani Exchange,FP,92
2026-04-16,2026,16,FBA79869,AX5732,Armani Exchange,FP,423
2026-04-16,2026,16,FBA79870,AX5734,Armani Exchange,FP,0
2026-04-16,2026,16,FBA79871,AX5735,Armani Exchange,FP,0
2026-04-16,2026,16,FBA79873,ES5417,Fossil,FP,1535
2026-04-16,2026,16,FBA79874,ES5418,Fossil,Discount,0
2026-04-16,2026,16,FBA79875,ES5419,Fossil,FP,333
2026-04-16,2026,16,FBA79876,ES5420,Fossil,FP,476
2026-04-16,2026,16,FBA79877,ES5421,Fossil,FP,1095
2026-04-16,2026,16,FBA79878,ES5422,Fossil,FP,585
2026-04-16,2026,16,FBA79879,ES5434,Fossil,FP,878
2026-04-16,2026,16,FBA79880,FS6128,Fossil,FP,0
2026-04-16,2026,16,FBA79881,FS6129,Fossil,FP,535
2026-04-16,2026,16,FBA79882,FS6131,Fossil,FP,0
2026-04-16,2026,16,FBA79883,FS6132,Fossil,FP,997
2026-04-16,2026,16,FBA79884,FS6133,Fossil,FP,1673
2026-04-16,2026,16,FBA79885,ME3270,Fossil,FP,1050
2026-04-16,2026,16,FBA79886,MK4931,Michael Kors,FP,1153
2026-04-16,2026,16,FBA79887,MK4933,Michael Kors,FP,153
2026-04-16,2026,16,FBA79888,MK4934,Michael Kors,FP,787
2026-04-16,2026,16,FBA79889,MK4935,Michael Kors,FP,493
2026-04-16,2026,16,FBA79890,MK9220,Michael Kors,FP,455
2026-04-16,2026,16,FBA79891,MK9221,Michael Kors,FP,366
2026-04-16,2026,16,FBA79892,MK9222,Michael Kors,FP,135
2026-04-16,2026,16,FBA79893,MK9223,Michael Kors,Discount,0
2026-04-16,2026,16,FBA79894,MK4923,Michael Kors,FP,675
2026-04-16,2026,16,FBA79895,MK4932,Michael Kors,FP,927
2026-04-16,2026,16,FBA79896,MK7559,Michael Kors,FP,458
2026-04-16,2026,16,FBA79897,DZ4670,Diesel,FP,20
2026-04-16,2026,16,FBA79898,DZ4671,Diesel,FP,27
2026-04-16,2026,16,FBA79899,DZ5618,Diesel,Discount,0
2026-04-16,2026,16,FBA79916,AR11713,Emporio Armani,FP,300
2026-04-16,2026,16,FBA79917,AR11714,Emporio Armani,FP,231
2026-04-16,2026,16,FBA79918,AR11718,Emporio Armani,FP,56
2026-04-16,2026,16,FBA79919,AR80083SET,Emporio Armani,FP,13
2026-04-16,2026,16,FBA79920,AX1769,Armani Exchange,FP,386
2026-04-16,2026,16,FBA79921,AX1970,Armani Exchange,FP,81
2026-04-16,2026,16,FBA79923,AX4173,Armani Exchange,FP,0
2026-04-16,2026,16,FBA79924,AX4199,Armani Exchange,FP,0
2026-04-16,2026,16,FBA79925,AX4621,Armani Exchange,FP,201
2026-04-16,2026,16,FBA79926,AX7175SET,Armani Exchange,FP,4
2026-04-16,2026,16,FBA79927,AX7176SET,Armani Exchange,FP,100
2026-04-16,2026,16,FBA79928,ES5438,Fossil,FP,495
2026-04-16,2026,16,FBA79929,ES5439,Fossil,FP,664
2026-04-16,2026,16,FBA79930,ES5443,Fossil,FP,1547
2026-04-16,2026,16,FBA79931,ES5444,Fossil,FP,419
2026-04-16,2026,16,FBA79932,ES5451,Fossil,FP,784
2026-04-16,2026,16,FBA79933,ES5452,Fossil,FP,784
2026-04-16,2026,16,FBA79934,FS6139,Fossil,FP,881
2026-04-16,2026,16,FBA79935,FS6140,Fossil,FP,625
2026-04-16,2026,16,FBA79937,FS6144,Fossil,FP,0
2026-04-16,2026,16,FBA79938,FS6145SET,Fossil,FP,0
2026-04-16,2026,16,FBA79939,FS6149,Fossil,FP,792
2026-04-16,2026,16,FBA79940,FS6150,Fossil,FP,1467
2026-04-16,2026,16,FBA79941,FS6151,Fossil,FP,485
2026-04-16,2026,16,FBA79942,MK4962,Michael Kors,FP,1723
2026-04-16,2026,16,FBA79943,MK4963,Michael Kors,FP,639
2026-04-16,2026,16,FBA79944,MK4964,Michael Kors,FP,17
2026-04-16,2026,16,FBA79945,MK4965,Michael Kors,FP,2
2026-04-16,2026,16,FBA79946,MK4966,Michael Kors,FP,0
2026-04-16,2026,16,FBA79948,MK9240,Michael Kors,FP,1134
2026-04-16,2026,16,FBA79949,MK9242,Michael Kors,FP,2
2026-04-16,2026,16,FBA79950,MK9245SET,Michael Kors,FP,32
2026-04-16,2026,16,FBA79951,MKO1224,Michael Kors,FP,0
2026-04-16,2026,16,FBA80025,AX1971,Armani Exchange,FP,205
2026-04-16,2026,16,FBA80026,AX1972,Armani Exchange,FP,182
2026-04-16,2026,16,FBA80027,AX1973,Armani Exchange,FP,171
2026-04-16,2026,16,FBA80028,AX2766,Armani Exchange,FP,16
2026-04-16,2026,16,FBA80029,AX2767,Armani Exchange,FP,27
2026-04-16,2026,16,FBA80030,AX4405,Armani Exchange,FP,184
2026-04-16,2026,16,FBA80031,AX4406,Armani Exchange,FP,1466
2026-04-16,2026,16,FBA80032,AX4407,Armani Exchange,FP,1209
2026-04-16,2026,16,FBA80033,AX4408,Armani Exchange,FP,890
2026-04-16,2026,16,FBA80034,AX4625,Armani Exchange,FP,0
2026-04-16,2026,16,FBA80036,DZ4702,Diesel,FP,61
2026-04-16,2026,16,FBA80037,DZ4709,Diesel,FP,58
2026-04-16,2026,16,FBA80039,AR11773,Armani Exchange,FP,353
2026-04-16,2026,16,FBA80040,AR80087SET,Armani Exchange,FP,75
2026-04-16,2026,16,FBA80042,ES5456,Fossil,FP,447
2026-04-16,2026,16,FBA80043,ES5472,Fossil,FP,41
2026-04-16,2026,16,FBA80044,FS6154,Fossil,FP,313
2026-04-16,2026,16,FBA80045,FS6161,Fossil,FP,111
2026-04-16,2026,16,FBA80046,FS6163,Fossil,FP,1462
2026-04-16,2026,16,FBA80047,MK4997,Michael Kors,FP,369
2026-04-16,2026,16,FBA80048,MK4998,Michael Kors,FP,295
2026-04-16,2026,16,FBA80049,MK4999,Michael Kors,FP,679
2026-04-16,2026,16,FBA80050,MK7568,Michael Kors,FP,321
2026-04-16,2026,16,FBA80052,MK7581,Michael Kors,FP,125
2026-04-16,2026,16,FBA80054,MK7583,Michael Kors,FP,0
2026-04-16,2026,16,FBA80055,MK7589,Michael Kors,FP,91
2026-04-16,2026,16,FBA80056,MK7590,Michael Kors,FP,197
2026-04-16,2026,16,FBA80057,DZ4703,Diesel,FP,103
2026-04-16,2026,16,FBA80058,AR11754,Armani Exchange,FP,0
2026-04-16,2026,16,FBA80059,AR11756,Armani Exchange,FP,19
2026-04-16,2026,16,FBA80060,AR11757,Armani Exchange,FP,0
2026-04-16,2026,16,FBA80061,AR11759,Armani Exchange,FP,0
2026-04-16,2026,16,FBA80062,AR11770,Armani Exchange,FP,0
2026-04-16,2026,16,FBA80063,AR11771,Armani Exchange,FP,370
2026-04-16,2026,16,FBA80064,AR11772,Armani Exchange,FP,372
2026-04-16,2026,16,FBA80065,AR11774,Armani Exchange,FP,0
2026-04-16,2026,16,FBA80066,AR11783,Armani Exchange,FP,849
2026-04-16,2026,16,FBA80067,FS6162,Fossil,FP,1133
2026-04-16,2026,16,FBA80068,FS6164,Fossil,FP,1543
2026-04-16,2026,16,FBA80069,MK7572,Michael Kors,FP,1015
2026-04-16,2026,16,FBA80070,MK7573,Michael Kors,FP,1037
2026-04-16,2026,16,FBA80071,MK7574,Michael Kors,FP,444
2026-04-16,2026,16,FBA80072,MK7584,Michael Kors,FP,144
2026-04-16,2026,16,FBA80073,MK7587,Michael Kors,FP,45
2026-04-16,2026,16,FBA80093,FS4867,Fossil,VD,2457
2026-04-16,2026,16,,FS5237,Fossil,VD,0
2026-04-16,2026,16,,CH2885,Fossil,VD,0
2026-04-16,2026,16,,AX1343,Armani Exchange,VD,0
2026-04-16,2026,16,,AX1746,Armani Exchange,FP,396
2026-04-16,2026,16,,FS5665,Fossil,VD,189
2026-04-16,2026,16,,FS5061,Fossil,Discount,2
2026-04-16,2026,16,,AX2761,Armani Exchange,FP,0
2026-04-16,2026,16,,AR11606,Emporio Armani,FP,0
2026-04-16,2026,16,,MK9165,Michael Kors,FP,592
2026-04-16,2026,16,,AR1828,Emporio Armani,Discount,0
2026-04-16,2026,16,,AX4614,Armani Exchange,Discount,0
2026-04-16,2026,16,,DZ4548,Diesel,Discount,13
2026-04-16,2026,16,,MK9146,Michael Kors,Discount,0
2026-04-16,2026,16,,AX4611,Armani Exchange,Discount,0
2026-04-16,2026,16,,AX5385,Armani Exchange,FP,0
2026-04-16,2026,16,,MK4823,Michael Kors,FP,1
2026-04-16,2026,16,,MK7303,Michael Kors,FP,0
2026-04-16,2026,16,,AR11589,Emporio Armani,Discount,0
2026-04-16,2026,16,,AX5616,Armani Exchange,Discount,0
2026-04-16,2026,16,,FS5151,Fossil,VD,240
2026-04-16,2026,16,,FS5855,Fossil,Discount,195
2026-04-16,2026,16,,AX2101,Armani Exchange,N,0
2026-04-16,2026,16,,MK4967,Michael Kors,FP,4
2026-04-16,2026,16,,ES5362,Fossil,FP,3141
2026-04-16,2026,16,,ME3154,Fossil,FP,253
2026-04-16,2026,16,,AR11692,Emporio Armani,FP,404
2026-04-16,2026,16,,DZ2234,Diesel,FP,56
2026-04-16,2026,16,,AR11755,Armani Exchange,FP,0
2026-04-16,2026,16,,MK7570SET,Michael Kors,FP,50
2026-04-16,2026,16,,MK7582,Michael Kors,FP,108
2026-04-16,2026,16,,FS6062,Fossil,Discount,855
2026-04-22,2026,17,FBA66627,ES3020,Fossil,FP,666
2026-04-22,2026,17,FBA66628,FS4656,Fossil,FP,0
2026-04-22,2026,17,FBA66633,ES3284,Fossil,FP,1796
2026-04-22,2026,17,FBA66636,ES2811,Fossil,FP,297
2026-04-22,2026,17,FBA66640,FS4813,Fossil,FP,819
2026-04-22,2026,17,FBA66648,FS4812,Fossil,VD,0
2026-04-22,2026,17,FBA66654,ES3405,Fossil,Discount,0
2026-04-22,2026,17,FBA66963,FS4795,Fossil,FP,89
2026-04-22,2026,17,FBA66964,ES3843,Fossil,Discount,453
2026-04-22,2026,17,FBA66968,FS5061,Fossil,Discount,0
2026-04-22,2026,17,FBA66974,JR1401,Fossil,VD,1110
2026-04-22,2026,17,FBA66987,FS5151,Fossil,VD,240
2026-04-22,2026,17,FBA66995,ME3061,Fossil,FP,1089
2026-04-22,2026,17,FBA67266,MK5491,Michael Kors,FP,1346
2026-04-22,2026,17,FBA67801,ES3466,Fossil,VD,1479
2026-04-22,2026,17,FBA67803,ME3098,Fossil,FP,2304
2026-04-22,2026,17,FBA67811,FS5308,Fossil,FP,256
2026-04-22,2026,17,FBA67860,MK8603,Michael Kors,FP,198
2026-04-22,2026,17,FBA67928,DZ1206,Diesel,FP,624
2026-04-22,2026,17,FBA69542,AR1828,Emporio Armani,Discount,0
2026-04-22,2026,17,FBA69544,AR2502,Emporio Armani,FP,287
2026-04-22,2026,17,FBA69548,AR1926,Emporio Armani,FP,872
2026-04-22,2026,17,FBA69556,AR2434,Emporio Armani,FP,174
2026-04-22,2026,17,FBA69567,AX2101,Armani Exchange,N,0
2026-04-22,2026,17,FBA69579,DZ7395,Diesel,FP,0
2026-04-22,2026,17,FBA69595,ES4433,Fossil,FP,1045
2026-04-22,2026,17,FBA69614,MK3190,Michael Kors,Discount,176
2026-04-22,2026,17,FBA69631,SKW2694,Skagen,FP,0
2026-04-22,2026,17,FBA70527,JR1487,Fossil,VD,419
2026-04-22,2026,17,FBA70769,ES4519,Fossil,Discount,0
