(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0DJ2XNSD2,B0DJ2XNSD2,Fossil Men's Townsman Brown Analog Automatic Leather Watch ME3266,914,19,0.55%,0.61%,"1,170",26,0.52%,0.60%,84.36%,100.00%,3,0,0.33%,0.00%,"₹58,485.00",₹0.00,3,0
B0DP5J7VF3,B0DP5J7VF3,Michael Kors Panorama Silver Quartz Stainless Steel Watch MK9196,38,4,0.02%,0.13%,58,9,0.03%,0.21%,92.16%,100.00%,3,1,7.89%,25.00%,"₹34,494.00","₹11,498.00",3,1
B0DSBSGK17,B0DSBSGK17,Fossil Men Everett Multicolor Quartz Stainless Steel Green Dial Analog Watch FS6106,"1,481",38,0.89%,1.22%,"1,923",49,0.85%,1.12%,90.69%,100.00%,3,1,0.20%,2.63%,"₹47,985.00","₹15,995.00",3,1
B0058XWUHA,B0058XWUHA,Michael Kors Parker Analog White Dial Gold Band Women's Stainless Steel Watch-MK5491,483,9,0.29%,0.29%,668,13,0.30%,0.30%,95.23%,100.00%,2,1,0.41%,11.11%,"₹45,990.00","₹22,995.00",2,1
B00AFTT8KE,B00AFTT8KE,"Fossil Analog Silver Dial Women's Watch - ES3284 Stainless Steel, Gold Strap",341,8,0.20%,0.26%,502,14,0.22%,0.32%,95.70%,100.00%,2,0,0.59%,0.00%,"₹25,988.00",₹0.00,2,0
B00Z52HG6O,B00Z52HG6O,Michael Kors Slim Runway Analog Rose Gold Dial Women's Watch-MK3197,186,2,0.11%,0.06%,263,3,0.12%,0.07%,100.00%,100.00%,2,0,1.08%,0.00%,"₹17,994.00",₹0.00,2,0
B01GZZYSRO,B01GZZYSRO,Emporio Armani Analog Blue Dial Men's Watch-Ar1979 - Stainless Steel,303,4,0.18%,0.13%,418,13,0.19%,0.30%,98.11%,100.00%,2,0,0.66%,0.00%,"₹33,594.00",₹0.00,2,0
B075724BVF,B075724BVF,"Saregama Carvaan Hindi - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX (Porcelain White)","3,889",84,2.33%,2.70%,"5,814",146,2.57%,3.35%,1.86%,57.14%,2,1,0.05%,1.19%,"₹13,280.00","₹6,290.00",2,1
B094R8FJ6J,B094R8FJ6J,Michael Kors Analog Men Alek Silver Dial Two Tone Watch MK9183,128,6,0.08%,0.19%,180,8,0.08%,0.18%,93.08%,71.43%,2,0,1.56%,0.00%,"₹32,194.00",₹0.00,2,0
B09GYQ4RS7,B09GYQ4RS7,Fossil Everett Analog Gray Dial Men's Stainless Steel Watch-Me3206,"1,865",36,1.12%,1.16%,"2,431",55,1.08%,1.26%,86.13%,93.33%,2,0,0.11%,0.00%,"₹43,988.00",₹0.00,2,0
B0CRCZ8TGK,B0CRCZ8TGK,"Fossil Women Carlie Gold Quartz Stainless Steel Analogue Watch Es5329, Dial-Color:White",656,4,0.39%,0.13%,802,5,0.36%,0.11%,83.71%,100.00%,2,0,0.30%,0.00%,"₹23,986.00",₹0.00,2,0
B0CRDG22TQ,B0CRDG22TQ,"Fossil Women Neutra Brown Quartz Leather Chronograph Watch Es5278, Dial-Color:Off-White, Band Color:Brown",454,4,0.27%,0.13%,616,4,0.27%,0.09%,97.32%,100.00%,2,0,0.44%,0.00%,"₹23,988.00",₹0.00,2,0
B0CYSLCRQS,B0CYSLCRQS,"NexLev Mattress, Sofa & Carpet Vacuum Cleaner | For Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification & Vacuum | HEPA captures 99.99% Dust|MR-01",845,6,0.51%,0.19%,"1,061",6,0.47%,0.14%,82.34%,80.00%,2,0,0.24%,0.00%,"₹5,798.00",₹0.00,2,0
B0D853Y52R,B0D853Y52R,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4181, Band Color:Multicolor",250,5,0.15%,0.16%,382,32,0.17%,0.73%,74.15%,50.00%,2,0,0.80%,0.00%,"₹31,990.00",₹0.00,2,0
B0D854LDQM,B0D854LDQM,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax4182, Band Color:Gray",346,13,0.21%,0.42%,470,16,0.21%,0.37%,99.51%,100.00%,2,0,0.58%,0.00%,"₹31,990.00",₹0.00,2,0
B0D936P9C1,B0D936P9C1,Fossil Everett Brown Watch ME3261,392,8,0.23%,0.26%,579,10,0.26%,0.23%,71.29%,100.00%,2,0,0.51%,0.00%,"₹39,990.00",₹0.00,2,0
B0DJ2VFZWN,B0DJ2VFZWN,Fossil Men's Minimalist Brown Analog Quartz Leather Watch FS6094,360,9,0.22%,0.29%,499,17,0.22%,0.39%,85.84%,100.00%,2,1,0.56%,11.11%,"₹15,990.00","₹7,995.00",2,1
B0DSBS17RY,B0DSBS17RY,Armani Exchange Silver Quartz Stainless Steel Watch AX4186,181,2,0.11%,0.06%,286,2,0.13%,0.05%,97.12%,100.00%,2,0,1.10%,0.00%,"₹28,988.00",₹0.00,2,0
B0DT2QDBS3,B0DT2QDBS3,Emporio Armani Brown Quartz Leather Watch AR11665,192,8,0.12%,0.26%,277,10,0.12%,0.23%,98.25%,60.00%,2,0,1.04%,0.00%,"₹31,990.00",₹0.00,2,0
B0FCVPBY7Y,B0FCVPBY7Y,Fossil Grant Multicolor Quartz Stainless Steel Watch FS6131,"1,508",42,0.90%,1.35%,"2,242",74,0.99%,1.70%,76.93%,68.57%,2,0,0.13%,0.00%,"₹28,990.00",₹0.00,2,0
B0FRVBBDM9,B0FRVBBDM9,Armani Exchange Black Watch AX4621,235,6,0.14%,0.19%,307,8,0.14%,0.18%,98.91%,100.00%,2,0,0.85%,0.00%,"₹26,990.00",₹0.00,2,0
B0FTK1RVG8,B0FTK1RVG8,Fossil Crosby Brown Quartz Leather Watch FS6150,263,5,0.16%,0.16%,376,7,0.17%,0.16%,89.60%,100.00%,2,0,0.76%,0.00%,"₹23,990.00",₹0.00,2,0
B0FTMM455Z,B0FTMM455Z,Fossil Raquel Gold Quartz Stainless Steel Watch ES5452,672,9,0.40%,0.29%,948,10,0.42%,0.23%,55.80%,50.00%,2,0,0.30%,0.00%,"₹26,990.00",₹0.00,2,0
B00DUCIUDY,B00DUCIUDY,Fossil Decker Rose Gold Watch ES3352,202,2,0.12%,0.06%,309,2,0.14%,0.05%,20.60%,0.00%,1,0,0.50%,0.00%,"₹7,195.00",₹0.00,1,0
B00WM0CF4A,B00WM0CF4A,Fossil Women's ES3843 Jacqueline Analog Quartz Blue Watch,"1,030",18,0.62%,0.58%,"1,370",22,0.61%,0.50%,96.33%,90.00%,1,0,0.10%,0.00%,"₹9,994.00",₹0.00,1,0
B07GZHQFYR,B07GZHQFYR,Saregama Carvaan Mini Hindi 2.0- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),"1,754",46,1.05%,1.48%,"2,334",63,1.03%,1.45%,0.47%,0.00%,1,0,0.06%,0.00%,"₹2,490.00",₹0.00,1,0
B07MFZ6S2Q,B07MFZ6S2Q,Fossil Neutra Analog Black Dial and Band Men's Stainless Steel Watch-FS5525,564,7,0.34%,0.23%,725,7,0.32%,0.16%,90.74%,66.67%,1,0,0.18%,0.00%,"₹14,495.00",₹0.00,1,0
B07RMH1F26,B07RMH1F26,Saregama Carvaan Mini 2.0 Kannada- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),105,4,0.06%,0.13%,155,13,0.07%,0.30%,11.68%,0.00%,1,0,0.95%,0.00%,"₹2,490.00",₹0.00,1,0
B07S3X9JYX,B07S3X9JYX,"Saregama Carvaan 2.0 Hindi Portable Music Player 5000 Pre-Loaded Songs with Podcast, FM/BT/AUX (Classic Black)",429,16,0.26%,0.51%,599,26,0.27%,0.60%,8.10%,95.00%,1,1,0.23%,6.25%,"₹8,690.00","₹8,690.00",1,1
B07T53T1KV,B07T53T1KV,Diesel Mr. Daddy Slim Grey Quartz Stainless Steel Watch DZ7487,276,8,0.17%,0.26%,371,8,0.16%,0.18%,90.80%,66.67%,1,0,0.36%,0.00%,"₹32,495.00",₹0.00,1,0
B07WLWN2ZT,B07WLWN2ZT,"TONOR USB Gaming Microphone, Computer Condenser PC Mic with Tripod Stand & Pop for Streaming, Podcasting, Vocal Recording, Compatible with iMac PC Laptop Desktop Windows Computer, TC-777",527,7,0.32%,0.23%,771,9,0.34%,0.21%,2.26%,20.00%,1,0,0.19%,0.00%,"₹2,199.00",₹0.00,1,0
B082SY45TV,B082SY45TV,Saregama Carvaan Mini 2.0 Tamil - Music Player with Bluetooth/FM/AM/AUX (Moonlight Black),301,1,0.18%,0.03%,434,1,0.19%,0.02%,2.32%,0.00%,1,0,0.33%,0.00%,"₹2,490.00",₹0.00,1,0
B0846PC77Q,B0846PC77Q,Armani Exchange Analogue Men's Watch (Black Dial Black Colored Strap),203,1,0.12%,0.03%,280,1,0.12%,0.02%,97.59%,0.00%,1,0,0.49%,0.00%,"₹15,494.00",₹0.00,1,0
B0846Q1JT5,B0846Q1JT5,Armani Exchange Analog Silver Dial Women's Stainless Steel Watch-Ax5901,785,10,0.47%,0.32%,"1,052",14,0.47%,0.32%,96.72%,100.00%,1,0,0.13%,0.00%,"₹15,495.00",₹0.00,1,0
B085YFCGNF,B085YFCGNF,Saregama Carvaan Mini 2.0 Marathi (Sadabahar Gaani) - Music Player with Bluetooth/FM/AM/AUX (Sunset Red),225,3,0.13%,0.10%,304,3,0.13%,0.07%,6.16%,33.33%,1,0,0.44%,0.00%,"₹2,490.00",₹0.00,1,0
B08BCLYN66,B08BCLYN66,Armani Exchange Gold Quartz Stainless Steel Watch AX5734,69,4,0.04%,0.13%,102,4,0.05%,0.09%,96.43%,0.00%,1,0,1.45%,0.00%,"₹12,495.00",₹0.00,1,0
B09NC2NFR9,B09NC2NFR9,"Fossil Machine Analog Black Dial Men's Watch-FS5901 Genuine Leather, Brown Strap",99,1,0.06%,0.03%,152,1,0.07%,0.02%,93.89%,100.00%,1,0,1.01%,0.00%,"₹11,995.00",₹0.00,1,0
B0B4KC7VBM,B0B4KC7VBM,"Audio Array AM-C5 USB Plug & Play Conference Mic for Mac OS & Windows | Conference, Recording, Skype, Online Class with Range Upto 5M | One Touch Mute Button & Light Indicator (NOT A Speaker)",124,6,0.07%,0.19%,153,6,0.07%,0.14%,1.37%,0.00%,1,0,0.81%,0.00%,"₹2,349.00",₹0.00,1,0
B0BPLZ5CGV,B0BPLZ5CGV,Audio Array AI-04 HD 2x2 Gen 3 Audio Interface | Premium Mic Pre-Amps | 48V Phantom Power | 24bit/192kHz Hi-Fi Recording | XLR/MIC/LINE inputs | Plug & Play-No Drivers | 2 in 3 out | Metal Body | Red,"4,234",73,2.54%,2.35%,"6,088",92,2.70%,2.11%,0.20%,0.00%,1,0,0.02%,0.00%,"₹4,599.00",₹0.00,1,0
B0BR5DZQSN,B0BR5DZQSN,Diesel Spiked Analog Black Dial Men's Stainless Steel Watch-Dz4627,739,5,0.44%,0.16%,889,9,0.39%,0.21%,89.88%,100.00%,1,0,0.14%,0.00%,"₹23,494.00",₹0.00,1,0
B0BS4BFLZW,B0BS4BFLZW,Michael Kors Harlowe Analog Gold Dial Women's Watch-MK4709,71,1,0.04%,0.03%,97,1,0.04%,0.02%,98.88%,0.00%,1,0,1.41%,0.00%,"₹22,994.00",₹0.00,1,0
B0CCHHGG9B,B0CCHHGG9B,Emporio Armani Silver Watch AR11575,99,3,0.06%,0.10%,145,7,0.06%,0.16%,100.00%,100.00%,1,0,1.01%,0.00%,"₹15,994.00",₹0.00,1,0
B0CHXTNMNX,B0CHXTNMNX,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax7151Set, Band Color:Gold",323,13,0.19%,0.42%,422,17,0.19%,0.39%,91.56%,100.00%,1,0,0.31%,0.00%,"₹19,995.00",₹0.00,1,0
B0CJ6ZHK1S,B0CJ6ZHK1S,"Fossil Stainless Steel Analog Brown Dial Women's Watch-Es5323, Band Color:Rose Gold",421,7,0.25%,0.23%,539,7,0.24%,0.16%,96.15%,100.00%,1,0,0.24%,0.00%,"₹15,994.00",₹0.00,1,0
B0CRCWV9DV,B0CRCWV9DV,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6048, Green Dial, Silver Band",746,17,0.45%,0.55%,977,20,0.43%,0.46%,85.44%,88.89%,1,0,0.13%,0.00%,"₹11,197.00",₹0.00,1,0
B0CRD7DH79,B0CRD7DH79,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6045, Black Dial, Silver Band",78,1,0.05%,0.03%,108,1,0.05%,0.02%,76.04%,0.00%,1,0,1.28%,0.00%,"₹11,197.00",₹0.00,1,0
B0CRSQDJJ5,B0CRSQDJJ5,"Michael Kors Analog Green Dial Men's Stainless Steel Watch-Mk9152, Band Color:Silver",148,7,0.09%,0.23%,186,9,0.08%,0.21%,89.22%,100.00%,1,0,0.68%,0.00%,"₹22,994.00",₹0.00,1,0
B0CZ8ZKPJ9,B0CZ8ZKPJ9,Fossil Analog Women Blue Dive Black Dial Multi-Colour Quartz Stainless Steel Watch ES5349,261,2,0.16%,0.06%,343,3,0.15%,0.07%,77.74%,100.00%,1,0,0.38%,0.00%,"₹11,194.00",₹0.00,1,0
B0CZ9HTWNC,B0CZ9HTWNC,Michael Kors Sage Silver Watch MK4824,77,3,0.05%,0.10%,99,5,0.04%,0.11%,46.88%,0.00%,1,0,1.30%,0.00%,"₹12,945.00",₹0.00,1,0
B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",73,1,0.04%,0.03%,112,1,0.05%,0.02%,11.46%,100.00%,1,0,1.37%,0.00%,₹824.00,₹0.00,1,0
B0D84YD59Y,B0D84YD59Y,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5725, Band Color:Gold",143,1,0.09%,0.03%,160,1,0.07%,0.02%,77.22%,100.00%,1,0,0.70%,0.00%,"₹12,494.00",₹0.00,1,0
B0D84YY632,B0D84YY632,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4180, Band Color:Gold","1,145",19,0.69%,0.61%,"1,478",25,0.65%,0.57%,66.64%,40.00%,1,0,0.09%,0.00%,"₹15,994.00",₹0.00,1,0
B0D955GP1C,B0D955GP1C,Michael Kors Analog Women Rylee Gold Watch MK4847,135,3,0.08%,0.10%,160,5,0.07%,0.11%,98.61%,100.00%,1,0,0.74%,0.00%,"₹11,546.00",₹0.00,1,0
B0D955H882,B0D955H882,Michael Kors Analog Men Alek Black Watch MK9185,202,9,0.12%,0.29%,291,13,0.13%,0.30%,90.44%,100.00%,1,0,0.50%,0.00%,"₹16,097.00",₹0.00,1,0
B0D955NZTN,B0D955NZTN,Michael Kors Accelerator 2.0 Gun-Metal Watch MK9178,11,0,0.01%,0.00%,11,0,0.00%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,"₹17,146.00",₹0.00,1,0
B0DB5W4TCP,B0DB5W4TCP,White Mulberry |DIY| Height Adjustable Monitor Arm | Desk Mounted Stand for 15-32 Inch Monitor | 10Kg Screen Load | VESA 75X75 & 100X100 | Adjustable Metal Desk Monitor Mount - (Single Screen),58,4,0.03%,0.13%,75,7,0.03%,0.16%,6.06%,80.00%,1,1,1.72%,25.00%,"₹1,799.00","₹1,799.00",1,1
B0DC674ZNR,B0DC674ZNR,Fossil Sport Tourer Black Quartz Silicone Watch FS6087,278,2,0.17%,0.06%,376,2,0.17%,0.05%,91.22%,100.00%,1,0,0.36%,0.00%,"₹10,147.00",₹0.00,1,0
B0DCGHVN81,B0DCGHVN81,NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagless| Deep Cleaning for Sofa Bed Window & more|VC-01,530,6,0.32%,0.19%,698,9,0.31%,0.21%,21.07%,60.00%,1,0,0.19%,0.00%,"₹1,949.00",₹0.00,1,0
B0DJ2V3TH2,B0DJ2V3TH2,Fossil Men's Everett Gold Quartz Analog Stainless Steel Watch FS6090,488,9,0.29%,0.29%,662,10,0.29%,0.23%,87.14%,80.00%,1,1,0.20%,11.11%,"₹13,495.00","₹13,495.00",1,1
B0DJ2XCDJ1,B0DJ2XCDJ1,Emporio Armani Women's Stainless Steel Analog Green Dial Watch-AR11639,227,5,0.14%,0.16%,286,6,0.13%,0.14%,100.00%,100.00%,1,0,0.44%,0.00%,"₹24,495.00",₹0.00,1,0
B0DJ2XQB3P,B0DJ2XQB3P,Fossil Men's Everett Black Analog Quartz Leather Watch FS6089,"1,193",41,0.71%,1.32%,"1,463",51,0.65%,1.17%,57.73%,90.48%,1,0,0.08%,0.00%,"₹11,995.00",₹0.00,1,0
B0DJ2Z41C1,B0DJ2Z41C1,Emporio Armani Analog Green Dial Men's Watch-AR11640,21,0,0.01%,0.00%,31,0,0.01%,0.00%,96.55%,0.00%,1,0,4.76%,0.00%,"₹16,197.00",₹0.00,1,0
B0DKJBJBX6,B0DKJBJBX6,Armani Exchange Analog Black Dial Men's Watch-AX7163SET,267,3,0.16%,0.10%,353,4,0.16%,0.09%,98.15%,0.00%,1,0,0.37%,0.00%,"₹19,995.00",₹0.00,1,0
B0DKJG6R31,B0DKJG6R31,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2459,48,1,0.03%,0.03%,65,2,0.03%,0.05%,55.36%,0.00%,1,0,2.08%,0.00%,"₹8,248.00",₹0.00,1,0
B0DKJHJV6T,B0DKJHJV6T,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2460,131,4,0.08%,0.13%,199,8,0.09%,0.18%,90.64%,100.00%,1,0,0.76%,0.00%,"₹10,797.00",₹0.00,1,0
B0DM66B2DW,B0DM66B2DW,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",57,1,0.03%,0.03%,79,1,0.03%,0.02%,68.66%,100.00%,1,0,1.75%,0.00%,"₹1,449.00",₹0.00,1,0
B0DP2VVRND,B0DP2VVRND,White Mulberry |DIY| Height Adjustable Monitor Stand Mount | Supports 17-32 Inch Screens| 10 Kg Screen Load | VESA 75X75 & 100X100 | Freestanding Monitor Mount | Black - (Single Screen),944,60,0.57%,1.93%,"1,418",76,0.63%,1.74%,3.77%,0.00%,1,0,0.11%,0.00%,"₹2,000.00",₹0.00,1,0
B0DP5KBJ7H,B0DP5KBJ7H,Michael Kors Panorama Gold Quartz Stainless Steel Watch MK9195,227,8,0.14%,0.26%,325,12,0.14%,0.28%,54.88%,50.00%,1,1,0.44%,12.50%,"₹11,498.00","₹11,498.00",1,1
