(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0CHXTNMNX,B0CHXTNMNX,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax7151Set, Band Color:Gold",358,11,0.20%,0.32%,478,13,0.19%,0.27%,83.76%,85.71%,3,0,0.84%,0.00%,"₹59,985.00",₹0.00,3,0
B0D854LDQM,B0D854LDQM,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax4182, Band Color:Gray",560,15,0.31%,0.43%,815,24,0.33%,0.50%,100.00%,100.00%,3,0,0.54%,0.00%,"₹47,985.00",₹0.00,3,0
B0D9362N4Q,B0D9362N4Q,Fossil Harlow Silver Watch ES5363,"1,130",14,0.62%,0.40%,"1,445",20,0.59%,0.42%,87.51%,100.00%,3,0,0.27%,0.00%,"₹40,482.00",₹0.00,3,0
B0D9574DPS,B0D9574DPS,Fossil Neutra Gold Watch ES5358,327,6,0.18%,0.17%,452,8,0.18%,0.17%,94.91%,100.00%,4,0,1.22%,0.00%,"₹26,982.00",₹0.00,3,0
B0DT2KTXK3,B0DT2KTXK3,Emporio Armani Silver Quartz Stainless Steel Watch AR11676,96,4,0.05%,0.12%,154,12,0.06%,0.25%,93.23%,0.00%,3,0,3.13%,0.00%,"₹50,391.00",₹0.00,3,0
B0F29SZCVF,B0F29SZCVF,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",91,0,0.05%,0.00%,114,0,0.05%,0.00%,99.06%,0.00%,3,0,3.30%,0.00%,"₹4,782.00",₹0.00,3,0
B007NM84PQ,B007NM84PQ,Fossil Women Jesse Analog Rose Gold Dial Watch - ES3020,"2,379",18,1.30%,0.52%,"3,016",21,1.23%,0.44%,96.64%,91.67%,2,0,0.08%,0.00%,"₹23,988.00",₹0.00,2,0
B00AFTT8KE,B00AFTT8KE,"Fossil Analog Silver Dial Women's Watch - ES3284 Stainless Steel, Gold Strap",590,11,0.32%,0.32%,835,15,0.34%,0.31%,98.04%,100.00%,2,0,0.34%,0.00%,"₹25,988.00",₹0.00,2,0
B00AMWDOEK,B00AMWDOEK,Fossil Grant Chronograph Beige Dial Men's Watch - FS4735,"2,898",35,1.58%,1.01%,"3,657",50,1.49%,1.04%,97.68%,100.00%,2,0,0.07%,0.00%,"₹25,988.00",₹0.00,2,0
B0769YW2KN,B0769YW2KN,"Fossil Analog Black Dial Men's Watch - ME3154, Brown, Free Size","1,205",20,0.66%,0.58%,"1,514",23,0.62%,0.48%,74.95%,100.00%,2,0,0.17%,0.00%,"₹39,988.00",₹0.00,2,0
B07GZHQFYR,B07GZHQFYR,Saregama Carvaan Mini Hindi 2.0- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),"1,793",38,0.98%,1.10%,"2,444",58,1.00%,1.20%,2.44%,0.00%,2,1,0.11%,2.63%,"₹4,980.00","₹2,490.00",2,1
B07QHNNN21,B07QHNNN21,"Saregama Carvaan Punjabi - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX (Porcelain White)",121,1,0.07%,0.03%,159,2,0.06%,0.04%,65.69%,100.00%,2,0,1.65%,0.00%,"₹13,580.00",₹0.00,2,0
B07RMH1BMS,B07RMH1BMS,Saregama SCM02 Carvaan Mini Malayalam Bluetooth Speaker (Sunset Red),306,6,0.17%,0.17%,409,11,0.17%,0.23%,25.14%,100.00%,2,0,0.65%,0.00%,"₹4,980.00",₹0.00,2,0
B07S3X9JYX,B07S3X9JYX,"Saregama Carvaan 2.0 Hindi Portable Music Player 5000 Pre-Loaded Songs with Podcast, FM/BT/AUX (Classic Black)",983,32,0.54%,0.92%,"1,314",41,0.54%,0.85%,25.90%,10.53%,2,0,0.20%,0.00%,"₹19,580.00",₹0.00,2,0
B0BFXL8ZP9,B0BFXL8ZP9,"Fossil Neutra Analog Green Dial Men's Watch-FS5963 Genuine Leather, Brown Strap","1,049",14,0.57%,0.40%,"1,481",15,0.60%,0.31%,88.73%,77.78%,2,0,0.19%,0.00%,"₹25,990.00",₹0.00,2,0
B0BS4BHNVN,B0BS4BHNVN,Michael Kors Harlowe Analog Rose Gold Dial Women's Stainless Steel Watch-Mk4710,255,5,0.14%,0.14%,333,7,0.14%,0.15%,91.00%,75.00%,2,0,0.78%,0.00%,"₹48,988.00",₹0.00,2,0
B0CFBB587Z,B0CFBB587Z,"Fossil Analog Multicolor Dial Men's Watch-ME3253 Stainless Steel, Black Strap","1,820",27,0.99%,0.78%,"2,422",48,0.99%,1.00%,88.24%,100.00%,2,1,0.11%,3.70%,"₹45,988.00","₹22,994.00",2,1
B0CHXTV16D,B0CHXTV16D,Armani Exchange Two Tone Watch AX1956,105,4,0.06%,0.12%,149,4,0.06%,0.08%,99.22%,100.00%,2,0,1.90%,0.00%,"₹24,494.00",₹0.00,2,0
B0CRCWV9DV,B0CRCWV9DV,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6048, Green Dial, Silver Band","1,020",25,0.56%,0.72%,"1,338",34,0.55%,0.71%,85.93%,100.00%,2,0,0.20%,0.00%,"₹31,988.00",₹0.00,2,0
B0CZ8ZKPJ9,B0CZ8ZKPJ9,Fossil Analog Women Blue Dive Black Dial Multi-Colour Quartz Stainless Steel Watch ES5349,517,9,0.28%,0.26%,682,23,0.28%,0.48%,37.21%,37.50%,2,0,0.39%,0.00%,"₹22,394.00",₹0.00,2,0
B0D84YD59Y,B0D84YD59Y,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5725, Band Color:Gold",109,0,0.06%,0.00%,156,0,0.06%,0.00%,73.13%,0.00%,2,0,1.83%,0.00%,"₹24,988.00",₹0.00,2,0
B0D85171BL,B0D85171BL,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5724, Band Color:Silver",181,2,0.10%,0.06%,237,2,0.10%,0.04%,98.08%,100.00%,2,1,1.10%,50.00%,"₹21,988.00","₹10,994.00",2,1
B0D8572WTJ,B0D8572WTJ,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4183, Band Color:Black",562,6,0.31%,0.17%,774,8,0.32%,0.17%,94.01%,80.00%,2,0,0.36%,0.00%,"₹31,988.00",₹0.00,2,0
B0D954M6YQ,B0D954M6YQ,Fossil Neutra Silver Watch ES5357,114,2,0.06%,0.06%,154,2,0.06%,0.04%,52.21%,0.00%,2,0,1.75%,0.00%,"₹18,894.00",₹0.00,2,0
B0D955BY7N,B0D955BY7N,Michael Kors Harlowe Rose Gold Watch MK4845,45,0,0.02%,0.00%,73,0,0.03%,0.00%,98.21%,0.00%,2,0,4.44%,0.00%,"₹40,988.00",₹0.00,2,0
B0D9568SN6,B0D9568SN6,Michael Kors Brynn Gold Watch MK7504,28,0,0.02%,0.00%,46,0,0.02%,0.00%,88.89%,0.00%,2,0,7.14%,0.00%,"₹37,794.00",₹0.00,2,0
B0DP5JYG31,B0DP5JYG31,Michael Kors Panorama Black Quartz Stainless Steel Watch MK9198,109,5,0.06%,0.14%,167,6,0.07%,0.12%,51.66%,66.67%,2,0,1.83%,0.00%,"₹22,996.00",₹0.00,2,0
B0DP5KBJ7H,B0DP5KBJ7H,Michael Kors Panorama Gold Quartz Stainless Steel Watch MK9195,118,1,0.06%,0.03%,167,5,0.07%,0.10%,41.06%,0.00%,2,0,1.69%,0.00%,"₹22,996.00",₹0.00,2,0
B0DSBN62LR,B0DSBN62LR,Armani Exchange Black Quartz Silicone Watch AX7165SET,223,5,0.12%,0.14%,325,6,0.13%,0.12%,94.39%,100.00%,2,0,0.90%,0.00%,"₹31,990.00",₹0.00,2,0
B0DSBPCW8R,B0DSBPCW8R,Armani Exchange Pink Quartz Stainless Steel Watch AX5729,14,0,0.01%,0.00%,32,0,0.01%,0.00%,88.00%,0.00%,2,0,14.29%,0.00%,"₹24,990.00",₹0.00,2,0
B0DSBQDZNV,B0DSBQDZNV,Fossil Men Everett Silver Quartz Stainless Steel Blue Dial Analog Watch FS6104,825,18,0.45%,0.52%,"1,140",21,0.46%,0.44%,36.29%,100.00%,2,0,0.24%,0.00%,"₹31,990.00",₹0.00,2,0
B00AFTTQ8I,B00AFTTQ8I,Fossil Chronograph men Grant Brown Quartz Leather Watch FS4813IE,"1,890",11,1.03%,0.32%,"2,396",12,0.98%,0.25%,99.50%,100.00%,1,0,0.05%,0.00%,"₹12,994.00",₹0.00,1,0
B00FF8CDSO,B00FF8CDSO,"Fossil Leather Virginia Analog Gold Dial Women's Watch-Es3405, Band Color:Multicolor",29,0,0.02%,0.00%,47,0,0.02%,0.00%,75.76%,0.00%,1,0,3.45%,0.00%,"₹7,797.00",₹0.00,1,0
B00PW3J8LM,B00PW3J8LM,"Fossil Men Leather Townsman Analog Black Dial Watch -Me3061, Band Color-Brown",391,8,0.21%,0.23%,503,10,0.21%,0.21%,79.56%,100.00%,1,0,0.26%,0.00%,"₹19,494.00",₹0.00,1,0
B00Z52HG6O,B00Z52HG6O,Michael Kors Slim Runway Analog Rose Gold Dial Women's Watch-MK3197,405,15,0.22%,0.43%,555,26,0.23%,0.54%,99.79%,100.00%,1,1,0.25%,6.67%,"₹10,497.00","₹10,497.00",1,1
B012R0UNAW,B012R0UNAW,"Emporio Armani Stainless Steel Gianni T-Bar Analog White Dial Women Watch - Ar1926, Multi-Color Band","1,834",23,1.00%,0.66%,"2,418",37,0.99%,0.77%,97.43%,100.00%,1,0,0.05%,0.00%,"₹32,494.00",₹0.00,1,0
B01GZZZ328,B01GZZZ328,Emporio Armani Luigi Analog White Dial Men's Watch - AR2502,177,2,0.10%,0.06%,238,2,0.10%,0.04%,80.29%,100.00%,1,0,0.56%,0.00%,"₹14,495.00",₹0.00,1,0
B07LDJJ4JP,B07LDJJ4JP,Saregama Carvaan Mini 2.0 Tamil- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),479,14,0.26%,0.40%,667,25,0.27%,0.52%,3.77%,0.00%,1,0,0.21%,0.00%,"₹2,490.00",₹0.00,1,0
B07MM5MH6F,B07MM5MH6F,"Fossil Watch, Black, Free Size, (FS5512)","1,006",15,0.55%,0.43%,"1,293",17,0.53%,0.35%,96.58%,100.00%,1,0,0.10%,0.00%,"₹12,994.00",₹0.00,1,0
B07RZ1R1HJ,B07RZ1R1HJ,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",873,8,0.48%,0.23%,"1,176",14,0.48%,0.29%,97.95%,100.00%,1,0,0.11%,0.00%,"₹12,994.00",₹0.00,1,0
B07SRVV8V4,B07SRVV8V4,"Fossil Gen 5 Carlyle Stainless Steel Touchscreen Men's Smartwatch with Speaker, Heart Rate, GPS and Smartphone Notifications - FTW4024",94,3,0.05%,0.09%,123,5,0.05%,0.10%,85.19%,100.00%,1,0,1.06%,0.00%,"₹22,995.00",₹0.00,1,0
B07T2XZ5K4,B07T2XZ5K4,Diesel Analog Silver Dial Men's Watch-DZ2219,46,2,0.03%,0.06%,66,3,0.03%,0.06%,65.38%,100.00%,1,0,2.17%,0.00%,"₹10,497.00",₹0.00,1,0
B07T3ZLNM3,B07T3ZLNM3,"Diesel Leather Analog Silver Dial Men's Watch-Dz4665, Band Color -Brown","1,731",26,0.95%,0.75%,"2,077",30,0.85%,0.62%,77.57%,66.67%,1,0,0.06%,0.00%,"₹21,495.00",₹0.00,1,0
B07T53XXCF,B07T53XXCF,Diesel Analog Black Dial Men's Watch-DZ2196,3,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,"₹11,897.00",₹0.00,1,0
B07T64HT6R,B07T64HT6R,Diesel D-Era Gold Quartz Stainless Steel Watch DZ5611,53,0,0.03%,0.00%,72,0,0.03%,0.00%,80.95%,0.00%,1,0,1.89%,0.00%,"₹19,995.00",₹0.00,1,0
B0846PC77Q,B0846PC77Q,Armani Exchange Analogue Men's Watch (Black Dial Black Colored Strap),191,4,0.10%,0.12%,245,4,0.10%,0.08%,96.40%,100.00%,1,0,0.52%,0.00%,"₹15,494.00",₹0.00,1,0
B09CSXR4TR,B09CSXR4TR,Armani Exchange A?X Analog Black Dial Women's Stainless Steel Watch-Ax5911,202,3,0.11%,0.09%,238,3,0.10%,0.06%,93.61%,50.00%,1,0,0.50%,0.00%,"₹16,495.00",₹0.00,1,0
B09GYMBKMQ,B09GYMBKMQ,Armani Exchange Black Watch AX2429,10,2,0.01%,0.06%,16,4,0.01%,0.08%,100.00%,100.00%,1,1,10.00%,50.00%,"₹13,996.00","₹13,996.00",1,1
B09GYQ4RS7,B09GYQ4RS7,Fossil Everett Analog Gray Dial Men's Stainless Steel Watch-Me3206,"1,939",45,1.06%,1.30%,"2,504",56,1.02%,1.16%,70.84%,85.00%,1,0,0.05%,0.00%,"₹21,994.00",₹0.00,1,0
B09SHQSHBF,B09SHQSHBF,"Fossil Bronson Analog Black Dial Men's Watch-ME3218 Stainless Steel, Grey Strap","1,645",26,0.90%,0.75%,"1,989",28,0.81%,0.58%,79.30%,71.43%,1,0,0.06%,0.00%,"₹18,395.00",₹0.00,1,0
B0BQZH3LGP,B0BQZH3LGP,Armani Exchange Analog Beige Dial Men's Watch-AX1739,120,3,0.07%,0.09%,168,6,0.07%,0.12%,100.00%,100.00%,1,0,0.83%,0.00%,"₹17,495.00",₹0.00,1,0
B0C89RHY4W,B0C89RHY4W,Fossil Analog White Dial Women's Watch-Es5306 - Stainless Steel,203,3,0.11%,0.09%,254,5,0.10%,0.10%,51.28%,100.00%,1,1,0.49%,33.33%,"₹15,994.00","₹15,994.00",1,1
B0CF5XZR93,B0CF5XZR93,Fossil Analog Black Dial Men's Watch-Fs6032 - Stainless Steel,629,13,0.34%,0.38%,808,15,0.33%,0.31%,87.08%,100.00%,1,0,0.16%,0.00%,"₹13,494.00",₹0.00,1,0
B0CF61X2BG,B0CF61X2BG,Fossil Analog Blue Dial Men's Watch-Fs6029 - Stainless Steel,358,5,0.20%,0.14%,476,6,0.19%,0.12%,74.94%,100.00%,1,0,0.28%,0.00%,"₹13,494.00",₹0.00,1,0
B0CFBCTN93,B0CFBCTN93,"Fossil Machine Brown Automatic Leather Watch Me3254 - Analog, Men","2,099",39,1.15%,1.13%,"2,569",46,1.05%,0.96%,78.60%,92.31%,1,0,0.05%,0.00%,"₹20,994.00",₹0.00,1,0
B0CJ6ZW8F6,B0CJ6ZW8F6,"Fossil Watch Ring Gold dial ES5319 for Women, Analog, Stainless Steel, Gold Strap",526,1,0.29%,0.03%,644,2,0.26%,0.04%,28.38%,0.00%,1,0,0.19%,0.00%,"₹11,994.00",₹0.00,1,0
B0CM6WH4ZT,B0CM6WH4ZT,"Audio Array AI-12 USB Bluetooth Soundcard | 1Ch Mixer interface | 2 mic inputs, 2 smartphone & PC/Mac outputs | Karaoke Recording, Mobile/PC Streaming, Live Broadcasting | Singing, Recording,Gaming",432,8,0.24%,0.23%,579,9,0.24%,0.19%,17.86%,25.00%,1,0,0.23%,0.00%,"₹1,399.00",₹0.00,1,0
B0CRCZ8TGK,B0CRCZ8TGK,"Fossil Women Carlie Gold Quartz Stainless Steel Analogue Watch Es5329, Dial-Color:White",803,7,0.44%,0.20%,"1,021",16,0.42%,0.33%,65.38%,100.00%,1,0,0.12%,0.00%,"₹11,993.00",₹0.00,1,0
B0CRCZYDY6,B0CRCZYDY6,"Michael Kors Stainless Steel Analog White Dial Women's Watch-Mk4817Set, Band Color:Two-Tone",117,2,0.06%,0.06%,145,4,0.06%,0.08%,72.93%,100.00%,1,0,0.85%,0.00%,"₹24,495.00",₹0.00,1,0
B0CRD2CVZL,B0CRD2CVZL,Fossil Analog Women Gold Gold Scarlette Quartz Stainless Steel Watch ES5338,272,4,0.15%,0.12%,360,4,0.15%,0.08%,81.45%,100.00%,1,0,0.37%,0.00%,"₹11,994.00",₹0.00,1,0
B0CWRLQ99S,B0CWRLQ99S,"Armani Exchange Stainless Steel Analog Gray Dial Men's Watch-Ax1764, Band Color-Silver",14,0,0.01%,0.00%,21,0,0.01%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,"₹9,797.00",₹0.00,1,0
B0CYMWQCKL,B0CYMWQCKL,"Emporio Armani Leather Analog Beige Dial Men's Watch-Ar11610, Band Color-Brown",303,6,0.17%,0.17%,419,7,0.17%,0.15%,98.90%,100.00%,1,0,0.33%,0.00%,"₹14,494.00",₹0.00,1,0
B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",76,1,0.04%,0.03%,113,1,0.05%,0.02%,4.21%,0.00%,1,0,1.32%,0.00%,₹0.00,₹0.00,1,0
B0D853Y52R,B0D853Y52R,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4181, Band Color:Multicolor",336,9,0.18%,0.26%,489,13,0.20%,0.27%,93.17%,87.50%,1,0,0.30%,0.00%,"₹15,995.00",₹0.00,1,0
B0D936P9C1,B0D936P9C1,Fossil Everett Brown Watch ME3261,581,9,0.32%,0.26%,802,16,0.33%,0.33%,22.61%,16.67%,1,0,0.17%,0.00%,"₹19,995.00",₹0.00,1,0
B0D955GP1C,B0D955GP1C,Michael Kors Analog Women Rylee Gold Watch MK4847,13,0,0.01%,0.00%,21,0,0.01%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,"₹11,546.00",₹0.00,1,0
B0D955L5S7,B0D955L5S7,Michael Kors Lexington Gold Watch MK4842,181,3,0.10%,0.09%,260,4,0.11%,0.08%,93.72%,100.00%,1,0,0.55%,0.00%,"₹18,494.00",₹0.00,1,0
B0D955YGX7,B0D955YGX7,Michael Kors Analog Men Accelerator 2.0 Black Dial Gold Watch MK9177,188,7,0.10%,0.20%,262,14,0.11%,0.29%,90.99%,100.00%,1,0,0.53%,0.00%,"₹19,596.00",₹0.00,1,0
B0DJ2V3TH2,B0DJ2V3TH2,Fossil Men's Everett Gold Quartz Analog Stainless Steel Watch FS6090,631,10,0.34%,0.29%,860,16,0.35%,0.33%,82.76%,75.00%,1,0,0.16%,0.00%,"₹13,494.00",₹0.00,1,0
B0DJ2VFZWN,B0DJ2VFZWN,Fossil Men's Minimalist Brown Analog Quartz Leather Watch FS6094,548,4,0.30%,0.12%,755,6,0.31%,0.12%,74.81%,100.00%,1,0,0.18%,0.00%,"₹7,995.00",₹0.00,1,0
B0DJ2WJ9R7,B0DJ2WJ9R7,Michael Kors Lexington Rose Gold Watch MK4863,103,2,0.06%,0.06%,131,4,0.05%,0.08%,100.00%,0.00%,1,0,0.97%,0.00%,"₹22,995.00",₹0.00,1,0
B0DJ2WKCPD,B0DJ2WKCPD,Fossil Women's Harlow Pink Quartz Analog Stainless Steel Watch ES5386,495,8,0.27%,0.23%,673,15,0.27%,0.31%,89.25%,100.00%,1,0,0.20%,0.00%,"₹13,495.00",₹0.00,1,0
B0DJ2WP1M5,B0DJ2WP1M5,Michael Kors Sage Black Watch MK9193,96,1,0.05%,0.03%,157,1,0.06%,0.02%,80.30%,100.00%,1,0,1.04%,0.00%,"₹20,495.00",₹0.00,1,0
B0DJ2XNSD2,B0DJ2XNSD2,Fossil Men's Townsman Brown Analog Automatic Leather Watch ME3266,"1,019",16,0.56%,0.46%,"1,345",31,0.55%,0.64%,69.02%,83.33%,1,0,0.10%,0.00%,"₹19,495.00",₹0.00,1,0
B0DJ2XQB3P,B0DJ2XQB3P,Fossil Men's Everett Black Analog Quartz Leather Watch FS6089,549,8,0.30%,0.23%,748,12,0.30%,0.25%,72.34%,85.71%,1,0,0.18%,0.00%,"₹8,397.00",₹0.00,1,0
B0DKJBJBX6,B0DKJBJBX6,Armani Exchange Analog Black Dial Men's Watch-AX7163SET,304,8,0.17%,0.23%,435,11,0.18%,0.23%,67.10%,100.00%,1,0,0.33%,0.00%,"₹19,995.00",₹0.00,1,0
B0DKJG6R31,B0DKJG6R31,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2459,68,0,0.04%,0.00%,88,0,0.04%,0.00%,77.78%,0.00%,1,0,1.47%,0.00%,"₹8,248.00",₹0.00,1,0
