(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B00NVAWTLY,B00NVAWTLY,"Fossil Nate Analog Black Dial Men's Watch-JR1487 Genuine Leather, Brown Strap",907,23,0.43%,0.58%,"1,326",28,0.46%,0.51%,93.09%,93.33%,12,2,1.32%,8.70%,"₹1,13,064.00","₹20,294.00",12,2
B00AFTTQQ0,B00AFTTQQ0,Fossil Grant Chronograph Black Dial Men's Watch-FS4812,"2,140",24,1.01%,0.61%,"3,044",40,1.07%,0.72%,87.02%,100.00%,10,0,0.47%,0.00%,"₹87,065.00",₹0.00,10,0
B075724BVF,B075724BVF,"Saregama Carvaan Hindi - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX (Porcelain White)","8,342",181,3.95%,4.58%,"12,335",290,4.32%,5.26%,4.66%,21.31%,10,0,0.12%,0.00%,"₹69,900.00",₹0.00,10,0
B07LDHVWTF,B07LDHVWTF,Saregama Carvaan Mini 2.0 Gurbani- Music Player with Bluetooth/FM/AM/AUX (Saffron Orange),"1,104",34,0.52%,0.86%,"1,595",51,0.56%,0.92%,17.45%,17.24%,11,0,1.00%,0.00%,"₹27,390.00",₹0.00,10,0
B00AMWDOEK,B00AMWDOEK,Fossil Grant Chronograph Beige Dial Men's Watch - FS4735,"3,255",47,1.54%,1.19%,"4,194",70,1.47%,1.27%,99.39%,100.00%,8,0,0.25%,0.00%,"₹1,03,952.00",₹0.00,8,0
B00WM0CF4A,B00WM0CF4A,Fossil Women's ES3843 Jacqueline Analog Quartz Blue Watch,"1,461",27,0.69%,0.68%,"2,034",35,0.71%,0.63%,91.86%,100.00%,8,0,0.55%,0.00%,"₹69,962.00",₹0.00,8,0
B06VV5QB6Q,B06VV5QB6Q,"Fossil Analog Black Dial Men's Watch-FS5308 Stainless Steel, Black Strap","1,956",40,0.93%,1.01%,"2,560",52,0.90%,0.94%,90.40%,100.00%,8,0,0.41%,0.00%,"₹75,952.00",₹0.00,8,0
B07M7P7VLX,B07M7P7VLX,Fossil Women's Analog Watch (Black),"1,253",27,0.59%,0.68%,"1,768",32,0.62%,0.58%,95.63%,100.00%,9,0,0.72%,0.00%,"₹79,619.00",₹0.00,8,0
B007NM84PQ,B007NM84PQ,Fossil Women Jesse Analog Rose Gold Dial Watch - ES3020,"2,043",20,0.97%,0.51%,"2,578",28,0.90%,0.51%,98.91%,100.00%,6,0,0.29%,0.00%,"₹71,964.00",₹0.00,6,0
B00AFTTQ8I,B00AFTTQ8I,Fossil Chronograph men Grant Brown Quartz Leather Watch FS4813IE,"1,951",24,0.92%,0.61%,"2,497",36,0.88%,0.65%,99.96%,100.00%,6,0,0.31%,0.00%,"₹77,964.00",₹0.00,6,0
B079XB5RXH,B079XB5RXH,Michael Kors Ritz Analogue Women's Watch (Rose Gold Dial Rose Gold Colored Strap),"1,689",17,0.80%,0.43%,"2,361",20,0.83%,0.36%,99.81%,100.00%,6,0,0.36%,0.00%,"₹1,46,964.00",₹0.00,6,0
B07CSNG8XL,B07CSNG8XL,Fossil Carlie Analog White Dial Women's Watch - ES4433,"1,811",18,0.86%,0.46%,"2,518",30,0.88%,0.54%,92.81%,100.00%,6,0,0.33%,0.00%,"₹56,964.00",₹0.00,6,0
B01487C7CO,B01487C7CO,Fossil Analog Brown Dial Men's Leather Band Watch - ME3098,"6,757",84,3.20%,2.12%,"8,417",108,2.95%,1.96%,77.38%,96.30%,5,0,0.07%,0.00%,"₹99,970.00",₹0.00,5,0
B08QVCPDVT,B08QVCPDVT,Fossil Neutra Silver Watch FS5792,"1,709",23,0.81%,0.58%,"2,326",32,0.82%,0.58%,96.67%,92.86%,5,0,0.29%,0.00%,"₹72,470.00",₹0.00,5,0
B0BQZGJHKV,B0BQZGJHKV,Armani Exchange Analog Black Dial Men's Watch-AX1867,227,8,0.11%,0.20%,368,12,0.13%,0.22%,79.75%,100.00%,5,0,2.20%,0.00%,"₹54,235.00",₹0.00,5,0
B0D854LDQM,B0D854LDQM,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax4182, Band Color:Gray",403,16,0.19%,0.40%,525,24,0.18%,0.43%,98.93%,100.00%,5,1,1.24%,6.25%,"₹79,975.00","₹15,995.00",5,1
B0DKJJDZSF,B0DKJJDZSF,Armani Exchange Analog Gray Dial Men's Watch-AX2462,386,9,0.18%,0.23%,511,17,0.18%,0.31%,76.11%,60.00%,5,0,1.30%,0.00%,"₹49,990.00",₹0.00,5,0
B0DSBQCZTK,B0DSBQCZTK,Armani Exchange Men Analogue Black Band Black Quartz Stainless Steel Watch AX2463,"1,815",37,0.86%,0.94%,"2,474",66,0.87%,1.20%,95.73%,89.29%,5,0,0.28%,0.00%,"₹1,19,955.00",₹0.00,5,0
B0DSBSD26P,B0DSBSD26P,Fossil Chronograph Men Neutra Grey Quartz Stainless Steel Blue Dial Watch FS6111,944,17,0.45%,0.43%,"1,293",34,0.45%,0.62%,91.67%,100.00%,5,0,0.53%,0.00%,"₹72,471.00",₹0.00,5,0
B00AFTT8KE,B00AFTT8KE,"Fossil Analog Silver Dial Women's Watch - ES3284 Stainless Steel, Gold Strap",384,7,0.18%,0.18%,574,9,0.20%,0.16%,99.61%,100.00%,4,0,1.04%,0.00%,"₹51,976.00",₹0.00,4,0
B0846Q1JT5,B0846Q1JT5,Armani Exchange Analog Silver Dial Women's Stainless Steel Watch-Ax5901,"1,081",10,0.51%,0.25%,"1,419",14,0.50%,0.25%,93.41%,77.78%,4,0,0.37%,0.00%,"₹61,980.00",₹0.00,4,0
B0BFXL8ZP9,B0BFXL8ZP9,"Fossil Neutra Analog Green Dial Men's Watch-FS5963 Genuine Leather, Brown Strap","1,064",21,0.50%,0.53%,"1,409",36,0.49%,0.65%,91.37%,94.44%,4,0,0.38%,0.00%,"₹51,980.00",₹0.00,4,0
B0CZ8ZKPJ9,B0CZ8ZKPJ9,Fossil Analog Women Blue Dive Black Dial Multi-Colour Quartz Stainless Steel Watch ES5349,615,13,0.29%,0.33%,830,14,0.29%,0.25%,96.69%,100.00%,4,0,0.65%,0.00%,"₹41,587.00",₹0.00,4,0
B0D9369MTM,B0D9369MTM,Fossil Harlow Brown Watch ES5364,"1,399",15,0.66%,0.38%,"1,671",18,0.59%,0.33%,96.11%,100.00%,4,1,0.29%,6.67%,"₹47,960.00","₹11,990.00",4,1
B0058XWUHA,B0058XWUHA,Michael Kors Parker Analog White Dial Gold Band Women's Stainless Steel Watch-MK5491,684,11,0.32%,0.28%,880,11,0.31%,0.20%,97.32%,100.00%,3,1,0.44%,9.09%,"₹68,982.00","₹22,994.00",3,1
B00Z52HG6O,B00Z52HG6O,Michael Kors Slim Runway Analog Rose Gold Dial Women's Watch-MK3197,259,4,0.12%,0.10%,382,4,0.13%,0.07%,100.00%,100.00%,3,0,1.16%,0.00%,"₹29,991.00",₹0.00,3,0
B07N6KCJM4,B07N6KCJM4,Saregama Carvaan Mini 2.0 Telugu- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),777,19,0.37%,0.48%,"1,089",25,0.38%,0.45%,14.90%,20.00%,3,0,0.39%,0.00%,"₹7,470.00",₹0.00,3,0
B07RZ1R1HJ,B07RZ1R1HJ,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",756,19,0.36%,0.48%,"1,027",35,0.36%,0.63%,98.39%,93.75%,3,0,0.40%,0.00%,"₹38,982.00",₹0.00,3,0
B09SHQSHBF,B09SHQSHBF,"Fossil Bronson Analog Black Dial Men's Watch-ME3218 Stainless Steel, Grey Strap","1,708",40,0.81%,1.01%,"2,088",47,0.73%,0.85%,94.54%,95.65%,3,0,0.18%,0.00%,"₹55,187.00",₹0.00,3,0
B0CJ6ZHK1S,B0CJ6ZHK1S,"Fossil Stainless Steel Analog Brown Dial Women's Watch-Es5323, Band Color:Rose Gold",426,5,0.20%,0.13%,529,7,0.19%,0.13%,93.92%,100.00%,3,0,0.70%,0.00%,"₹47,982.00",₹0.00,3,0
B0CRCWV9DV,B0CRCWV9DV,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6048, Green Dial, Silver Band","1,026",17,0.49%,0.43%,"1,373",24,0.48%,0.43%,81.74%,90.91%,3,0,0.29%,0.00%,"₹47,982.00",₹0.00,3,0
B0D955H882,B0D955H882,Michael Kors Analog Men Alek Black Watch MK9185,325,8,0.15%,0.20%,508,8,0.18%,0.14%,99.78%,100.00%,3,0,0.92%,0.00%,"₹43,691.00",₹0.00,3,0
B0D9574DPS,B0D9574DPS,Fossil Neutra Gold Watch ES5358,160,5,0.08%,0.13%,222,6,0.08%,0.11%,47.06%,100.00%,3,0,1.88%,0.00%,"₹40,473.00",₹0.00,3,0
B0DJ2W8W79,B0DJ2W8W79,Michael Kors Sage Silver Watch MK9191,417,17,0.20%,0.43%,543,22,0.19%,0.40%,97.57%,100.00%,3,0,0.72%,0.00%,"₹61,485.00",₹0.00,3,0
B0DKJH623H,B0DKJH623H,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2461,"1,072",27,0.51%,0.68%,"1,546",38,0.54%,0.69%,45.47%,56.25%,3,0,0.28%,0.00%,"₹32,391.00",₹0.00,3,0
B0DP5KBJ7H,B0DP5KBJ7H,Michael Kors Panorama Gold Quartz Stainless Steel Watch MK9195,399,10,0.19%,0.25%,565,12,0.20%,0.22%,89.34%,100.00%,3,0,0.75%,0.00%,"₹34,494.00",₹0.00,3,0
B0DSBSGK17,B0DSBSGK17,Fossil Men Everett Multicolor Quartz Stainless Steel Green Dial Analog Watch FS6106,"1,677",46,0.79%,1.16%,"2,310",74,0.81%,1.34%,79.34%,100.00%,3,0,0.18%,0.00%,"₹47,985.00",₹0.00,3,0
B0FFJ4N8BK,B0FFJ4N8BK,Emporio Armani Multicolor Quartz Stainless Steel Watch AR11692,214,6,0.10%,0.15%,370,14,0.13%,0.25%,92.72%,100.00%,3,0,1.40%,0.00%,"₹59,985.00",₹0.00,3,0
B07GZHQFYR,B07GZHQFYR,Saregama Carvaan Mini Hindi 2.0- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),"2,961",56,1.40%,1.42%,"3,954",88,1.39%,1.59%,0.93%,4.44%,2,0,0.07%,0.00%,"₹4,980.00",₹0.00,2,0
B07RMH1F26,B07RMH1F26,Saregama Carvaan Mini 2.0 Kannada- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),230,5,0.11%,0.13%,323,5,0.11%,0.09%,9.47%,0.00%,2,0,0.87%,0.00%,"₹4,980.00",₹0.00,2,0
B07T1X96CL,B07T1X96CL,"Diesel Leather Analog Multicolor Dial Men's Watch-Dz4667, Band Color -Black",129,2,0.06%,0.05%,205,2,0.07%,0.04%,46.29%,100.00%,2,0,1.55%,0.00%,"₹30,094.00",₹0.00,2,0
B09GYQ4RS7,B09GYQ4RS7,Fossil Everett Analog Gray Dial Men's Stainless Steel Watch-Me3206,"2,324",58,1.10%,1.47%,"3,076",82,1.08%,1.49%,63.73%,55.56%,2,0,0.09%,0.00%,"₹43,988.00",₹0.00,2,0
B09NC2NFR9,B09NC2NFR9,"Fossil Machine Analog Black Dial Men's Watch-FS5901 Genuine Leather, Brown Strap",206,6,0.10%,0.15%,296,8,0.10%,0.14%,73.15%,100.00%,2,0,0.97%,0.00%,"₹23,990.00",₹0.00,2,0
B0CCHGLV6Y,B0CCHGLV6Y,Skagen Analog White Dial Women's Watch-SKW3101,43,1,0.02%,0.03%,78,1,0.03%,0.02%,93.22%,100.00%,2,0,4.65%,0.00%,"₹13,496.00",₹0.00,2,0
B0CCHNK41V,B0CCHNK41V,Skagen Analog Gray Dial Men's Watch-SKW6891,413,19,0.20%,0.48%,503,23,0.18%,0.42%,99.38%,100.00%,2,0,0.48%,0.00%,"₹13,496.00",₹0.00,2,0
B0CF5XZR93,B0CF5XZR93,Fossil Analog Black Dial Men's Watch-Fs6032 - Stainless Steel,582,6,0.28%,0.15%,755,6,0.26%,0.11%,83.54%,100.00%,2,0,0.34%,0.00%,"₹26,988.00",₹0.00,2,0
B0CHXTNMNX,B0CHXTNMNX,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax7151Set, Band Color:Gold",439,9,0.21%,0.23%,606,10,0.21%,0.18%,96.37%,100.00%,2,2,0.46%,22.22%,"₹39,990.00","₹39,990.00",2,2
B0CJ6ZW8F6,B0CJ6ZW8F6,"Fossil Watch Ring Gold dial ES5319 for Women, Analog, Stainless Steel, Gold Strap",383,3,0.18%,0.08%,498,4,0.17%,0.07%,79.95%,100.00%,2,0,0.52%,0.00%,"₹23,988.00",₹0.00,2,0
B0CRD2CVZL,B0CRD2CVZL,Fossil Analog Women Gold Gold Scarlette Quartz Stainless Steel Watch ES5338,189,3,0.09%,0.08%,254,4,0.09%,0.07%,88.60%,100.00%,2,0,1.06%,0.00%,"₹23,988.00",₹0.00,2,0
B0DC64BD5R,B0DC64BD5R,Fossil Sport Tourer Black Quartz Leather Watch FS6086,"1,032",20,0.49%,0.51%,"1,420",27,0.50%,0.49%,90.41%,100.00%,2,0,0.19%,0.00%,"₹18,844.00",₹0.00,2,0
B0DC674ZNR,B0DC674ZNR,Fossil Sport Tourer Black Quartz Silicone Watch FS6087,778,10,0.37%,0.25%,"1,103",13,0.39%,0.24%,83.30%,100.00%,3,2,0.39%,20.00%,"₹26,091.00","₹17,394.00",2,1
B0DCGHVN81,B0DCGHVN81,NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagless| Deep Cleaning for Sofa Bed Window & more|VC-01,261,1,0.12%,0.03%,379,1,0.13%,0.02%,28.74%,100.00%,2,0,0.77%,0.00%,"₹3,898.00",₹0.00,2,0
B0DJ2XCDJ1,B0DJ2XCDJ1,Emporio Armani Women's Stainless Steel Analog Green Dial Watch-AR11639,436,10,0.21%,0.25%,563,10,0.20%,0.18%,99.62%,100.00%,2,0,0.46%,0.00%,"₹48,990.00",₹0.00,2,0
B0DJ2XNSD2,B0DJ2XNSD2,Fossil Men's Townsman Brown Analog Automatic Leather Watch ME3266,"1,155",20,0.55%,0.51%,"1,458",40,0.51%,0.72%,73.85%,91.67%,3,0,0.26%,0.00%,"₹58,485.00",₹0.00,2,0
B0DKJQDKPD,B0DKJQDKPD,Armani Exchange Analog Black Dial Men's Watch-AX1964,95,7,0.04%,0.18%,137,7,0.05%,0.13%,100.00%,100.00%,2,0,2.11%,0.00%,"₹20,994.00",₹0.00,2,0
B0DSBPRB2W,B0DSBPRB2W,Armani Exchange Silver Quartz Stainless Steel Watch AX7166SET,22,0,0.01%,0.00%,34,0,0.01%,0.00%,96.97%,0.00%,2,0,9.09%,0.00%,"₹29,392.00",₹0.00,2,0
B0DSBR61QS,B0DSBR61QS,Michael Kors Gramercy Gold Quartz Stainless Steel Watch MK7527,147,4,0.07%,0.10%,201,5,0.07%,0.09%,96.11%,100.00%,2,0,1.36%,0.00%,"₹20,496.00",₹0.00,2,0
B0DSBR8G7Y,B0DSBR8G7Y,Armani Exchange Multicolor Quartz Stainless Steel Watch AX5176,120,3,0.06%,0.08%,173,3,0.06%,0.05%,100.00%,100.00%,2,0,1.67%,0.00%,"₹28,988.00",₹0.00,2,0
B0DT2Q1R2H,B0DT2Q1R2H,Emporio Armani Black Quartz Leather Watch AR11666,"1,719",19,0.81%,0.48%,"2,176",21,0.76%,0.38%,82.08%,77.78%,2,0,0.12%,0.00%,"₹31,990.00",₹0.00,2,0
B0DT2Y9HRM,B0DT2Y9HRM,Emporio Armani Black Quartz Leather Watch AR11677,295,4,0.14%,0.10%,402,4,0.14%,0.07%,93.27%,100.00%,2,0,0.68%,0.00%,"₹34,293.00",₹0.00,2,0
B0F29SZCVF,B0F29SZCVF,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",73,4,0.03%,0.10%,118,4,0.04%,0.07%,98.11%,100.00%,2,0,2.74%,0.00%,"₹3,188.00",₹0.00,2,0
B0FCVLB3FG,B0FCVLB3FG,Fossil Gilmore Rose Gold Quartz Stainless Steel Watch ES5420,65,1,0.03%,0.03%,85,3,0.03%,0.05%,62.03%,100.00%,2,1,3.08%,100.00%,"₹23,990.00","₹11,995.00",2,1
B0FRVBBDM9,B0FRVBBDM9,Armani Exchange Black Watch AX4621,433,15,0.20%,0.38%,611,24,0.21%,0.43%,88.85%,100.00%,2,0,0.46%,0.00%,"₹26,990.00",₹0.00,2,0
B0FTK1RVG8,B0FTK1RVG8,Fossil Crosby Brown Quartz Leather Watch FS6150,385,14,0.18%,0.35%,550,16,0.19%,0.29%,94.99%,100.00%,2,0,0.52%,0.00%,"₹23,990.00",₹0.00,2,0
B0FTK7KQ1P,B0FTK7KQ1P,Fossil Machine Silver Quartz Stainless Steel Watch FS6144,97,1,0.05%,0.03%,133,1,0.05%,0.02%,94.31%,0.00%,2,1,2.06%,100.00%,"₹30,990.00","₹15,495.00",2,1
B0FTMM455Z,B0FTMM455Z,Fossil Raquel Gold Quartz Stainless Steel Watch ES5452,"1,076",26,0.51%,0.66%,"1,508",41,0.53%,0.74%,78.14%,100.00%,2,0,0.19%,0.00%,"₹26,990.00",₹0.00,2,0
B0FTMMNCK7,B0FTMMNCK7,Fossil Sloan Gold Quartz Stainless Steel Watch ES5444,253,6,0.12%,0.15%,381,15,0.13%,0.27%,68.44%,100.00%,2,0,0.79%,0.00%,"₹31,990.00",₹0.00,2,0
B002LZUAFM,B002LZUAFM,Emporio Armani Mens Chronograph Stainless Steel Watch (Black_Free Size),"1,597",23,0.76%,0.58%,"2,243",30,0.79%,0.54%,50.46%,41.18%,1,0,0.06%,0.00%,"₹26,995.00",₹0.00,1,0
B00944CXEY,B00944CXEY,Michael Kors Darci Analog Silver Dial Women's Watch - MK3190,237,4,0.11%,0.10%,295,4,0.10%,0.07%,90.07%,100.00%,1,0,0.42%,0.00%,"₹16,396.00",₹0.00,1,0
B00PW3J8LM,B00PW3J8LM,"Fossil Men Leather Townsman Analog Black Dial Watch -Me3061, Band Color-Brown",326,5,0.15%,0.13%,421,14,0.15%,0.25%,96.70%,0.00%,1,0,0.31%,0.00%,"₹19,494.00",₹0.00,1,0
B01GZZZ328,B01GZZZ328,Emporio Armani Luigi Analog White Dial Men's Watch - AR2502,171,1,0.08%,0.03%,206,1,0.07%,0.02%,96.81%,0.00%,1,0,0.58%,0.00%,"₹14,495.00",₹0.00,1,0
B01ISNU3X4,B01ISNU3X4,"TONOR Dynamic Karaoke Microphone for Singing with 4.5m XLR Cable, Metal Handheld Mic Compatible with Karaoke Machine/Speaker/Amp/Mixer for Karaoke Singing, Speech, Wedding, Stage and Outdoor Activity",341,10,0.16%,0.25%,462,15,0.16%,0.27%,0.24%,0.00%,1,0,0.29%,0.00%,"₹1,852.00",₹0.00,1,0
B075YP6Y69,B075YP6Y69,"Saregama Carvaan Hindi - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX (Oak Wood Brown)",308,6,0.15%,0.15%,362,9,0.13%,0.16%,10.36%,0.00%,1,0,0.32%,0.00%,"₹6,990.00",₹0.00,1,0
B0769YW2KN,B0769YW2KN,"Fossil Analog Black Dial Men's Watch - ME3154, Brown, Free Size","1,104",24,0.52%,0.61%,"1,431",27,0.50%,0.49%,75.92%,83.33%,1,0,0.09%,0.00%,"₹19,994.00",₹0.00,1,0
B077SN2LNP,B077SN2LNP,Michael Kors Lexington Analog Black Dial Men's Watch-MK8603,146,3,0.07%,0.08%,208,3,0.07%,0.05%,98.33%,100.00%,1,0,0.68%,0.00%,"₹24,494.00",₹0.00,1,0
B07CJX9R4D,B07CJX9R4D,"Saregama Carvaan Hindi - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX (Cherrywood Red)","1,697",34,0.80%,0.86%,"2,243",44,0.79%,0.80%,16.32%,26.47%,1,0,0.06%,0.00%,"₹7,390.00",₹0.00,1,0
B07G19RBCD,B07G19RBCD,"Saregama Carvaan Bengali - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX (Cherrywood Red)",98,2,0.05%,0.05%,121,3,0.04%,0.05%,50.89%,0.00%,1,0,1.02%,0.00%,"₹6,990.00",₹0.00,1,0
B07LDJJ4JP,B07LDJJ4JP,Saregama Carvaan Mini 2.0 Tamil- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),473,6,0.22%,0.15%,612,6,0.21%,0.11%,6.37%,0.00%,1,0,0.21%,0.00%,"₹2,490.00",₹0.00,1,0
B07MFZ6S2Q,B07MFZ6S2Q,Fossil Neutra Analog Black Dial and Band Men's Stainless Steel Watch-FS5525,586,6,0.28%,0.15%,773,12,0.27%,0.22%,87.97%,100.00%,1,0,0.17%,0.00%,"₹14,494.00",₹0.00,1,0
B07QW9DDGB,B07QW9DDGB,Michael Kors Maci Blue Watch MK2833,13,0,0.01%,0.00%,27,0,0.01%,0.00%,77.27%,0.00%,1,0,7.69%,0.00%,"₹14,495.00",₹0.00,1,0
B07RMH1BMS,B07RMH1BMS,Saregama SCM02 Carvaan Mini Malayalam Bluetooth Speaker (Sunset Red),236,3,0.11%,0.08%,335,4,0.12%,0.07%,12.96%,100.00%,1,0,0.42%,0.00%,"₹2,490.00",₹0.00,1,0
B07SRVV8V4,B07SRVV8V4,"Fossil Gen 5 Carlyle Stainless Steel Touchscreen Men's Smartwatch with Speaker, Heart Rate, GPS and Smartphone Notifications - FTW4024",251,11,0.12%,0.28%,308,17,0.11%,0.31%,79.86%,40.00%,1,0,0.40%,0.00%,"₹22,995.00",₹0.00,1,0
B07T1X89FZ,B07T1X89FZ,"Diesel Stainless Steel Analog Silver Dial Men's Watch-Dz2215, Band Color:Green",42,0,0.02%,0.00%,68,0,0.02%,0.00%,80.00%,0.00%,1,0,2.38%,0.00%,"₹21,494.00",₹0.00,1,0
B082SY45TV,B082SY45TV,Saregama Carvaan Mini 2.0 Tamil - Music Player with Bluetooth/FM/AM/AUX (Moonlight Black),110,1,0.05%,0.03%,169,1,0.06%,0.02%,10.14%,0.00%,1,0,0.91%,0.00%,"₹2,490.00",₹0.00,1,0
B084CG2ZVZ,B084CG2ZVZ,Fossil Neutra Chrono Grey Quartz Stainless Steel Watch FS5699,310,7,0.15%,0.18%,396,7,0.14%,0.13%,96.75%,100.00%,1,0,0.32%,0.00%,"₹14,494.00",₹0.00,1,0
B08LNJ6Z9H,B08LNJ6Z9H,"PreSonus Revelator USB-C Microphone for podcasting, live streaming, with built-in voice effects plus loopback mixer for gaming, casting, and recording interviews over Skype, Zoom, Discord",10,0,0.00%,0.00%,12,0,0.00%,0.00%,83.33%,0.00%,1,0,10.00%,0.00%,"₹10,990.00",₹0.00,1,0
B08R6P2518,B08R6P2518,Fossil Men Leather Everett Black Card Case Ml4398001,383,4,0.18%,0.10%,470,5,0.16%,0.09%,85.52%,100.00%,1,0,0.26%,0.00%,"₹1,495.00",₹0.00,1,0
B0B4G7VWXD,B0B4G7VWXD,"Audio Array AA-04 Metal Spider Shock Mount for Condenser Microphone | Anti Vibration, Suspension, Isolation | 4 Size Bottom Screws & Extra Replacement Elastic Bands | Recommended For Rode, Samson, etc",211,5,0.10%,0.13%,333,14,0.12%,0.25%,9.56%,0.00%,1,0,0.47%,0.00%,"₹1,699.00",₹0.00,1,0
B0BS4BHNVN,B0BS4BHNVN,Michael Kors Harlowe Analog Rose Gold Dial Women's Stainless Steel Watch-Mk4710,295,7,0.14%,0.18%,393,8,0.14%,0.14%,96.63%,100.00%,1,0,0.34%,0.00%,"₹24,494.00",₹0.00,1,0
B0C77PPS9S,B0C77PPS9S,Fossil Analog White Dial Women's Watch-Es5310 - Leather,985,4,0.47%,0.10%,"1,228",4,0.43%,0.07%,95.85%,100.00%,1,0,0.10%,0.00%,"₹11,994.00",₹0.00,1,0
