(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0FCVLFLGF,B0FCVLFLGF,Fossil Gilmore Silver Quartz Stainless Steel Watch ES5419,78,0,0.05%,0.00%,133,0,0.06%,0.00%,53.51%,0.00%,1,0,1.28%,0.00%,"₹8,397.00",₹0.00,1,0
B0FFD4KBM7,B0FFD4KBM7,Armani Exchange Blue Quartz Stainless Steel Watch AX5730,86,4,0.05%,0.12%,105,5,0.05%,0.11%,87.63%,100.00%,1,0,1.16%,0.00%,"₹9,996.00",₹0.00,1,0
B0FFDSN4S1,B0FFDSN4S1,Armani Exchange Multicolor Quartz Stainless Steel Watch AX2821,47,8,0.03%,0.24%,88,20,0.04%,0.43%,81.43%,93.33%,1,1,2.13%,12.50%,"₹17,995.00","₹17,995.00",1,1
B0FFJ6T8YY,B0FFJ6T8YY,Emporio Armani Silver Quartz Stainless Steel Watch AR11688,48,2,0.03%,0.06%,77,4,0.03%,0.09%,68.33%,100.00%,1,0,2.08%,0.00%,"₹19,995.00",₹0.00,1,0
B0FJ2RND61,B0FJ2RND61,Fossil Townsman Brown Automatic Leather Watch ME3270,"1,545",56,0.92%,1.68%,"1,926",82,0.85%,1.76%,86.03%,95.56%,1,0,0.06%,0.00%,"₹19,994.00",₹0.00,1,0
B0FK1995CB,B0FK1995CB,Michael Kors Bryant Brown Quartz Stainless Steel Watch MK7559,105,1,0.06%,0.03%,131,2,0.06%,0.04%,79.67%,0.00%,1,0,0.95%,0.00%,"₹24,494.00",₹0.00,1,0
B0FRVBBDM9,B0FRVBBDM9,Armani Exchange Black Watch AX4621,349,13,0.21%,0.39%,499,15,0.22%,0.32%,82.01%,85.71%,1,0,0.29%,0.00%,"₹13,495.00",₹0.00,1,0
B0FTK1RVG8,B0FTK1RVG8,Fossil Crosby Brown Quartz Leather Watch FS6150,387,7,0.23%,0.21%,489,7,0.22%,0.15%,88.49%,100.00%,1,0,0.26%,0.00%,"₹11,995.00",₹0.00,1,0
B0FTL6PH2Z,B0FTL6PH2Z,Fossil Machine Black Quartz Silicone Watch FS6145SET,528,11,0.31%,0.33%,655,12,0.29%,0.26%,61.16%,71.43%,1,0,0.19%,0.00%,"₹15,995.00",₹0.00,1,0
B0FTML3VHG,B0FTML3VHG,Fossil Harlow Gold Quartz Stainless Steel Watch ES5451,273,8,0.16%,0.24%,372,9,0.16%,0.19%,66.67%,50.00%,1,0,0.37%,0.00%,"₹13,495.00",₹0.00,1,0
B0FTMMHDNH,B0FTMMHDNH,Michael Kors Parker Multicolor Quartz Stainless Steel Watch MKO1224,95,1,0.06%,0.03%,126,1,0.06%,0.02%,100.00%,0.00%,1,0,1.05%,0.00%,"₹24,495.00",₹0.00,1,0
B001J1772I,B001J1772I,Diesel Mega Chief Analog Grey Over sized dial Men's Watch - DZ1206,356,3,0.21%,0.09%,442,3,0.20%,0.06%,93.95%,50.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B002LZUAFM,B002LZUAFM,Emporio Armani Mens Chronograph Stainless Steel Watch (Black_Free Size),664,4,0.40%,0.12%,887,5,0.39%,0.11%,75.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B00786VY22,B00786VY22,Armani Exchange Mens Hampton Leather Analogue Watch - AX2101 (Black_Free Size),91,1,0.05%,0.03%,98,1,0.04%,0.02%,8.60%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B00944CXEY,B00944CXEY,Michael Kors Darci Analog Silver Dial Women's Watch - MK3190,208,4,0.12%,0.12%,284,6,0.13%,0.13%,76.19%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B00AFTT8KE,B00AFTT8KE,"Fossil Analog Silver Dial Women's Watch - ES3284 Stainless Steel, Gold Strap",505,10,0.30%,0.30%,678,18,0.30%,0.39%,98.18%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B00PW3J8LM,B00PW3J8LM,"Fossil Men Leather Townsman Analog Black Dial Watch -Me3061, Band Color-Brown",343,7,0.20%,0.21%,461,8,0.20%,0.17%,78.80%,66.67%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B00Z52HG6O,B00Z52HG6O,Michael Kors Slim Runway Analog Rose Gold Dial Women's Watch-MK3197,345,4,0.21%,0.12%,455,4,0.20%,0.09%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B01487C7CO,B01487C7CO,Fossil Analog Brown Dial Men's Leather Band Watch - ME3098,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B01GZZYSRO,B01GZZYSRO,Emporio Armani Analog Blue Dial Men's Watch-Ar1979 - Stainless Steel,305,7,0.18%,0.21%,429,8,0.19%,0.17%,93.10%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B01GZZZ328,B01GZZZ328,Emporio Armani Luigi Analog White Dial Men's Watch - AR2502,146,1,0.09%,0.03%,184,1,0.08%,0.02%,75.14%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B01MTYS3BW,B01MTYS3BW,Diesel Analog Stainless Steel Black Dial and Band (Big dial) Men's Watch-DZ7395,"3,093",81,1.84%,2.43%,"3,948",99,1.75%,2.13%,0.26%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B077SMJP9Z,B077SMJP9Z,"Skagen Stainless Steel Analog White Dial Women Watch - Skw2694, Rose Gold Band",624,2,0.37%,0.06%,775,2,0.34%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07MM5MH6F,B07MM5MH6F,"Fossil Watch, Black, Free Size, (FS5512)",969,20,0.58%,0.60%,"1,253",31,0.55%,0.67%,97.71%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07QHNNN21,B07QHNNN21,"Saregama Carvaan Punjabi - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX (Porcelain White)",38,0,0.02%,0.00%,43,0,0.02%,0.00%,55.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07QSK7DHR,B07QSK7DHR,Michael Kors Analog Gold Dial Women's Watch-MK4339,41,0,0.02%,0.00%,57,0,0.03%,0.00%,67.39%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07QW9DDGB,B07QW9DDGB,Michael Kors Maci Blue Watch MK2833,17,0,0.01%,0.00%,21,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07SZSVT1F,B07SZSVT1F,"Diesel Stainless Steel Analog Silver Dial Men's Watch-Dz2213, Band Color:Black",47,1,0.03%,0.03%,60,2,0.03%,0.04%,96.43%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T1X89FZ,B07T1X89FZ,"Diesel Stainless Steel Analog Silver Dial Men's Watch-Dz2215, Band Color:Green",23,1,0.01%,0.03%,26,1,0.01%,0.02%,54.17%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T1X8TKH,B07T1X8TKH,"Diesel Stainless Steel Analog White Dial Men's Watch-Dz2214, Band Color:Gold",14,0,0.01%,0.00%,15,0,0.01%,0.00%,92.86%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T1X96CL,B07T1X96CL,"Diesel Leather Analog Multicolor Dial Men's Watch-Dz4667, Band Color -Black",163,0,0.10%,0.00%,235,0,0.10%,0.00%,64.42%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T2XY7V5,B07T2XY7V5,Diesel Spiked Black Quartz Leather Watch DZ4671,10,1,0.01%,0.03%,10,1,0.00%,0.02%,80.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T2XYHYD,B07T2XYHYD,Diesel D-Era White Quartz Leather Watch DZ5613,9,0,0.01%,0.00%,11,0,0.00%,0.00%,88.89%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T3ZLNM3,B07T3ZLNM3,"Diesel Leather Analog Silver Dial Men's Watch-Dz4665, Band Color -Brown","1,576",24,0.94%,0.72%,"1,836",28,0.81%,0.60%,64.13%,66.67%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T3ZPD9X,B07T3ZPD9X,Diesel D-Era Black Quartz Leather Watch DZ5612,16,0,0.01%,0.00%,19,0,0.01%,0.00%,62.50%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T53T1KV,B07T53T1KV,Diesel Mr. Daddy Slim Grey Quartz Stainless Steel Watch DZ7487,280,5,0.17%,0.15%,359,5,0.16%,0.11%,81.39%,75.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T62VK1C,B07T62VK1C,"Diesel Stainless Steel Analog White Dial Men's Watch-Dz2212, Band Color:Silver",86,3,0.05%,0.09%,108,3,0.05%,0.06%,88.66%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T62XNWY,B07T62XNWY,Diesel D-Era Silver Quartz Stainless Steel Watch DZ5609,10,0,0.01%,0.00%,12,0,0.01%,0.00%,90.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T63MQ9G,B07T63MQ9G,"Diesel Leather Analog Black Dial Men's Watch-Dz2210Set, Band Color -Black",7,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T63ZJTR,B07T63ZJTR,"Diesel Stainless Steel Analog Yellow Dial Men's Watch-Dz4662, Band Color -Gold",112,2,0.07%,0.06%,140,2,0.06%,0.04%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T64HT6R,B07T64HT6R,Diesel D-Era Gold Quartz Stainless Steel Watch DZ5611,46,0,0.03%,0.00%,52,0,0.02%,0.00%,69.39%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07T655VD8,B07T655VD8,"Diesel Stainless Steel Analog Gold Dial Men Watch-Dz4659, Gold Band",4,0,0.00%,0.00%,4,0,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B07WLWN2ZT,B07WLWN2ZT,"TONOR USB Gaming Microphone, Computer Condenser PC Mic with Tripod Stand & Pop for Streaming, Podcasting, Vocal Recording, Compatible with iMac PC Laptop Desktop Windows Computer, TC-777",330,5,0.20%,0.15%,460,12,0.20%,0.26%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0846PC77Q,B0846PC77Q,Armani Exchange Analogue Men's Watch (Black Dial Black Colored Strap),237,3,0.14%,0.09%,306,3,0.14%,0.06%,88.97%,66.67%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B084CG2ZVZ,B084CG2ZVZ,Fossil Neutra Chrono Grey Quartz Stainless Steel Watch FS5699,238,6,0.14%,0.18%,332,7,0.15%,0.15%,92.54%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B085YFCGNF,B085YFCGNF,Saregama Carvaan Mini 2.0 Marathi (Sadabahar Gaani) - Music Player with Bluetooth/FM/AM/AUX (Sunset Red),564,12,0.34%,0.36%,791,15,0.35%,0.32%,12.64%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B088NYP2LX,B088NYP2LX,"MVMT Stainless Steel Caviar Analog Black Dial Men Watch-28000052-D, Black Band",2,0,0.00%,0.00%,2,0,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B088NZCC28,B088NZCC28,MVMT Caviar Quartz Black Round Dial Men's Watch - 28000053-D,2,0,0.00%,0.00%,2,0,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B08BCLYN66,B08BCLYN66,Armani Exchange Gold Quartz Stainless Steel Watch AX5734,100,0,0.06%,0.00%,144,0,0.06%,0.00%,98.31%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B08CVP2HXP,B08CVP2HXP,"TONOR USB Microphone, Condenser Computer PC Mic with Tripod Stand, Metal,Pop Filter, Shock Mount for Gaming,Streaming,Podcasting,YouTube, Voice Over,Skype, Twitch,Compatible with Laptop Desktop, TC30",356,14,0.21%,0.42%,493,20,0.22%,0.43%,5.36%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B08QTW81S9,B08QTW81S9,Fossil Everett Analog Blue Dial Men's Watch-FS5822,396,6,0.24%,0.18%,527,10,0.23%,0.21%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B08R6P2518,B08R6P2518,Fossil Men Leather Everett Black Card Case Ml4398001,511,6,0.30%,0.18%,614,7,0.27%,0.15%,59.59%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B09CSXR4TR,B09CSXR4TR,Armani Exchange A?X Analog Black Dial Women's Stainless Steel Watch-Ax5911,220,1,0.13%,0.03%,297,1,0.13%,0.02%,93.31%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B09GYMBKMQ,B09GYMBKMQ,Armani Exchange Black Watch AX2429,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B09NC2NFR9,B09NC2NFR9,"Fossil Machine Analog Black Dial Men's Watch-FS5901 Genuine Leather, Brown Strap",159,4,0.09%,0.12%,227,4,0.10%,0.09%,52.85%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0B4G7VWXD,B0B4G7VWXD,"Audio Array AA-04 Metal Spider Shock Mount for Condenser Microphone | Anti Vibration, Suspension, Isolation | 4 Size Bottom Screws & Extra Replacement Elastic Bands | Recommended For Rode, Samson, etc",216,4,0.13%,0.12%,332,5,0.15%,0.11%,0.34%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0B75LLWV6,B0B75LLWV6,Emporio Armani Analog White Dial Women's Watch-AR11484,33,2,0.02%,0.06%,37,2,0.02%,0.04%,91.18%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0BFZL8NN2,B0BFZL8NN2,Emporio Armani Analog Mother of Pearl Dial Women's Watch-AR11499,17,0,0.01%,0.00%,20,0,0.01%,0.00%,95.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0BFZRGPJ6,B0BFZRGPJ6,Emporio Armani Analog Green Dial Men's Watch-AR11500,742,16,0.44%,0.48%,935,18,0.41%,0.39%,98.82%,90.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0BQ34TRDX,B0BQ34TRDX,Fossil Raquel Analog White Dial Women's Watch-Es5271 - Stainless Steel,124,1,0.07%,0.03%,180,1,0.08%,0.02%,74.21%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0BQ35JRM3,B0BQ35JRM3,Fossil Machine Black Watch FS5971,118,2,0.07%,0.06%,150,2,0.07%,0.04%,99.29%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0BQZG6C28,B0BQZG6C28,Emporio Armani Analog White Dial Women's Watch-AR80065SET,7,1,0.00%,0.03%,8,1,0.00%,0.02%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0BR5DZQSN,B0BR5DZQSN,Diesel Spiked Analog Black Dial Men's Stainless Steel Watch-Dz4627,876,9,0.52%,0.27%,"1,024",10,0.45%,0.21%,97.10%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0BRKFP94K,B0BRKFP94K,"TONOR TD510 Dynamic Microphone, USB/XLR PC Microphone for Podcast, Recording, Live Streaming & Gaming, XLR Cardioid Studio Mic Music Voice-Over with Quick Mute, Headphone Output, Volume Control",355,8,0.21%,0.24%,540,11,0.24%,0.24%,2.39%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0BS4BFLZW,B0BS4BFLZW,Michael Kors Harlowe Analog Gold Dial Women's Watch-MK4709,83,0,0.05%,0.00%,105,0,0.05%,0.00%,89.58%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0C77Q5TQ5,B0C77Q5TQ5,Fossil Analog Gray Dial Women's Watch-Es5303 - Leather,562,9,0.33%,0.27%,688,14,0.30%,0.30%,69.64%,83.33%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0C89RHY4W,B0C89RHY4W,Fossil Analog White Dial Women's Watch-Es5306 - Stainless Steel,198,2,0.12%,0.06%,267,2,0.12%,0.04%,57.85%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CBCTFVYL,B0CBCTFVYL,Diesel Analog Multicolor Dial Men's Watch-DZ4640,9,0,0.01%,0.00%,14,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CBCWGTGR,B0CBCWGTGR,"Diesel Leather Analog Blue Dial Men Watch-Dz2189, Brown Band",49,0,0.03%,0.00%,65,0,0.03%,0.00%,86.21%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CCHHGG9B,B0CCHHGG9B,Emporio Armani Silver Watch AR11575,63,0,0.04%,0.00%,76,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CCHKHCTD,B0CCHKHCTD,Emporio Armani Analog Gray Dial Men's Ceramic Watch-Ar70010,118,5,0.07%,0.15%,152,6,0.07%,0.13%,47.83%,60.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CCHLL1ZJ,B0CCHLL1ZJ,Emporio Armani Analog Silver Dial Women's Watch-AR11568,2,0,0.00%,0.00%,2,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CCHMD6QH,B0CCHMD6QH,Emporio Armani Gun-Metal Watch AR11561,22,1,0.01%,0.03%,27,1,0.01%,0.02%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CGSQGH17,B0CGSQGH17,Skagen Analog White Dial Women's Watch-SKW3121,110,0,0.07%,0.00%,135,0,0.06%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CH4RNWJX,B0CH4RNWJX,"Audio Array AM-C43 XLR to 3.5mm Professional Condenser Microphone Kit | Boom Arm, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black)","1,293",18,0.77%,0.54%,"1,925",21,0.85%,0.45%,0.12%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CM6WH4ZT,B0CM6WH4ZT,"Audio Array AI-12 USB Bluetooth Soundcard | 1Ch Mixer interface | 2 mic inputs, 2 smartphone & PC/Mac outputs | Karaoke Recording, Mobile/PC Streaming, Live Broadcasting | Singing, Recording,Gaming",0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CM9L1QZG,B0CM9L1QZG,"Audio Array AM-W16 Solo Wireless Lapel Over Ear Mic|in-Built ANC,Plug N Play,LongBattery Life,Ultra-Low Latency,Upto 30M Range|Compatible with iPhone&Android|Vlogging,Streaming,Teaching,YouTube,Black",102,1,0.06%,0.03%,141,1,0.06%,0.02%,0.78%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CR5NKB4C,B0CR5NKB4C,"Armani Exchange Stainless Steel Analog Men's Watch-Ax1962, Dial-Color:Black, Band Color:Two-Tone",93,1,0.06%,0.03%,121,1,0.05%,0.02%,31.73%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CR5PZRNY,B0CR5PZRNY,"Emporio Armani Stainless Steel Analog Blue Dial Men's Watch-Ar11582, Band Color:Silver",106,0,0.06%,0.00%,138,0,0.06%,0.00%,96.85%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CR5RR8Z6,B0CR5RR8Z6,"Emporio Armani Stainless Steel Analog Multicolor Dial Women's Watch-Ar11596, Dial-Color:Silver, Band Color:Silver",19,0,0.01%,0.00%,25,0,0.01%,0.00%,90.91%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CR5S175Y,B0CR5S175Y,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax2454, Band Color:Grey",113,3,0.07%,0.09%,136,4,0.06%,0.09%,84.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRCTQH2C,B0CRCTQH2C,"Michael Kors Stainless Steel Analog White Dial Women's Watch-Mk4805, Band Color:Gold",23,1,0.01%,0.03%,27,1,0.01%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRCYMKY8,B0CRCYMKY8,Michael Kors Analog White Dial Silver Strap Women's Watch-Mk7474,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRCZYDY6,B0CRCZYDY6,"Michael Kors Stainless Steel Analog White Dial Women's Watch-Mk4817Set, Band Color:Two-Tone",82,3,0.05%,0.09%,101,3,0.04%,0.06%,53.76%,50.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRD3QWVJ,B0CRD3QWVJ,Fossil Carlie Analog Women Silver Quartz Stainless Steel Watch ES5331,122,5,0.07%,0.15%,146,7,0.06%,0.15%,81.40%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRD7DH79,B0CRD7DH79,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6045, Black Dial, Silver Band",186,3,0.11%,0.09%,230,3,0.10%,0.06%,65.50%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CRT23BD5,B0CRT23BD5,"Michael Kors Stainless Steel Analog Blue Dial Men's Watch-Mk9153, Band Color:Gold",34,1,0.02%,0.03%,44,1,0.02%,0.02%,97.67%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CSK4ZCQH,B0CSK4ZCQH,Michael Kors Analog White Dial Men's Metal Band Watch-MK9163,39,1,0.02%,0.03%,49,1,0.02%,0.02%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CSK63BKG,B0CSK63BKG,Michael Kors Analog Blue Dial Men's Metal Band Watch-MK9156,31,2,0.02%,0.06%,41,4,0.02%,0.09%,97.30%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CWRLQ99S,B0CWRLQ99S,"Armani Exchange Stainless Steel Analog Gray Dial Men's Watch-Ax1764, Band Color-Silver",4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CYMWQCKL,B0CYMWQCKL,"Emporio Armani Leather Analog Beige Dial Men's Watch-Ar11610, Band Color-Brown",339,2,0.20%,0.06%,437,2,0.19%,0.04%,97.19%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CYSLCRQS,B0CYSLCRQS,"NexLev Mattress, Sofa & Carpet Vacuum Cleaner | For Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification & Vacuum | HEPA captures 99.99% Dust|MR-01",0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CZ8X8CBD,B0CZ8X8CBD,Fossil Everett Silver Watch FS6056,295,6,0.18%,0.18%,349,7,0.15%,0.15%,95.02%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CZ91YKMP,B0CZ91YKMP,Fossil Blue Dive Gold Watch ES5350,74,3,0.04%,0.09%,104,5,0.05%,0.11%,56.32%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CZ93JG5X,B0CZ93JG5X,Michael Kors Emery Silver Watch MK4829,92,2,0.05%,0.06%,116,2,0.05%,0.04%,93.40%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CZ94B6QL,B0CZ94B6QL,"Michael Kors Stainless Steel Analog Multicolor Dial Women's Watch-Mk4822, Band Color-Gold",29,1,0.02%,0.03%,36,1,0.02%,0.02%,97.06%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0CZ9HTWNC,B0CZ9HTWNC,Michael Kors Sage Silver Watch MK4824,68,3,0.04%,0.09%,85,4,0.04%,0.09%,6.17%,50.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D2LJSQXZ,B0D2LJSQXZ,NexLev Steam Mop | Chemical Free Mopping | Floor Cleaning + Carpet Steaming | 4 Extra Mop Pads | 400 ML | 1300W | Floor Disinfectant | For All Floor Types | 4mtr long Cord | Wet & Dry Mopping | SM-01,405,8,0.24%,0.24%,517,8,0.23%,0.17%,0.67%,60.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D84YD59Y,B0D84YD59Y,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5725, Band Color:Gold",115,1,0.07%,0.03%,132,1,0.06%,0.02%,88.89%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D84YY632,B0D84YY632,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4180, Band Color:Gold",907,10,0.54%,0.30%,"1,179",14,0.52%,0.30%,62.01%,33.33%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D85171BL,B0D85171BL,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5724, Band Color:Silver",133,1,0.08%,0.03%,190,1,0.08%,0.02%,90.63%,0.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D854LDQM,B0D854LDQM,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax4182, Band Color:Gray",334,9,0.20%,0.27%,468,11,0.21%,0.24%,99.53%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D858SPK4,B0D858SPK4,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax7161Set, Band Color:Multicolor",36,1,0.02%,0.03%,40,1,0.02%,0.02%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D933B79H,B0D933B79H,Fossil Everett Brown Watch FS6071,185,5,0.11%,0.15%,246,7,0.11%,0.15%,56.76%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D9345QY7,B0D9345QY7,"Emporio Armani Stainless Steel Analog Green Dial Men's Watch-Ar60080, Band Color:Silver",123,2,0.07%,0.06%,152,3,0.07%,0.06%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
B0D935CGMF,B0D935CGMF,"Emporio Armani Leather Analog Multicolor Dial Men's Watch-Ar11635, Band Color:Black",82,4,0.05%,0.12%,101,6,0.04%,0.13%,100.00%,100.00%,0,0,0.00%,0.00%,₹0.00,₹0.00,0,0
