(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B00AMWDOEK,B00AMWDOEK,Fossil Grant Chronograph Beige Dial Men's Watch - FS4735,"2,755",35,1.76%,1.19%,"3,391",52,1.61%,1.26%,98.72%,95.00%,4,0,0.15%,0.00%,"₹51,980.00",₹0.00,4,0
B0C77PPS9S,B0C77PPS9S,Fossil Analog White Dial Women's Watch-Es5310 - Leather,764,0,0.49%,0.00%,966,0,0.46%,0.00%,89.33%,0.00%,4,0,0.52%,0.00%,"₹47,978.00",₹0.00,4,0
B0D2P5TGWK,B0D2P5TGWK,"nexlev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 60 Days | Travel Case | Soft Bristles |ET-01 Black",405,7,0.26%,0.24%,579,10,0.28%,0.24%,15.45%,50.00%,4,0,0.99%,0.00%,"₹1,196.00",₹0.00,4,0
B0D936GPVL,B0D936GPVL,Fossil Harlow Gold Watch ES5361,"1,690",14,1.08%,0.48%,"2,057",19,0.98%,0.46%,94.79%,100.00%,4,0,0.24%,0.00%,"₹53,980.00",₹0.00,4,0
B0DSBQCZTK,B0DSBQCZTK,Armani Exchange Men Analogue Black Band Black Quartz Stainless Steel Watch AX2463,"1,617",29,1.03%,0.99%,"2,179",44,1.04%,1.07%,99.13%,100.00%,4,0,0.25%,0.00%,"₹95,968.00",₹0.00,4,0
B0058XWUHA,B0058XWUHA,Michael Kors Parker Analog White Dial Gold Band Women's Stainless Steel Watch-MK5491,468,10,0.30%,0.34%,643,15,0.31%,0.36%,97.55%,100.00%,3,0,0.64%,0.00%,"₹68,983.00",₹0.00,3,0
B01487C7CO,B01487C7CO,Fossil Analog Brown Dial Men's Leather Band Watch - ME3098,"2,603",38,1.66%,1.30%,"3,311",56,1.57%,1.36%,96.48%,100.00%,3,0,0.12%,0.00%,"₹59,985.00",₹0.00,3,0
B06VV5QB6Q,B06VV5QB6Q,"Fossil Analog Black Dial Men's Watch-FS5308 Stainless Steel, Black Strap","1,384",26,0.88%,0.89%,"1,744",31,0.83%,0.75%,90.40%,94.74%,3,0,0.22%,0.00%,"₹28,485.00",₹0.00,3,0
B079XB5RXH,B079XB5RXH,Michael Kors Ritz Analogue Women's Watch (Rose Gold Dial Rose Gold Colored Strap),617,12,0.39%,0.41%,877,13,0.42%,0.32%,99.87%,100.00%,3,0,0.49%,0.00%,"₹73,485.00",₹0.00,3,0
B0BFXL8ZP9,B0BFXL8ZP9,"Fossil Neutra Analog Green Dial Men's Watch-FS5963 Genuine Leather, Brown Strap",679,16,0.43%,0.55%,888,20,0.42%,0.49%,99.50%,100.00%,3,0,0.44%,0.00%,"₹38,985.00",₹0.00,3,0
B0D955YGX7,B0D955YGX7,Michael Kors Analog Men Accelerator 2.0 Black Dial Gold Watch MK9177,152,3,0.10%,0.10%,204,5,0.10%,0.12%,97.84%,100.00%,3,0,1.97%,0.00%,"₹73,485.00",₹0.00,3,0
B0FFJ4N8BK,B0FFJ4N8BK,Emporio Armani Multicolor Quartz Stainless Steel Watch AR11692,293,10,0.19%,0.34%,433,14,0.21%,0.34%,87.37%,100.00%,3,0,1.02%,0.00%,"₹59,985.00",₹0.00,3,0
B07MM5MH6F,B07MM5MH6F,"Fossil Watch, Black, Free Size, (FS5512)",711,9,0.45%,0.31%,889,12,0.42%,0.29%,95.27%,100.00%,2,0,0.28%,0.00%,"₹25,990.00",₹0.00,2,0
B07RZ1R1HJ,B07RZ1R1HJ,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",648,17,0.41%,0.58%,898,33,0.43%,0.80%,90.98%,93.75%,2,0,0.31%,0.00%,"₹25,985.00",₹0.00,2,0
B0BS4BHNVN,B0BS4BHNVN,Michael Kors Harlowe Analog Rose Gold Dial Women's Stainless Steel Watch-Mk4710,191,3,0.12%,0.10%,256,4,0.12%,0.10%,97.31%,100.00%,2,0,1.05%,0.00%,"₹48,989.00",₹0.00,2,0
B0CRDG22TQ,B0CRDG22TQ,"Fossil Women Neutra Brown Quartz Leather Chronograph Watch Es5278, Dial-Color:Off-White, Band Color:Brown",493,5,0.32%,0.17%,633,8,0.30%,0.19%,98.44%,100.00%,2,1,0.41%,20.00%,"₹23,988.00","₹11,993.00",2,1
B0D2P7WLJB,B0D2P7WLJB,"NexLev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 60 Days | Travel Case | Soft Bristles |ET-02 Green",209,4,0.13%,0.14%,282,4,0.13%,0.10%,2.86%,0.00%,2,0,0.96%,0.00%,₹598.00,₹0.00,2,0
B0D9363BB2,B0D9363BB2,Emporio Armani Black Watch AR11623,85,2,0.05%,0.07%,108,2,0.05%,0.05%,82.61%,0.00%,2,0,2.35%,0.00%,"₹36,990.00",₹0.00,2,0
B0D9369MTM,B0D9369MTM,Fossil Harlow Brown Watch ES5364,"1,149",13,0.73%,0.44%,"1,393",17,0.66%,0.41%,92.27%,100.00%,2,0,0.17%,0.00%,"₹23,990.00",₹0.00,2,0
B0D955H882,B0D955H882,Michael Kors Analog Men Alek Black Watch MK9185,114,2,0.07%,0.07%,162,3,0.08%,0.07%,77.63%,100.00%,2,0,1.75%,0.00%,"₹32,194.00",₹0.00,2,0
B0D9574DPS,B0D9574DPS,Fossil Neutra Gold Watch ES5358,271,1,0.17%,0.03%,423,1,0.20%,0.02%,75.63%,0.00%,2,0,0.74%,0.00%,"₹26,990.00",₹0.00,2,0
B0DJ2VFZWN,B0DJ2VFZWN,Fossil Men's Minimalist Brown Analog Quartz Leather Watch FS6094,376,6,0.24%,0.20%,487,8,0.23%,0.19%,92.47%,100.00%,2,0,0.53%,0.00%,"₹15,990.00",₹0.00,2,0
B0DJ2W8W79,B0DJ2W8W79,Michael Kors Sage Silver Watch MK9191,278,9,0.18%,0.31%,402,11,0.19%,0.27%,71.63%,50.00%,2,0,0.72%,0.00%,"₹40,990.00",₹0.00,2,0
B0DJ2WKCPD,B0DJ2WKCPD,Fossil Women's Harlow Pink Quartz Analog Stainless Steel Watch ES5386,274,0,0.18%,0.00%,360,0,0.17%,0.00%,65.37%,0.00%,2,0,0.73%,0.00%,"₹26,990.00",₹0.00,2,0
B0DJ2XNSD2,B0DJ2XNSD2,Fossil Men's Townsman Brown Analog Automatic Leather Watch ME3266,848,15,0.54%,0.51%,"1,139",19,0.54%,0.46%,87.51%,83.33%,2,0,0.24%,0.00%,"₹38,990.00",₹0.00,2,0
B0DKJG6R31,B0DKJG6R31,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2459,133,3,0.08%,0.10%,245,3,0.12%,0.07%,65.40%,100.00%,2,0,1.50%,0.00%,"₹16,496.00",₹0.00,2,0
B0DKJH623H,B0DKJH623H,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2461,926,18,0.59%,0.61%,"1,264",25,0.60%,0.61%,98.61%,80.00%,2,0,0.22%,0.00%,"₹21,594.00",₹0.00,2,0
B0DM66B2DW,B0DM66B2DW,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",217,11,0.14%,0.38%,306,13,0.15%,0.32%,19.84%,27.27%,2,0,0.92%,0.00%,"₹1,449.00",₹0.00,2,0
B0DM6BB3VT,B0DM6BB3VT,nexlev Calf Massager | Daily Use Leg Massager for Sore Muscle |1 Piece | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-01,104,8,0.07%,0.27%,166,16,0.08%,0.39%,100.00%,100.00%,2,0,1.92%,0.00%,"₹5,998.00",₹0.00,2,0
B0DP2VVRND,B0DP2VVRND,White Mulberry |DIY| Height Adjustable Monitor Stand Mount | Supports 17-32 Inch Screens| 10 Kg Screen Load | VESA 75X75 & 100X100 | Freestanding Monitor Mount | Black - (Single Screen),541,37,0.35%,1.26%,803,60,0.38%,1.46%,1.54%,0.00%,2,0,0.37%,0.00%,"₹2,000.00",₹0.00,2,0
B0DP2Z5DQ9,B0DP2Z5DQ9,"White Mulberry 10-Step Height Adjustable Single Screen Monitor Stand for 17-32 Inch Monitor, 8 kg Load, VESA 75x75/100x100, DIY Installation (Black)",177,12,0.11%,0.41%,239,14,0.11%,0.34%,67.35%,87.50%,2,0,1.13%,0.00%,"₹5,598.00",₹0.00,2,0
B0DP5KBJ7H,B0DP5KBJ7H,Michael Kors Panorama Gold Quartz Stainless Steel Watch MK9195,139,4,0.09%,0.14%,200,8,0.10%,0.19%,97.18%,100.00%,2,0,1.44%,0.00%,"₹22,996.00",₹0.00,2,0
B0DQ8W1RBV,B0DQ8W1RBV,nexlev Ionic Volumizer|3 In 1 Hot Air Brush To Straight Dry & Volumize|1200 Watts|Reduce Frizz|Ceramic Tourmaline Coated Large Barrel|Salon Like Soft Curl At Home|3 Speed & 2 Heat Settings|V-01 RG,303,3,0.19%,0.10%,412,3,0.20%,0.07%,13.07%,100.00%,2,0,0.66%,0.00%,"₹2,998.00",₹0.00,2,0
B0DSBPT3J3,B0DSBPT3J3,Fossil Mens Everett Brown Quartz Leather Dark Brown Dial Analog Watch FS6108,146,1,0.09%,0.03%,210,1,0.10%,0.02%,86.53%,100.00%,2,0,1.37%,0.00%,"₹28,990.00",₹0.00,2,0
B0DSBQN2B9,B0DSBQN2B9,Fossil Men Everett Grey Quartz Stainless Steel Analog Watch FS6107,212,5,0.14%,0.17%,262,5,0.12%,0.12%,92.83%,100.00%,2,0,0.94%,0.00%,"₹31,990.00",₹0.00,2,0
B0DSBR61QS,B0DSBR61QS,Michael Kors Gramercy Gold Quartz Stainless Steel Watch MK7527,46,0,0.03%,0.00%,48,0,0.02%,0.00%,100.00%,0.00%,2,0,4.35%,0.00%,"₹40,990.00",₹0.00,2,0
B0DSBSD26P,B0DSBSD26P,Fossil Chronograph Men Neutra Grey Quartz Stainless Steel Blue Dial Watch FS6111,751,17,0.48%,0.58%,"1,006",18,0.48%,0.44%,93.52%,100.00%,2,0,0.27%,0.00%,"₹28,990.00",₹0.00,2,0
B0DT36621X,B0DT36621X,Emporio Armani Brown Quartz Leather Watch AR11672,66,1,0.04%,0.03%,121,1,0.06%,0.02%,95.74%,100.00%,2,0,3.03%,0.00%,"₹28,990.00",₹0.00,2,0
B0FRVZ29NP,B0FRVZ29NP,Armani Exchange Silver Watch Set AX7176SET,70,2,0.04%,0.07%,109,4,0.05%,0.10%,72.00%,0.00%,2,0,2.86%,0.00%,"₹35,990.00",₹0.00,2,0
B0FTK1RVG8,B0FTK1RVG8,Fossil Crosby Brown Quartz Leather Watch FS6150,81,2,0.05%,0.07%,124,8,0.06%,0.19%,85.71%,0.00%,2,0,2.47%,0.00%,"₹23,990.00",₹0.00,2,0
B0FTMNTYMX,B0FTMNTYMX,Fossil Crosby Blue Quartz Leather Watch FS6149,60,5,0.04%,0.17%,82,14,0.04%,0.34%,98.65%,100.00%,2,1,3.33%,20.00%,"₹23,990.00","₹11,995.00",2,1
B0FTMRC37L,B0FTMRC37L,Fossil Carlie Multicolor Quartz Stainless Steel Watch ES5438,76,2,0.05%,0.07%,116,3,0.06%,0.07%,97.09%,100.00%,2,1,2.63%,50.00%,"₹23,990.00","₹11,995.00",2,1
B00AFTTQ8I,B00AFTTQ8I,Fossil Chronograph men Grant Brown Quartz Leather Watch FS4813IE,"1,185",13,0.76%,0.44%,"1,527",14,0.73%,0.34%,99.93%,100.00%,1,0,0.08%,0.00%,"₹12,995.00",₹0.00,1,0
B00PW3J8LM,B00PW3J8LM,"Fossil Men Leather Townsman Analog Black Dial Watch -Me3061, Band Color-Brown",232,6,0.15%,0.20%,295,6,0.14%,0.15%,99.25%,100.00%,1,0,0.43%,0.00%,"₹19,495.00",₹0.00,1,0
B077SN2LNP,B077SN2LNP,Michael Kors Lexington Analog Black Dial Men's Watch-MK8603,102,2,0.07%,0.07%,130,3,0.06%,0.07%,100.00%,0.00%,1,0,0.98%,0.00%,"₹24,495.00",₹0.00,1,0
B07MFZ6S2Q,B07MFZ6S2Q,Fossil Neutra Analog Black Dial and Band Men's Stainless Steel Watch-FS5525,616,12,0.39%,0.41%,840,12,0.40%,0.29%,93.69%,100.00%,1,0,0.16%,0.00%,"₹14,494.00",₹0.00,1,0
B07RPQWF6B,B07RPQWF6B,Fossil Women Tillie Mini White Dial Rosegold Band Quartz Stainless Steel Analog Watch BQ3502,37,0,0.02%,0.00%,56,0,0.03%,0.00%,52.94%,0.00%,1,0,2.70%,0.00%,"₹7,197.00",₹0.00,1,0
B0846PC77Q,B0846PC77Q,Armani Exchange Analogue Men's Watch (Black Dial Black Colored Strap),215,5,0.14%,0.17%,266,5,0.13%,0.12%,99.20%,100.00%,1,0,0.47%,0.00%,"₹15,490.00",₹0.00,1,0
B0846Q1JT5,B0846Q1JT5,Armani Exchange Analog Silver Dial Women's Stainless Steel Watch-Ax5901,782,7,0.50%,0.24%,939,8,0.45%,0.19%,99.77%,100.00%,1,0,0.13%,0.00%,"₹15,493.00",₹0.00,1,0
B084CG2ZVZ,B084CG2ZVZ,Fossil Neutra Chrono Grey Quartz Stainless Steel Watch FS5699,218,6,0.14%,0.20%,281,6,0.13%,0.15%,94.88%,100.00%,1,0,0.46%,0.00%,"₹14,495.00",₹0.00,1,0
B08R6P2518,B08R6P2518,Fossil Men Leather Everett Black Card Case Ml4398001,362,4,0.23%,0.14%,441,6,0.21%,0.15%,92.35%,100.00%,1,0,0.28%,0.00%,"₹1,495.00",₹0.00,1,0
B09SHQSHBF,B09SHQSHBF,"Fossil Bronson Analog Black Dial Men's Watch-ME3218 Stainless Steel, Grey Strap","1,462",30,0.93%,1.02%,"1,681",33,0.80%,0.80%,98.45%,100.00%,1,0,0.07%,0.00%,"₹22,995.00",₹0.00,1,0
B0C77Q5TQ5,B0C77Q5TQ5,Fossil Analog Gray Dial Women's Watch-Es5303 - Leather,331,1,0.21%,0.03%,423,1,0.20%,0.02%,88.92%,100.00%,1,0,0.30%,0.00%,"₹11,995.00",₹0.00,1,0
B0C7WKTMFC,B0C7WKTMFC,Michael Kors Analog Black Dial Men's Stainless Steel Watch-Mk9113,91,3,0.06%,0.10%,119,5,0.06%,0.12%,99.09%,100.00%,1,1,1.10%,33.33%,"₹20,495.00","₹20,495.00",1,1
B0CFBB587Z,B0CFBB587Z,"Fossil Analog Multicolor Dial Men's Watch-ME3253 Stainless Steel, Black Strap","1,610",22,1.03%,0.75%,"2,222",29,1.06%,0.70%,91.82%,100.00%,1,0,0.06%,0.00%,"₹22,995.00",₹0.00,1,0
B0CFBCTN93,B0CFBCTN93,"Fossil Machine Brown Automatic Leather Watch Me3254 - Analog, Men","1,447",23,0.92%,0.78%,"1,805",30,0.86%,0.73%,90.11%,100.00%,1,0,0.07%,0.00%,"₹20,995.00",₹0.00,1,0
B0CJ6ZHK1S,B0CJ6ZHK1S,"Fossil Stainless Steel Analog Brown Dial Women's Watch-Es5323, Band Color:Rose Gold",310,2,0.20%,0.07%,397,6,0.19%,0.15%,88.71%,100.00%,1,0,0.32%,0.00%,"₹15,995.00",₹0.00,1,0
B0CR5JQFD5,B0CR5JQFD5,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax2761, Band Color:Black",104,0,0.07%,0.00%,150,0,0.07%,0.00%,98.50%,0.00%,1,0,0.96%,0.00%,"₹13,995.00",₹0.00,1,0
B0CR5QRNQN,B0CR5QRNQN,Emporio Armani Analog White Dial Men's Watch-AR60076,50,1,0.03%,0.03%,94,1,0.04%,0.02%,95.89%,100.00%,1,0,2.00%,0.00%,"₹19,497.00",₹0.00,1,0
B0CR5S175Y,B0CR5S175Y,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax2454, Band Color:Grey",84,2,0.05%,0.07%,105,2,0.05%,0.05%,90.53%,100.00%,1,0,1.19%,0.00%,"₹17,995.00",₹0.00,1,0
B0CRCZ8TGK,B0CRCZ8TGK,"Fossil Women Carlie Gold Quartz Stainless Steel Analogue Watch Es5329, Dial-Color:White",658,3,0.42%,0.10%,816,3,0.39%,0.07%,84.98%,0.00%,1,0,0.15%,0.00%,"₹11,995.00",₹0.00,1,0
B0CRD29D6X,B0CRD29D6X,Michael Kors Runway Rose Gold Watch MK7458,35,0,0.02%,0.00%,57,0,0.03%,0.00%,100.00%,0.00%,1,0,2.86%,0.00%,"₹12,597.00",₹0.00,1,0
B0CYN8F826,B0CYN8F826,"Armani Exchange Stainless Steel Analog Gray Dial Women's Watch-Ax5616, Band Color-Pink",27,0,0.02%,0.00%,35,0,0.02%,0.00%,91.43%,0.00%,1,0,3.70%,0.00%,"₹9,797.00",₹0.00,1,0
B0CYSLCRQS,B0CYSLCRQS,"NexLev Mattress, Sofa & Carpet Vacuum Cleaner | For Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification & Vacuum | HEPA captures 99.99% Dust|MR-01","3,788",63,2.42%,2.15%,"4,630",73,2.20%,1.77%,6.26%,12.90%,1,0,0.03%,0.00%,"₹2,949.00",₹0.00,1,0
B0CZ93JG5X,B0CZ93JG5X,Michael Kors Emery Silver Watch MK4829,102,2,0.07%,0.07%,124,2,0.06%,0.05%,99.13%,100.00%,1,0,0.98%,0.00%,"₹20,495.00",₹0.00,1,0
B0D63DTKQB,B0D63DTKQB,NexLev 2 in 1 Scalp Massager & red Light Therapy |LED Massage Comb for Hair Growth | 96 Tangle Free Silicone Kneading Nodes | Hand Like Head Massage | 120 Min Runtime | Type C | Washable Heads | HM-02,172,4,0.11%,0.14%,240,5,0.11%,0.12%,29.25%,100.00%,1,0,0.58%,0.00%,"₹1,462.00",₹0.00,1,0
B0D8572WTJ,B0D8572WTJ,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4183, Band Color:Black",239,2,0.15%,0.07%,333,3,0.16%,0.07%,98.98%,100.00%,1,0,0.42%,0.00%,"₹15,995.00",₹0.00,1,0
B0D9362N4Q,B0D9362N4Q,Fossil Harlow Silver Watch ES5363,220,6,0.14%,0.20%,297,10,0.14%,0.24%,43.68%,40.00%,1,0,0.45%,0.00%,"₹13,495.00",₹0.00,1,0
B0DCK4DR1B,B0DCK4DR1B,Nexlev Skin Lift Device | 7 Color LED | Face & Neck Skin Lifting| 3 Massage Modes| Face Sculpting Tool |Micro-currents to reduce Wrinkles| Hot Compress | Rechargeable| Type-C| 180 Min Use| Glow+ LE-04,78,1,0.05%,0.03%,117,1,0.06%,0.02%,11.34%,0.00%,1,0,1.28%,0.00%,"₹1,517.00",₹0.00,1,0
B0DFCG2VGS,B0DFCG2VGS,"Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function for Water, Milk, Egg, Soup, Noodles|KE-01",648,12,0.41%,0.41%,"1,006",38,0.48%,0.92%,4.11%,75.00%,1,0,0.15%,0.00%,"₹1,749.00",₹0.00,1,0
B0DJ2V3TH2,B0DJ2V3TH2,Fossil Men's Everett Gold Quartz Analog Stainless Steel Watch FS6090,462,8,0.30%,0.27%,601,10,0.29%,0.24%,89.36%,100.00%,1,0,0.22%,0.00%,"₹13,495.00",₹0.00,1,0
B0DJ2Y1BG6,B0DJ2Y1BG6,Fossil Women's Carlie Gold Analog Quartz Stainless Steel Watch ES5387Set,306,0,0.20%,0.00%,389,0,0.18%,0.00%,62.47%,0.00%,1,0,0.33%,0.00%,"₹15,995.00",₹0.00,1,0
B0DP32F346,B0DP32F346,White Mulberry |DIY| Woodcraft - Premium Wooden Arm | Desk Mounted Monitor arm 15-32 Inch Monitor|9Kg Screen Capacity|Spring Assisted Premium Wooden Metal Desk Mount-(Single Screen),127,11,0.08%,0.38%,193,17,0.09%,0.41%,23.49%,36.36%,1,1,0.79%,9.09%,"₹3,359.00","₹3,359.00",1,1
B0DSBQL4PK,B0DSBQL4PK,Fossil Men Everett Silver Quartz Stainless Steel Blue Dial Analog Watch FS6105,798,11,0.51%,0.38%,947,19,0.45%,0.46%,57.63%,50.00%,1,0,0.13%,0.00%,"₹15,995.00",₹0.00,1,0
B0DSBQYVSM,B0DSBQYVSM,Fossil Men Neutra Multicolor Quartz Stainless Steel White Dial Analog Watch FS6112,568,5,0.36%,0.17%,731,5,0.35%,0.12%,96.44%,100.00%,1,0,0.18%,0.00%,"₹14,494.00",₹0.00,1,0
B0DSBSGK17,B0DSBSGK17,Fossil Men Everett Multicolor Quartz Stainless Steel Green Dial Analog Watch FS6106,"1,040",31,0.66%,1.06%,"1,323",47,0.63%,1.14%,65.59%,100.00%,1,0,0.10%,0.00%,"₹15,995.00",₹0.00,1,0
