(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07CSNG8XL,B07CSNG8XL,Fossil Carlie Analog White Dial Women's Watch - ES4433,"1,649",21,0.90%,0.59%,"2,348",49,0.94%,0.97%,83.13%,100.00%,10,1,0.61%,4.76%,"₹94,940.00","₹9,494.00",10,1
B08K969L6V,B08K969L6V,"Saregama Carvaan Mini Kids - Pre-Loaded with Stories, Rhymes, Learnings, Mantras with Bluetooth/USB/Aux in-Out","1,873",41,1.02%,1.16%,"2,799",70,1.12%,1.39%,9.55%,2.94%,10,1,0.53%,2.44%,"₹31,900.00","₹3,190.00",10,1
B007NM84PQ,B007NM84PQ,Fossil Women Jesse Analog Rose Gold Dial Watch - ES3020,"2,826",28,1.54%,0.79%,"3,542",32,1.41%,0.64%,96.61%,100.00%,8,0,0.28%,0.00%,"₹95,952.00",₹0.00,8,0
B00WM0CF4A,B00WM0CF4A,Fossil Women's ES3843 Jacqueline Analog Quartz Blue Watch,"1,633",23,0.89%,0.65%,"2,366",40,0.94%,0.79%,76.48%,92.86%,9,0,0.55%,0.00%,"₹71,964.00",₹0.00,8,0
B01KNMEVDG,B01KNMEVDG,Fossil Grant Sport Blue Watch FS5237,"4,712",71,2.56%,2.01%,"6,806",93,2.72%,1.85%,19.03%,19.15%,8,0,0.17%,0.00%,"₹62,376.00",₹0.00,8,0
B07N6KCJM4,B07N6KCJM4,Saregama Carvaan Mini 2.0 Telugu- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),"1,034",14,0.56%,0.40%,"1,451",21,0.58%,0.42%,27.93%,0.00%,7,0,0.68%,0.00%,"₹17,430.00",₹0.00,7,0
B0FTMM455Z,B0FTMM455Z,Fossil Raquel Gold Quartz Stainless Steel Watch ES5452,"1,277",21,0.69%,0.59%,"1,707",31,0.68%,0.62%,90.74%,100.00%,7,0,0.55%,0.00%,"₹94,465.00",₹0.00,7,0
B00AFTTQ8I,B00AFTTQ8I,Fossil Chronograph men Grant Brown Quartz Leather Watch FS4813IE,"2,022",25,1.10%,0.71%,"2,522",30,1.01%,0.60%,99.83%,100.00%,6,0,0.30%,0.00%,"₹77,964.00",₹0.00,6,0
B0DSBSGK17,B0DSBSGK17,Fossil Men Everett Multicolor Quartz Stainless Steel Green Dial Analog Watch FS6106,"1,629",32,0.89%,0.90%,"2,157",47,0.86%,0.93%,78.17%,80.77%,6,0,0.37%,0.00%,"₹95,964.00",₹0.00,6,0
B079XB5RXH,B079XB5RXH,Michael Kors Ritz Analogue Women's Watch (Rose Gold Dial Rose Gold Colored Strap),"1,118",29,0.61%,0.82%,"1,522",39,0.61%,0.77%,99.71%,100.00%,5,1,0.45%,3.45%,"₹1,22,470.00","₹24,494.00",5,1
B0975TDMW6,B0975TDMW6,"Fossil Bronson Analog Gray Dial Men's Watch-FS5855 Genuine Leather, Brown Strap",924,18,0.50%,0.51%,"1,351",20,0.54%,0.40%,98.72%,100.00%,5,0,0.54%,0.00%,"₹43,485.00",₹0.00,5,0
B0CRD1DRXG,B0CRD1DRXG,"Fossil Men Townsman Silver Automatic Stainless Steel Analogue Watch Me3260, Blue Dial, Silver Band","2,744",43,1.49%,1.22%,"3,399",63,1.36%,1.25%,64.47%,100.00%,5,0,0.18%,0.00%,"₹87,976.00",₹0.00,5,0
B07S3X9JYX,B07S3X9JYX,"Saregama Carvaan 2.0 Hindi Portable Music Player 5000 Pre-Loaded Songs with Podcast, FM/BT/AUX (Classic Black)","1,437",54,0.78%,1.53%,"2,076",101,0.83%,2.01%,26.23%,32.39%,4,0,0.28%,0.00%,"₹39,160.00",₹0.00,4,0
B0CRCZ8TGK,B0CRCZ8TGK,"Fossil Women Carlie Gold Quartz Stainless Steel Analogue Watch Es5329, Dial-Color:White",520,5,0.28%,0.14%,689,6,0.28%,0.12%,90.88%,100.00%,4,0,0.77%,0.00%,"₹47,972.00",₹0.00,4,0
B0CRD2CVZL,B0CRD2CVZL,Fossil Analog Women Gold Gold Scarlette Quartz Stainless Steel Watch ES5338,304,2,0.17%,0.06%,435,2,0.17%,0.04%,73.70%,100.00%,4,0,1.32%,0.00%,"₹47,976.00",₹0.00,4,0
B0DC64BD5R,B0DC64BD5R,Fossil Sport Tourer Black Quartz Leather Watch FS6086,"1,561",29,0.85%,0.82%,"2,132",34,0.85%,0.68%,64.42%,81.82%,4,0,0.26%,0.00%,"₹34,788.00",₹0.00,4,0
B0DKJHSD8R,B0DKJHSD8R,Armani Exchange Analog Gray Dial Men's Stainless Steel Watch-AX4184,"3,060",62,1.67%,1.75%,"4,212",86,1.68%,1.71%,96.24%,48.89%,4,0,0.13%,0.00%,"₹63,977.00",₹0.00,4,0
B00944CXEY,B00944CXEY,Michael Kors Darci Analog Silver Dial Women's Watch - MK3190,264,4,0.14%,0.11%,380,4,0.15%,0.08%,96.14%,100.00%,3,0,1.14%,0.00%,"₹49,185.00",₹0.00,3,0
B00FF8CDSO,B00FF8CDSO,"Fossil Leather Virginia Analog Gold Dial Women's Watch-Es3405, Band Color:Multicolor",218,3,0.12%,0.08%,326,4,0.13%,0.08%,95.60%,50.00%,3,0,1.38%,0.00%,"₹23,391.00",₹0.00,3,0
B01GZZYSRO,B01GZZYSRO,Emporio Armani Analog Blue Dial Men's Watch-Ar1979 - Stainless Steel,356,7,0.19%,0.20%,494,9,0.20%,0.18%,92.84%,66.67%,3,0,0.84%,0.00%,"₹58,791.00",₹0.00,3,0
B07MM5MH6F,B07MM5MH6F,"Fossil Watch, Black, Free Size, (FS5512)",797,15,0.43%,0.42%,"1,088",21,0.43%,0.42%,95.93%,100.00%,3,0,0.38%,0.00%,"₹38,982.00",₹0.00,3,0
B07RMH1BMS,B07RMH1BMS,Saregama SCM02 Carvaan Mini Malayalam Bluetooth Speaker (Sunset Red),378,8,0.21%,0.23%,534,9,0.21%,0.18%,25.05%,80.00%,3,0,0.79%,0.00%,"₹4,980.00",₹0.00,3,0
B0846PJPW9,B0846PJPW9,Armani Exchange Black Dial Analog Men's Watch,"4,234",86,2.30%,2.43%,"5,931",105,2.37%,2.09%,4.61%,3.33%,3,0,0.07%,0.00%,"₹20,691.00",₹0.00,3,0
B0BFXL8ZP9,B0BFXL8ZP9,"Fossil Neutra Analog Green Dial Men's Watch-FS5963 Genuine Leather, Brown Strap","1,095",18,0.60%,0.51%,"1,418",31,0.57%,0.62%,92.97%,78.57%,3,0,0.27%,0.00%,"₹38,985.00",₹0.00,3,0
B0CZ8ZKPJ9,B0CZ8ZKPJ9,Fossil Analog Women Blue Dive Black Dial Multi-Colour Quartz Stainless Steel Watch ES5349,912,16,0.50%,0.45%,"1,242",23,0.50%,0.46%,77.94%,75.00%,3,0,0.33%,0.00%,"₹28,791.00",₹0.00,3,0
B00AMWDOEK,B00AMWDOEK,Fossil Grant Chronograph Beige Dial Men's Watch - FS4735,"2,526",34,1.37%,0.96%,"3,127",45,1.25%,0.89%,97.17%,100.00%,2,0,0.08%,0.00%,"₹25,988.00",₹0.00,2,0
B00PW3J8LM,B00PW3J8LM,"Fossil Men Leather Townsman Analog Black Dial Watch -Me3061, Band Color-Brown",329,4,0.18%,0.11%,392,4,0.16%,0.08%,91.30%,100.00%,2,0,0.61%,0.00%,"₹38,988.00",₹0.00,2,0
B07LDHVWTF,B07LDHVWTF,Saregama Carvaan Mini 2.0 Gurbani- Music Player with Bluetooth/FM/AM/AUX (Saffron Orange),"1,254",24,0.68%,0.68%,"1,709",29,0.68%,0.58%,17.97%,14.29%,2,0,0.16%,0.00%,"₹4,980.00",₹0.00,2,0
B07MFZ6S2Q,B07MFZ6S2Q,Fossil Neutra Analog Black Dial and Band Men's Stainless Steel Watch-FS5525,568,8,0.31%,0.23%,780,10,0.31%,0.20%,86.48%,100.00%,2,0,0.35%,0.00%,"₹28,988.00",₹0.00,2,0
B08QVCPDVT,B08QVCPDVT,Fossil Neutra Silver Watch FS5792,"1,391",17,0.76%,0.48%,"1,840",24,0.73%,0.48%,87.29%,90.91%,2,0,0.14%,0.00%,"₹28,988.00",₹0.00,2,0
B09GYQ4RS7,B09GYQ4RS7,Fossil Everett Analog Gray Dial Men's Stainless Steel Watch-Me3206,"2,055",46,1.12%,1.30%,"2,690",79,1.07%,1.57%,91.97%,97.62%,2,0,0.10%,0.00%,"₹43,988.00",₹0.00,2,0
B09SHQSHBF,B09SHQSHBF,"Fossil Bronson Analog Black Dial Men's Watch-ME3218 Stainless Steel, Grey Strap","1,807",33,0.98%,0.93%,"2,140",35,0.85%,0.70%,86.71%,100.00%,2,0,0.11%,0.00%,"₹36,790.00",₹0.00,2,0
B0CF5XZR93,B0CF5XZR93,Fossil Analog Black Dial Men's Watch-Fs6032 - Stainless Steel,535,16,0.29%,0.45%,698,23,0.28%,0.46%,72.20%,75.00%,2,0,0.37%,0.00%,"₹26,988.00",₹0.00,2,0
B0CF61X2BG,B0CF61X2BG,Fossil Analog Blue Dial Men's Watch-Fs6029 - Stainless Steel,370,14,0.20%,0.40%,513,14,0.20%,0.28%,79.82%,100.00%,2,0,0.54%,0.00%,"₹26,988.00",₹0.00,2,0
B0CJ6ZW8F6,B0CJ6ZW8F6,"Fossil Watch Ring Gold dial ES5319 for Women, Analog, Stainless Steel, Gold Strap",344,6,0.19%,0.17%,414,8,0.17%,0.16%,85.38%,0.00%,2,0,0.58%,0.00%,"₹23,988.00",₹0.00,2,0
B0CYMWQCKL,B0CYMWQCKL,"Emporio Armani Leather Analog Beige Dial Men's Watch-Ar11610, Band Color-Brown",359,6,0.20%,0.17%,467,6,0.19%,0.12%,97.31%,100.00%,2,0,0.56%,0.00%,"₹28,988.00",₹0.00,2,0
B0CZ91YKMP,B0CZ91YKMP,Fossil Blue Dive Gold Watch ES5350,94,5,0.05%,0.14%,150,8,0.06%,0.16%,54.03%,100.00%,2,0,2.13%,0.00%,"₹19,194.00",₹0.00,2,0
B0D9362N4Q,B0D9362N4Q,Fossil Harlow Silver Watch ES5363,635,6,0.35%,0.17%,775,13,0.31%,0.26%,80.91%,100.00%,2,0,0.31%,0.00%,"₹26,988.00",₹0.00,2,0
B0D954M6YQ,B0D954M6YQ,Fossil Neutra Silver Watch ES5357,286,5,0.16%,0.14%,401,6,0.16%,0.12%,71.71%,100.00%,2,0,0.70%,0.00%,"₹16,194.00",₹0.00,2,0
B0DC674ZNR,B0DC674ZNR,Fossil Sport Tourer Black Quartz Silicone Watch FS6087,923,17,0.50%,0.48%,"1,366",18,0.55%,0.36%,64.79%,88.89%,2,0,0.22%,0.00%,"₹17,394.00",₹0.00,2,0
B0DJ2XQB3P,B0DJ2XQB3P,Fossil Men's Everett Black Analog Quartz Leather Watch FS6089,143,0,0.08%,0.00%,232,0,0.09%,0.00%,13.73%,0.00%,2,0,1.40%,0.00%,"₹16,794.00",₹0.00,2,0
B0DP5KBJ7H,B0DP5KBJ7H,Michael Kors Panorama Gold Quartz Stainless Steel Watch MK9195,453,9,0.25%,0.25%,620,11,0.25%,0.22%,90.31%,100.00%,2,0,0.44%,0.00%,"₹22,996.00",₹0.00,2,0
B0DSBQCZTK,B0DSBQCZTK,Armani Exchange Men Analogue Black Band Black Quartz Stainless Steel Watch AX2463,"1,777",31,0.97%,0.88%,"2,428",37,0.97%,0.73%,96.36%,93.75%,2,0,0.11%,0.00%,"₹47,982.00",₹0.00,2,0
B0DSBR8G7Y,B0DSBR8G7Y,Armani Exchange Multicolor Quartz Stainless Steel Watch AX5176,145,1,0.08%,0.03%,219,2,0.09%,0.04%,100.00%,100.00%,2,0,1.38%,0.00%,"₹14,494.00",₹0.00,2,0
B0F29SZCVF,B0F29SZCVF,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",41,0,0.02%,0.00%,65,0,0.03%,0.00%,91.23%,0.00%,2,0,4.88%,0.00%,"₹3,188.00",₹0.00,2,0
B0FCVLFLGF,B0FCVLFLGF,Fossil Gilmore Silver Quartz Stainless Steel Watch ES5419,117,1,0.06%,0.03%,194,1,0.08%,0.02%,48.73%,0.00%,2,0,1.71%,0.00%,"₹16,794.00",₹0.00,2,0
B0FJ2RND61,B0FJ2RND61,Fossil Townsman Brown Automatic Leather Watch ME3270,"1,968",51,1.07%,1.44%,"2,442",63,0.97%,1.25%,92.69%,100.00%,2,0,0.10%,0.00%,"₹39,988.00",₹0.00,2,0
B0FTML3VHG,B0FTML3VHG,Fossil Harlow Gold Quartz Stainless Steel Watch ES5451,480,10,0.26%,0.28%,647,16,0.26%,0.32%,52.50%,60.00%,2,0,0.42%,0.00%,"₹26,990.00",₹0.00,2,0
B0FTMMNCK7,B0FTMMNCK7,Fossil Sloan Gold Quartz Stainless Steel Watch ES5444,523,8,0.28%,0.23%,746,9,0.30%,0.18%,84.17%,100.00%,2,0,0.38%,0.00%,"₹31,990.00",₹0.00,2,0
B00AFTT8KE,B00AFTT8KE,"Fossil Analog Silver Dial Women's Watch - ES3284 Stainless Steel, Gold Strap",544,9,0.30%,0.25%,736,13,0.29%,0.26%,98.93%,100.00%,1,0,0.18%,0.00%,"₹12,994.00",₹0.00,1,0
B00Z52HG6O,B00Z52HG6O,Michael Kors Slim Runway Analog Rose Gold Dial Women's Watch-MK3197,52,0,0.03%,0.00%,71,0,0.03%,0.00%,85.29%,0.00%,1,0,1.92%,0.00%,"₹8,997.00",₹0.00,1,0
B0769YW2KN,B0769YW2KN,"Fossil Analog Black Dial Men's Watch - ME3154, Brown, Free Size","1,169",21,0.64%,0.59%,"1,544",28,0.62%,0.56%,25.42%,50.00%,1,0,0.09%,0.00%,"₹19,994.00",₹0.00,1,0
B07LDJJ4JP,B07LDJJ4JP,Saregama Carvaan Mini 2.0 Tamil- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),442,11,0.24%,0.31%,614,22,0.25%,0.44%,5.51%,0.00%,1,0,0.23%,0.00%,"₹2,490.00",₹0.00,1,0
B07QHNNN21,B07QHNNN21,"Saregama Carvaan Punjabi - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX (Porcelain White)",33,1,0.02%,0.03%,42,1,0.02%,0.02%,19.51%,0.00%,1,0,3.03%,0.00%,"₹6,290.00",₹0.00,1,0
B07RMH1F26,B07RMH1F26,Saregama Carvaan Mini 2.0 Kannada- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),219,7,0.12%,0.20%,313,9,0.12%,0.18%,15.27%,0.00%,1,0,0.46%,0.00%,"₹2,490.00",₹0.00,1,0
B07RZ1R1HJ,B07RZ1R1HJ,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",577,17,0.31%,0.48%,787,35,0.31%,0.70%,98.73%,100.00%,1,0,0.17%,0.00%,"₹12,994.00",₹0.00,1,0
B07T3ZLNM3,B07T3ZLNM3,"Diesel Leather Analog Silver Dial Men's Watch-Dz4665, Band Color -Brown","2,029",28,1.10%,0.79%,"2,434",36,0.97%,0.71%,62.33%,68.42%,1,0,0.05%,0.00%,"₹21,495.00",₹0.00,1,0
B07T62VK1C,B07T62VK1C,"Diesel Stainless Steel Analog White Dial Men's Watch-Dz2212, Band Color:Silver",204,1,0.11%,0.03%,236,1,0.09%,0.02%,97.22%,100.00%,1,0,0.49%,0.00%,"₹15,196.00",₹0.00,1,0
B07WLWN2ZT,B07WLWN2ZT,"TONOR USB Gaming Microphone, Computer Condenser PC Mic with Tripod Stand & Pop for Streaming, Podcasting, Vocal Recording, Compatible with iMac PC Laptop Desktop Windows Computer, TC-777",362,12,0.20%,0.34%,551,13,0.22%,0.26%,13.74%,0.00%,1,0,0.28%,0.00%,"₹1,899.00",₹0.00,1,0
B084CG2ZVZ,B084CG2ZVZ,Fossil Neutra Chrono Grey Quartz Stainless Steel Watch FS5699,206,3,0.11%,0.08%,289,4,0.12%,0.08%,91.89%,100.00%,1,0,0.49%,0.00%,"₹14,494.00",₹0.00,1,0
B08R6P2518,B08R6P2518,Fossil Men Leather Everett Black Card Case Ml4398001,389,7,0.21%,0.20%,465,7,0.19%,0.14%,57.27%,50.00%,1,0,0.26%,0.00%,"₹1,495.00",₹0.00,1,0
B0B75LLWV6,B0B75LLWV6,Emporio Armani Analog White Dial Women's Watch-AR11484,28,1,0.02%,0.03%,38,1,0.02%,0.02%,88.89%,100.00%,1,0,3.57%,0.00%,"₹13,997.00",₹0.00,1,0
B0BQ34TRDX,B0BQ34TRDX,Fossil Raquel Analog White Dial Women's Watch-Es5271 - Stainless Steel,142,1,0.08%,0.03%,200,1,0.08%,0.02%,77.19%,0.00%,1,0,0.70%,0.00%,"₹13,494.00",₹0.00,1,0
B0BRKFP94K,B0BRKFP94K,"TONOR TD510 Dynamic Microphone, USB/XLR PC Microphone for Podcast, Recording, Live Streaming & Gaming, XLR Cardioid Studio Mic Music Voice-Over with Quick Mute, Headphone Output, Volume Control",48,1,0.03%,0.03%,70,1,0.03%,0.02%,3.08%,0.00%,1,0,2.08%,0.00%,"₹3,999.00",₹0.00,1,0
B0C77PPS9S,B0C77PPS9S,Fossil Analog White Dial Women's Watch-Es5310 - Leather,729,8,0.40%,0.23%,966,8,0.39%,0.16%,85.55%,100.00%,1,0,0.14%,0.00%,"₹11,994.00",₹0.00,1,0
B0CCHMD6QH,B0CCHMD6QH,Emporio Armani Gun-Metal Watch AR11561,21,0,0.01%,0.00%,43,0,0.02%,0.00%,97.14%,0.00%,1,0,4.76%,0.00%,"₹20,997.00",₹0.00,1,0
B0CFBB587Z,B0CFBB587Z,"Fossil Analog Multicolor Dial Men's Watch-ME3253 Stainless Steel, Black Strap","1,245",12,0.68%,0.34%,"1,682",19,0.67%,0.38%,82.77%,100.00%,1,0,0.08%,0.00%,"₹22,994.00",₹0.00,1,0
B0CRCWV9DV,B0CRCWV9DV,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6048, Green Dial, Silver Band",936,20,0.51%,0.57%,"1,190",26,0.48%,0.52%,87.37%,100.00%,1,0,0.11%,0.00%,"₹15,994.00",₹0.00,1,0
B0CRD7DH79,B0CRD7DH79,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6045, Black Dial, Silver Band",244,3,0.13%,0.08%,354,3,0.14%,0.06%,42.39%,100.00%,1,0,0.41%,0.00%,"₹11,197.00",₹0.00,1,0
B0CZSDZ5V1,B0CZSDZ5V1,Fossil Analogue men Breaker Silver Quartz Stainless Steel Watch FS6066,35,0,0.02%,0.00%,47,0,0.02%,0.00%,34.15%,0.00%,1,0,2.86%,0.00%,"₹12,597.00",₹0.00,1,0
B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",42,0,0.02%,0.00%,67,0,0.03%,0.00%,89.66%,0.00%,1,0,2.38%,0.00%,₹689.00,₹0.00,1,0
B0D2LJSQXZ,B0D2LJSQXZ,NexLev Steam Mop | Chemical Free Mopping | Floor Cleaning + Carpet Steaming | 4 Extra Mop Pads | 400 ML | 1300W | Floor Disinfectant | For All Floor Types | 4mtr long Cord | Wet & Dry Mopping | SM-01,770,19,0.42%,0.54%,"1,000",30,0.40%,0.60%,1.05%,57.14%,1,1,0.13%,5.26%,"₹3,697.00","₹3,697.00",1,1
B0D853Y52R,B0D853Y52R,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4181, Band Color:Multicolor",264,6,0.14%,0.17%,385,8,0.15%,0.16%,92.50%,100.00%,1,0,0.38%,0.00%,"₹15,995.00",₹0.00,1,0
B0D854LDQM,B0D854LDQM,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax4182, Band Color:Gray",579,9,0.32%,0.25%,812,9,0.32%,0.18%,100.00%,100.00%,1,0,0.17%,0.00%,"₹15,995.00",₹0.00,1,0
B0D8572WTJ,B0D8572WTJ,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4183, Band Color:Black",494,11,0.27%,0.31%,696,16,0.28%,0.32%,93.03%,60.00%,1,0,0.20%,0.00%,"₹15,994.00",₹0.00,1,0
B0D9369MTM,B0D9369MTM,Fossil Harlow Brown Watch ES5364,947,10,0.52%,0.28%,"1,117",11,0.45%,0.22%,91.57%,100.00%,1,0,0.11%,0.00%,"₹11,990.00",₹0.00,1,0
B0D955L5S7,B0D955L5S7,Michael Kors Lexington Gold Watch MK4842,175,4,0.10%,0.11%,260,4,0.10%,0.08%,93.58%,100.00%,1,0,0.57%,0.00%,"₹18,494.00",₹0.00,1,0
B0D9564Z9T,B0D9564Z9T,Michael Kors Accelerator 2.0 Silver Watch MK9176,139,2,0.08%,0.06%,209,2,0.08%,0.04%,96.79%,100.00%,1,0,0.72%,0.00%,"₹11,997.00",₹0.00,1,0
B0D9568856,B0D9568856,Michael Kors Brynn Silver Watch MK7506,59,0,0.03%,0.00%,75,0,0.03%,0.00%,71.01%,0.00%,1,0,1.69%,0.00%,"₹16,197.00",₹0.00,1,0
B0D9573TBX,B0D9573TBX,Michael Kors Accelerator 2.0 Black Watch MK9179,125,3,0.07%,0.08%,212,4,0.08%,0.08%,79.03%,100.00%,1,0,0.80%,0.00%,"₹17,147.00",₹0.00,1,0
B0D9574DPS,B0D9574DPS,Fossil Neutra Gold Watch ES5358,238,1,0.13%,0.03%,312,1,0.12%,0.02%,95.70%,100.00%,1,0,0.42%,0.00%,"₹13,491.00",₹0.00,1,0
B0DCGHVN81,B0DCGHVN81,NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagless| Deep Cleaning for Sofa Bed Window & more|VC-01,914,14,0.50%,0.40%,"1,278",23,0.51%,0.46%,7.01%,8.33%,1,0,0.11%,0.00%,"₹2,099.00",₹0.00,1,0
B0DJ2VFZWN,B0DJ2VFZWN,Fossil Men's Minimalist Brown Analog Quartz Leather Watch FS6094,451,4,0.25%,0.11%,608,7,0.24%,0.14%,70.71%,100.00%,3,0,0.67%,0.00%,"₹23,985.00",₹0.00,1,0
B0DJ2W8W79,B0DJ2W8W79,Michael Kors Sage Silver Watch MK9191,263,2,0.14%,0.06%,352,3,0.14%,0.06%,90.79%,0.00%,1,0,0.38%,0.00%,"₹20,495.00",₹0.00,1,0
B0DJ2WKCPD,B0DJ2WKCPD,Fossil Women's Harlow Pink Quartz Analog Stainless Steel Watch ES5386,331,1,0.18%,0.03%,418,1,0.17%,0.02%,88.86%,100.00%,1,0,0.30%,0.00%,"₹13,495.00",₹0.00,1,0
B0DJ2X1477,B0DJ2X1477,Fossil Women's Sloan Gold Analog Quartz Stainless Steel Watch ES5380,296,2,0.16%,0.06%,380,2,0.15%,0.04%,62.95%,0.00%,1,0,0.34%,0.00%,"₹15,995.00",₹0.00,1,0
B0DJ2XNSD2,B0DJ2XNSD2,Fossil Men's Townsman Brown Analog Automatic Leather Watch ME3266,"1,195",14,0.65%,0.40%,"1,529",17,0.61%,0.34%,68.01%,72.73%,1,0,0.08%,0.00%,"₹19,495.00",₹0.00,1,0
B0DJ2Y4J4Q,B0DJ2Y4J4Q,Fossil Men's Townsman Brown Analog Automatic Leather Watch ME3265,260,9,0.14%,0.25%,369,13,0.15%,0.26%,52.22%,83.33%,1,0,0.38%,0.00%,"₹19,495.00",₹0.00,1,0
B0DKJBJBX6,B0DKJBJBX6,Armani Exchange Analog Black Dial Men's Watch-AX7163SET,285,8,0.16%,0.23%,381,10,0.15%,0.20%,75.65%,100.00%,1,0,0.35%,0.00%,"₹19,995.00",₹0.00,1,0
B0DKJG6R31,B0DKJG6R31,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2459,236,4,0.13%,0.11%,304,4,0.12%,0.08%,93.88%,100.00%,1,0,0.42%,0.00%,"₹8,248.00",₹0.00,1,0
