(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0BFXL8ZP9,B0BFXL8ZP9,"Fossil Neutra Analog Green Dial Men's Watch-FS5963 Genuine Leather, Brown Strap",990,23,0.60%,0.76%,"1,297",27,0.59%,0.65%,96.15%,100.00%,3,0,0.30%,0.00%,"₹38,985.00",₹0.00,3,0
B0D854LDQM,B0D854LDQM,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax4182, Band Color:Gray",580,13,0.35%,0.43%,824,17,0.37%,0.41%,99.86%,100.00%,3,0,0.52%,0.00%,"₹47,985.00",₹0.00,3,0
B0D9369MTM,B0D9369MTM,Fossil Harlow Brown Watch ES5364,"1,056",10,0.64%,0.33%,"1,254",15,0.57%,0.36%,94.18%,100.00%,3,1,0.28%,10.00%,"₹35,970.00","₹11,990.00",3,1
B0DSBSGK17,B0DSBSGK17,Fossil Men Everett Multicolor Quartz Stainless Steel Green Dial Analog Watch FS6106,"1,519",36,0.92%,1.18%,"2,065",42,0.94%,1.00%,83.96%,100.00%,3,0,0.20%,0.00%,"₹47,982.00",₹0.00,3,0
B004D4S7AY,B004D4S7AY,Fossil Analog Gold Dial Women's Watch - ES2811,"2,291",35,1.39%,1.15%,"3,275",61,1.49%,1.46%,22.26%,28.21%,2,0,0.09%,0.00%,"₹26,988.00",₹0.00,2,0
B079XB5RXH,B079XB5RXH,Michael Kors Ritz Analogue Women's Watch (Rose Gold Dial Rose Gold Colored Strap),"1,348",21,0.82%,0.69%,"1,755",25,0.80%,0.60%,99.69%,100.00%,2,0,0.15%,0.00%,"₹48,988.00",₹0.00,2,0
B07S3X9JYX,B07S3X9JYX,"Saregama Carvaan 2.0 Hindi Portable Music Player 5000 Pre-Loaded Songs with Podcast, FM/BT/AUX (Classic Black)","1,356",51,0.83%,1.68%,"1,948",77,0.88%,1.84%,19.02%,22.58%,2,0,0.15%,0.00%,"₹19,580.00",₹0.00,2,0
B0846Q1JT5,B0846Q1JT5,Armani Exchange Analog Silver Dial Women's Stainless Steel Watch-Ax5901,967,11,0.59%,0.36%,"1,231",17,0.56%,0.41%,95.14%,100.00%,2,0,0.21%,0.00%,"₹30,990.00",₹0.00,2,0
B085YFCGNF,B085YFCGNF,Saregama Carvaan Mini 2.0 Marathi (Sadabahar Gaani) - Music Player with Bluetooth/FM/AM/AUX (Sunset Red),448,8,0.27%,0.26%,629,9,0.29%,0.22%,6.01%,0.00%,2,0,0.45%,0.00%,"₹4,980.00",₹0.00,2,0
B08QVCPDVT,B08QVCPDVT,Fossil Neutra Silver Watch FS5792,"1,555",21,0.95%,0.69%,"2,032",26,0.92%,0.62%,89.15%,100.00%,2,0,0.13%,0.00%,"₹28,988.00",₹0.00,2,0
B09GYQ4RS7,B09GYQ4RS7,Fossil Everett Analog Gray Dial Men's Stainless Steel Watch-Me3206,"1,749",42,1.06%,1.38%,"2,329",67,1.06%,1.60%,97.53%,100.00%,2,0,0.11%,0.00%,"₹43,988.00",₹0.00,2,0
B09SHQSHBF,B09SHQSHBF,"Fossil Bronson Analog Black Dial Men's Watch-ME3218 Stainless Steel, Grey Strap","1,653",29,1.01%,0.95%,"1,948",32,0.88%,0.77%,95.35%,100.00%,2,0,0.12%,0.00%,"₹36,790.00",₹0.00,2,0
B0C77PPS9S,B0C77PPS9S,Fossil Analog White Dial Women's Watch-Es5310 - Leather,869,5,0.53%,0.16%,"1,168",7,0.53%,0.17%,88.05%,40.00%,2,0,0.23%,0.00%,"₹23,988.00",₹0.00,2,0
B0CHXTV16D,B0CHXTV16D,Armani Exchange Two Tone Watch AX1956,109,7,0.07%,0.23%,170,22,0.08%,0.53%,88.39%,100.00%,2,0,1.83%,0.00%,"₹24,492.00",₹0.00,2,0
B0CRD1DRXG,B0CRD1DRXG,"Fossil Men Townsman Silver Automatic Stainless Steel Analogue Watch Me3260, Blue Dial, Silver Band","2,080",34,1.27%,1.12%,"2,578",44,1.17%,1.05%,28.15%,59.26%,2,0,0.10%,0.00%,"₹43,988.00",₹0.00,2,0
B0CYMWQCKL,B0CYMWQCKL,"Emporio Armani Leather Analog Beige Dial Men's Watch-Ar11610, Band Color-Brown",499,8,0.30%,0.26%,691,9,0.31%,0.22%,97.06%,100.00%,2,0,0.40%,0.00%,"₹28,988.00",₹0.00,2,0
B0CZ8ZKPJ9,B0CZ8ZKPJ9,Fossil Analog Women Blue Dive Black Dial Multi-Colour Quartz Stainless Steel Watch ES5349,854,13,0.52%,0.43%,"1,200",23,0.54%,0.55%,80.97%,100.00%,2,0,0.23%,0.00%,"₹20,794.00",₹0.00,2,0
B0D954M6YQ,B0D954M6YQ,Fossil Neutra Silver Watch ES5357,118,1,0.07%,0.03%,208,3,0.09%,0.07%,19.55%,100.00%,2,0,1.69%,0.00%,"₹17,544.00",₹0.00,2,0
B0D9574DPS,B0D9574DPS,Fossil Neutra Gold Watch ES5358,243,3,0.15%,0.10%,370,14,0.17%,0.33%,96.39%,100.00%,2,0,0.82%,0.00%,"₹26,982.00",₹0.00,2,0
B0DJ2V3TH2,B0DJ2V3TH2,Fossil Men's Everett Gold Quartz Analog Stainless Steel Watch FS6090,574,10,0.35%,0.33%,735,14,0.33%,0.33%,94.88%,100.00%,2,0,0.35%,0.00%,"₹26,988.00",₹0.00,2,0
B0DJ2WKCPD,B0DJ2WKCPD,Fossil Women's Harlow Pink Quartz Analog Stainless Steel Watch ES5386,372,4,0.23%,0.13%,517,14,0.23%,0.33%,90.85%,100.00%,2,0,0.54%,0.00%,"₹26,990.00",₹0.00,2,0
B0FCVRKB8C,B0FCVRKB8C,Fossil Grant Multicolor Quartz Stainless Steel Watch FS6132,264,5,0.16%,0.16%,376,17,0.17%,0.41%,91.34%,100.00%,2,0,0.76%,0.00%,"₹28,990.00",₹0.00,2,0
B0058XWUHA,B0058XWUHA,Michael Kors Parker Analog White Dial Gold Band Women's Stainless Steel Watch-MK5491,770,5,0.47%,0.16%,982,6,0.45%,0.14%,98.21%,100.00%,1,0,0.13%,0.00%,"₹22,994.00",₹0.00,1,0
B00AFTT8KE,B00AFTT8KE,"Fossil Analog Silver Dial Women's Watch - ES3284 Stainless Steel, Gold Strap",563,3,0.34%,0.10%,793,3,0.36%,0.07%,97.97%,100.00%,1,0,0.18%,0.00%,"₹12,994.00",₹0.00,1,0
B00AMWDOEK,B00AMWDOEK,Fossil Grant Chronograph Beige Dial Men's Watch - FS4735,"1,818",19,1.11%,0.63%,"2,202",23,1.00%,0.55%,97.57%,66.67%,1,0,0.06%,0.00%,"₹12,994.00",₹0.00,1,0
B0769YW2KN,B0769YW2KN,"Fossil Analog Black Dial Men's Watch - ME3154, Brown, Free Size",420,9,0.26%,0.30%,563,15,0.26%,0.36%,25.98%,14.29%,1,0,0.24%,0.00%,"₹19,994.00",₹0.00,1,0
B07MFZ6S2Q,B07MFZ6S2Q,Fossil Neutra Analog Black Dial and Band Men's Stainless Steel Watch-FS5525,594,14,0.36%,0.46%,751,16,0.34%,0.38%,89.81%,100.00%,1,0,0.17%,0.00%,"₹14,494.00",₹0.00,1,0
B07T3ZLNM3,B07T3ZLNM3,"Diesel Leather Analog Silver Dial Men's Watch-Dz4665, Band Color -Brown","1,188",13,0.72%,0.43%,"1,419",15,0.64%,0.36%,51.75%,16.67%,1,0,0.08%,0.00%,"₹21,495.00",₹0.00,1,0
B07T62YVHY,B07T62YVHY,Diesel Wonder-D White Watch DZ5618,47,2,0.03%,0.07%,62,2,0.03%,0.05%,100.00%,0.00%,1,0,2.13%,0.00%,"₹10,497.00",₹0.00,1,0
B07WLWN2ZT,B07WLWN2ZT,"TONOR USB Gaming Microphone, Computer Condenser PC Mic with Tripod Stand & Pop for Streaming, Podcasting, Vocal Recording, Compatible with iMac PC Laptop Desktop Windows Computer, TC-777",158,4,0.10%,0.13%,258,4,0.12%,0.10%,31.03%,0.00%,1,0,0.63%,0.00%,"₹1,899.00",₹0.00,1,0
B0846PC77Q,B0846PC77Q,Armani Exchange Analogue Men's Watch (Black Dial Black Colored Strap),322,5,0.20%,0.16%,376,5,0.17%,0.12%,98.02%,100.00%,1,0,0.31%,0.00%,"₹15,494.00",₹0.00,1,0
B08QTW81S9,B08QTW81S9,Fossil Everett Analog Blue Dial Men's Watch-FS5822,617,12,0.38%,0.39%,848,14,0.39%,0.33%,99.32%,100.00%,1,0,0.16%,0.00%,"₹13,495.00",₹0.00,1,0
B09CSXR4TR,B09CSXR4TR,Armani Exchange A?X Analog Black Dial Women's Stainless Steel Watch-Ax5911,242,0,0.15%,0.00%,304,0,0.14%,0.00%,93.14%,0.00%,1,0,0.41%,0.00%,"₹16,495.00",₹0.00,1,0
B09NC2NFR9,B09NC2NFR9,"Fossil Machine Analog Black Dial Men's Watch-FS5901 Genuine Leather, Brown Strap",130,4,0.08%,0.13%,191,4,0.09%,0.10%,80.75%,100.00%,1,0,0.77%,0.00%,"₹11,995.00",₹0.00,1,0
B0BQ35JRM3,B0BQ35JRM3,Fossil Machine Black Watch FS5971,73,1,0.04%,0.03%,121,1,0.05%,0.02%,99.07%,100.00%,1,0,1.37%,0.00%,"₹15,994.00",₹0.00,1,0
B0BS4BFLZW,B0BS4BFLZW,Michael Kors Harlowe Analog Gold Dial Women's Watch-MK4709,126,0,0.08%,0.00%,177,0,0.08%,0.00%,86.16%,0.00%,1,0,0.79%,0.00%,"₹22,994.00",₹0.00,1,0
B0BS4BHNVN,B0BS4BHNVN,Michael Kors Harlowe Analog Rose Gold Dial Women's Stainless Steel Watch-Mk4710,320,7,0.19%,0.23%,400,8,0.18%,0.19%,97.10%,100.00%,1,0,0.31%,0.00%,"₹24,494.00",₹0.00,1,0
B0C89RHY4W,B0C89RHY4W,Fossil Analog White Dial Women's Watch-Es5306 - Stainless Steel,233,6,0.14%,0.20%,300,12,0.14%,0.29%,77.29%,100.00%,1,0,0.43%,0.00%,"₹15,994.00",₹0.00,1,0
B0CCHHGG9B,B0CCHHGG9B,Emporio Armani Silver Watch AR11575,69,1,0.04%,0.03%,90,1,0.04%,0.02%,93.90%,0.00%,1,0,1.45%,0.00%,"₹15,994.00",₹0.00,1,0
B0CRD3QWVJ,B0CRD3QWVJ,Fossil Carlie Analog Women Silver Quartz Stainless Steel Watch ES5331,136,4,0.08%,0.13%,189,11,0.09%,0.26%,82.56%,0.00%,1,0,0.74%,0.00%,"₹11,994.00",₹0.00,1,0
B0CRSQDJJ5,B0CRSQDJJ5,"Michael Kors Analog Green Dial Men's Stainless Steel Watch-Mk9152, Band Color:Silver",173,6,0.11%,0.20%,239,12,0.11%,0.29%,93.17%,100.00%,1,0,0.58%,0.00%,"₹22,994.00",₹0.00,1,0
B0CZ94B6QL,B0CZ94B6QL,"Michael Kors Stainless Steel Analog Multicolor Dial Women's Watch-Mk4822, Band Color-Gold",35,0,0.02%,0.00%,51,0,0.02%,0.00%,74.42%,0.00%,1,0,2.86%,0.00%,"₹18,495.00",₹0.00,1,0
B0D85171BL,B0D85171BL,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5724, Band Color:Silver",166,5,0.10%,0.16%,228,9,0.10%,0.22%,98.03%,100.00%,1,0,0.60%,0.00%,"₹10,994.00",₹0.00,1,0
B0D935CGMF,B0D935CGMF,"Emporio Armani Leather Analog Multicolor Dial Men's Watch-Ar11635, Band Color:Black",104,2,0.06%,0.07%,134,2,0.06%,0.05%,97.48%,0.00%,1,0,0.96%,0.00%,"₹17,147.00",₹0.00,1,0
B0D9362N4Q,B0D9362N4Q,Fossil Harlow Silver Watch ES5363,798,5,0.49%,0.16%,"1,003",5,0.46%,0.12%,88.59%,100.00%,1,0,0.13%,0.00%,"₹13,494.00",₹0.00,1,0
B0D955B6SX,B0D955B6SX,Michael Kors Lexington Silver Watch MK4843,41,0,0.02%,0.00%,53,0,0.02%,0.00%,100.00%,0.00%,1,0,2.44%,0.00%,"₹18,494.00",₹0.00,1,0
B0D955L5S7,B0D955L5S7,Michael Kors Lexington Gold Watch MK4842,204,7,0.12%,0.23%,314,9,0.14%,0.22%,96.89%,100.00%,1,0,0.49%,0.00%,"₹18,494.00",₹0.00,1,0
B0D9564Z9T,B0D9564Z9T,Michael Kors Accelerator 2.0 Silver Watch MK9176,120,1,0.07%,0.03%,162,1,0.07%,0.02%,100.00%,100.00%,1,0,0.83%,0.00%,"₹11,997.00",₹0.00,1,0
B0D9573TBX,B0D9573TBX,Michael Kors Accelerator 2.0 Black Watch MK9179,84,1,0.05%,0.03%,104,4,0.05%,0.10%,77.08%,0.00%,1,0,1.19%,0.00%,"₹17,147.00",₹0.00,1,0
B0DB1J1HST,B0DB1J1HST,"Emporio Armani Stainless Steel Analog Blue Dial Men's Watch-Ar11620, Band Color:Silver",52,2,0.03%,0.07%,71,2,0.03%,0.05%,75.00%,0.00%,1,0,1.92%,0.00%,"₹19,994.00",₹0.00,1,0
B0DC674ZNR,B0DC674ZNR,Fossil Sport Tourer Black Quartz Silicone Watch FS6087,675,11,0.41%,0.36%,936,14,0.43%,0.33%,67.39%,62.50%,1,0,0.15%,0.00%,"₹8,697.00",₹0.00,1,0
B0DJ2W8W79,B0DJ2W8W79,Michael Kors Sage Silver Watch MK9191,258,8,0.16%,0.26%,374,11,0.17%,0.26%,95.18%,100.00%,1,1,0.39%,12.50%,"₹20,495.00","₹20,495.00",1,1
B0DJ2XQB3P,B0DJ2XQB3P,Fossil Men's Everett Black Analog Quartz Leather Watch FS6089,353,4,0.21%,0.13%,477,5,0.22%,0.12%,42.25%,50.00%,1,0,0.28%,0.00%,"₹8,397.00",₹0.00,1,0
B0DJ2Y4J4Q,B0DJ2Y4J4Q,Fossil Men's Townsman Brown Analog Automatic Leather Watch ME3265,235,7,0.14%,0.23%,342,9,0.16%,0.22%,43.77%,100.00%,1,0,0.43%,0.00%,"₹19,495.00",₹0.00,1,0
B0DKJBJBX6,B0DKJBJBX6,Armani Exchange Analog Black Dial Men's Watch-AX7163SET,281,5,0.17%,0.16%,362,5,0.16%,0.12%,81.65%,50.00%,1,0,0.36%,0.00%,"₹19,995.00",₹0.00,1,0
B0DP5J7VF3,B0DP5J7VF3,Michael Kors Panorama Silver Quartz Stainless Steel Watch MK9196,70,0,0.04%,0.00%,87,0,0.04%,0.00%,74.36%,0.00%,1,0,1.43%,0.00%,"₹11,498.00",₹0.00,1,0
B0DP5KBJ7H,B0DP5KBJ7H,Michael Kors Panorama Gold Quartz Stainless Steel Watch MK9195,422,9,0.26%,0.30%,583,14,0.26%,0.33%,93.69%,100.00%,1,0,0.24%,0.00%,"₹11,498.00",₹0.00,1,0
B0DSBN62LR,B0DSBN62LR,Armani Exchange Black Quartz Silicone Watch AX7165SET,266,1,0.16%,0.03%,365,1,0.17%,0.02%,94.62%,100.00%,1,0,0.38%,0.00%,"₹15,994.00",₹0.00,1,0
B0DSBR8G7Y,B0DSBR8G7Y,Armani Exchange Multicolor Quartz Stainless Steel Watch AX5176,153,0,0.09%,0.00%,215,0,0.10%,0.00%,100.00%,0.00%,1,0,0.65%,0.00%,"₹14,494.00",₹0.00,1,0
B0DSBRWZ8N,B0DSBRWZ8N,Fossil Chronograph Men Neutra Brown Quartz Leather Gold Dial Watch FS6113,690,11,0.42%,0.36%,950,12,0.43%,0.29%,76.54%,100.00%,1,0,0.14%,0.00%,"₹12,995.00",₹0.00,1,0
B0DSBS17RY,B0DSBS17RY,Armani Exchange Silver Quartz Stainless Steel Watch AX4186,250,4,0.15%,0.13%,358,4,0.16%,0.10%,98.08%,100.00%,1,0,0.40%,0.00%,"₹14,494.00",₹0.00,1,0
B0DT36621X,B0DT36621X,Emporio Armani Brown Quartz Leather Watch AR11672,39,1,0.02%,0.03%,58,1,0.03%,0.02%,61.70%,0.00%,1,0,2.56%,0.00%,"₹14,495.00",₹0.00,1,0
B0DT37Y5FY,B0DT37Y5FY,Michael Kors Gramercy Silver Quartz Stainless Steel Watch MK7529,15,2,0.01%,0.07%,15,2,0.01%,0.05%,93.33%,100.00%,1,0,6.67%,0.00%,"₹10,248.00",₹0.00,1,0
B0FCVLFLGF,B0FCVLFLGF,Fossil Gilmore Silver Quartz Stainless Steel Watch ES5419,73,0,0.04%,0.00%,116,0,0.05%,0.00%,38.10%,0.00%,1,0,1.37%,0.00%,"₹8,397.00",₹0.00,1,0
B0FFDJHKR5,B0FFDJHKR5,Armani Exchange Silver Quartz Stainless Steel Watch AX2820,87,2,0.05%,0.07%,124,2,0.06%,0.05%,66.96%,100.00%,1,0,1.15%,0.00%,"₹16,495.00",₹0.00,1,0
B0FJ2RND61,B0FJ2RND61,Fossil Townsman Brown Automatic Leather Watch ME3270,"1,631",48,0.99%,1.58%,"2,060",72,0.94%,1.72%,96.58%,100.00%,1,0,0.06%,0.00%,"₹19,994.00",₹0.00,1,0
B0FJ2SSSZR,B0FJ2SSSZR,Fossil Raquel Brown Quartz Leather Watch ES5418,93,1,0.06%,0.03%,114,1,0.05%,0.02%,48.60%,100.00%,1,0,1.08%,0.00%,"₹11,197.00",₹0.00,1,0
B0FRVBBDM9,B0FRVBBDM9,Armani Exchange Black Watch AX4621,371,8,0.23%,0.26%,526,9,0.24%,0.22%,86.47%,100.00%,1,0,0.27%,0.00%,"₹13,495.00",₹0.00,1,0
B0FRVZ29NP,B0FRVZ29NP,Armani Exchange Silver Watch Set AX7176SET,217,4,0.13%,0.13%,310,9,0.14%,0.22%,92.06%,100.00%,1,0,0.46%,0.00%,"₹17,995.00",₹0.00,1,0
B0FS5QZRYB,B0FS5QZRYB,Fossil Scarlette Multicolor Quartz Stainless Steel Watch ES5443,315,10,0.19%,0.33%,477,16,0.22%,0.38%,93.46%,100.00%,1,0,0.32%,0.00%,"₹11,995.00",₹0.00,1,0
B0FS6M8FSK,B0FS6M8FSK,Michael Kors Essex Red Watch MK4966,63,2,0.04%,0.07%,90,2,0.04%,0.05%,100.00%,100.00%,1,0,1.59%,0.00%,"₹14,495.00",₹0.00,1,0
B0FS6N1YT5,B0FS6N1YT5,Michael Kors Essex 2-Tone Watch MK4967,43,0,0.03%,0.00%,70,0,0.03%,0.00%,47.46%,0.00%,1,0,2.33%,0.00%,"₹15,995.00",₹0.00,1,0
B0FTK1RVG8,B0FTK1RVG8,Fossil Crosby Brown Quartz Leather Watch FS6150,358,11,0.22%,0.36%,448,12,0.20%,0.29%,93.75%,100.00%,1,0,0.28%,0.00%,"₹11,995.00",₹0.00,1,0
B0FTK7KQ1P,B0FTK7KQ1P,Fossil Machine Silver Quartz Stainless Steel Watch FS6144,85,0,0.05%,0.00%,117,0,0.05%,0.00%,100.00%,0.00%,1,0,1.18%,0.00%,"₹15,495.00",₹0.00,1,0
B0FTKNBJY4,B0FTKNBJY4,Fossil Campbell Silver Quartz Stainless Steel Watch FS6139,47,0,0.03%,0.00%,57,0,0.03%,0.00%,84.91%,0.00%,1,0,2.13%,0.00%,"₹11,995.00",₹0.00,1,0
B0FTMMNCK7,B0FTMMNCK7,Fossil Sloan Gold Quartz Stainless Steel Watch ES5444,496,6,0.30%,0.20%,656,7,0.30%,0.17%,88.97%,100.00%,1,0,0.20%,0.00%,"₹15,995.00",₹0.00,1,0
