(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0D936GPVL,B0D936GPVL,Fossil Harlow Gold Watch ES5361,"3,986",42,1.58%,0.90%,"5,167",51,1.48%,0.76%,86.01%,83.33%,12,0,0.30%,0.00%,"₹1,61,940.00",₹0.00,12,0
B007NM84PQ,B007NM84PQ,Fossil Women Jesse Analog Rose Gold Dial Watch - ES3020,"2,706",30,1.07%,0.64%,"3,568",40,1.03%,0.60%,95.92%,100.00%,11,0,0.41%,0.00%,"₹1,31,934.00",₹0.00,11,0
B079XB5RXH,B079XB5RXH,Michael Kors Ritz Analogue Women's Watch (Rose Gold Dial Rose Gold Colored Strap),"1,349",28,0.54%,0.60%,"1,920",44,0.55%,0.65%,99.88%,100.00%,9,0,0.67%,0.00%,"₹2,20,446.00",₹0.00,9,0
B07RZ1R1HJ,B07RZ1R1HJ,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)","1,149",15,0.46%,0.32%,"1,641",21,0.47%,0.31%,98.56%,100.00%,9,0,0.78%,0.00%,"₹1,16,946.00",₹0.00,9,0
B0DSBSD26P,B0DSBSD26P,Fossil Chronograph Men Neutra Grey Quartz Stainless Steel Blue Dial Watch FS6111,"1,627",29,0.65%,0.62%,"2,288",39,0.66%,0.58%,84.46%,100.00%,9,0,0.55%,0.00%,"₹1,30,446.00",₹0.00,9,0
B07S3X9JYX,B07S3X9JYX,"Saregama Carvaan 2.0 Hindi Portable Music Player 5000 Pre-Loaded Songs with Podcast, FM/BT/AUX (Classic Black)","1,046",34,0.42%,0.73%,"1,477",42,0.42%,0.62%,20.65%,0.00%,8,0,0.76%,0.00%,"₹78,320.00",₹0.00,8,0
B00AFTTQ8I,B00AFTTQ8I,Fossil Chronograph men Grant Brown Quartz Leather Watch FS4813IE,"2,724",30,1.08%,0.64%,"3,509",41,1.01%,0.61%,99.84%,100.00%,7,0,0.26%,0.00%,"₹90,958.00",₹0.00,7,0
B00AMWDOEK,B00AMWDOEK,Fossil Grant Chronograph Beige Dial Men's Watch - FS4735,"3,585",45,1.42%,0.96%,"4,670",58,1.34%,0.86%,97.89%,100.00%,7,0,0.20%,0.00%,"₹90,958.00",₹0.00,7,0
B06VV5QB6Q,B06VV5QB6Q,"Fossil Analog Black Dial Men's Watch-FS5308 Stainless Steel, Black Strap","1,469",26,0.58%,0.56%,"1,904",40,0.55%,0.60%,68.48%,100.00%,7,0,0.48%,0.00%,"₹66,458.00",₹0.00,7,0
B0CZ8ZKPJ9,B0CZ8ZKPJ9,Fossil Analog Women Blue Dive Black Dial Multi-Colour Quartz Stainless Steel Watch ES5349,"1,492",20,0.59%,0.43%,"2,081",24,0.60%,0.36%,75.54%,90.91%,7,0,0.47%,0.00%,"₹68,779.00",₹0.00,7,0
B0DSBQYVSM,B0DSBQYVSM,Fossil Men Neutra Multicolor Quartz Stainless Steel White Dial Analog Watch FS6112,933,16,0.37%,0.34%,"1,241",33,0.36%,0.49%,88.17%,77.78%,7,0,0.75%,0.00%,"₹1,01,458.00",₹0.00,7,0
B07LDHVWTF,B07LDHVWTF,Saregama Carvaan Mini 2.0 Gurbani- Music Player with Bluetooth/FM/AM/AUX (Saffron Orange),"1,218",27,0.48%,0.58%,"1,706",35,0.49%,0.52%,8.33%,6.25%,6,1,0.49%,3.70%,"₹14,940.00","₹2,490.00",6,1
B08K969L6V,B08K969L6V,"Saregama Carvaan Mini Kids - Pre-Loaded with Stories, Rhymes, Learnings, Mantras with Bluetooth/USB/Aux in-Out","2,253",69,0.89%,1.47%,"3,320",107,0.95%,1.59%,5.21%,2.17%,6,0,0.27%,0.00%,"₹19,140.00",₹0.00,6,0
B0D8572WTJ,B0D8572WTJ,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4183, Band Color:Black",632,12,0.25%,0.26%,910,17,0.26%,0.25%,98.34%,100.00%,6,0,0.95%,0.00%,"₹95,964.00",₹0.00,6,0
B0DC64BD5R,B0DC64BD5R,Fossil Sport Tourer Black Quartz Leather Watch FS6086,925,17,0.37%,0.36%,"1,214",29,0.35%,0.43%,46.18%,50.00%,6,1,0.65%,5.88%,"₹52,182.00","₹8,697.00",6,1
B0DJ2W8W79,B0DJ2W8W79,Michael Kors Sage Silver Watch MK9191,533,12,0.21%,0.26%,777,15,0.22%,0.22%,95.15%,100.00%,6,0,1.13%,0.00%,"₹1,22,970.00",₹0.00,6,0
B012R0UNAW,B012R0UNAW,"Emporio Armani Stainless Steel Gianni T-Bar Analog White Dial Women Watch - Ar1926, Multi-Color Band","1,711",24,0.68%,0.51%,"2,357",30,0.68%,0.45%,97.58%,100.00%,5,1,0.29%,4.17%,"₹1,62,470.00","₹32,494.00",5,1
B07N6KCJM4,B07N6KCJM4,Saregama Carvaan Mini 2.0 Telugu- Music Player with Bluetooth/FM/AM/AUX (Sunset Red),"1,020",20,0.40%,0.43%,"1,421",26,0.41%,0.39%,20.63%,18.18%,6,1,0.59%,5.00%,"₹14,940.00","₹2,490.00",5,1
B0846PJPW9,B0846PJPW9,Armani Exchange Black Dial Analog Men's Watch,"8,025",167,3.19%,3.57%,"11,195",224,3.22%,3.33%,16.01%,21.43%,5,0,0.06%,0.00%,"₹34,485.00",₹0.00,5,0
B08QVCPDVT,B08QVCPDVT,Fossil Neutra Silver Watch FS5792,"2,215",34,0.88%,0.73%,"2,961",38,0.85%,0.57%,95.25%,100.00%,5,0,0.23%,0.00%,"₹72,470.00",₹0.00,5,0
B0FTML3VHG,B0FTML3VHG,Fossil Harlow Gold Quartz Stainless Steel Watch ES5451,896,10,0.36%,0.21%,"1,244",16,0.36%,0.24%,68.28%,62.50%,5,0,0.56%,0.00%,"₹67,475.00",₹0.00,5,0
B00Z52HG6O,B00Z52HG6O,Michael Kors Slim Runway Analog Rose Gold Dial Women's Watch-MK3197,168,2,0.07%,0.04%,288,5,0.08%,0.07%,94.56%,0.00%,4,0,2.38%,0.00%,"₹35,988.00",₹0.00,4,0
B07RMH1BMS,B07RMH1BMS,Saregama SCM02 Carvaan Mini Malayalam Bluetooth Speaker (Sunset Red),227,4,0.09%,0.09%,341,5,0.10%,0.07%,26.74%,0.00%,4,0,1.76%,0.00%,"₹9,960.00",₹0.00,4,0
B0846Q1JT5,B0846Q1JT5,Armani Exchange Analog Silver Dial Women's Stainless Steel Watch-Ax5901,946,8,0.38%,0.17%,"1,262",13,0.36%,0.19%,91.76%,100.00%,4,0,0.42%,0.00%,"₹61,980.00",₹0.00,4,0
B0DJ2VFZWN,B0DJ2VFZWN,Fossil Men's Minimalist Brown Analog Quartz Leather Watch FS6094,573,15,0.23%,0.32%,832,32,0.24%,0.48%,76.96%,100.00%,6,0,1.05%,0.00%,"₹47,970.00",₹0.00,4,0
B0DKJH623H,B0DKJH623H,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2461,"2,226",61,0.88%,1.30%,"3,206",89,0.92%,1.32%,40.11%,47.06%,4,0,0.18%,0.00%,"₹43,188.00",₹0.00,4,0
B0DSBQCZTK,B0DSBQCZTK,Armani Exchange Men Analogue Black Band Black Quartz Stainless Steel Watch AX2463,"2,110",34,0.84%,0.73%,"2,917",57,0.84%,0.85%,97.80%,100.00%,4,0,0.19%,0.00%,"₹95,964.00",₹0.00,4,0
B0DSBSGK17,B0DSBSGK17,Fossil Men Everett Multicolor Quartz Stainless Steel Green Dial Analog Watch FS6106,"2,155",49,0.86%,1.05%,"2,833",64,0.81%,0.95%,79.47%,100.00%,4,1,0.19%,2.04%,"₹63,980.00","₹15,995.00",4,1
B0FS5QZRYB,B0FS5QZRYB,Fossil Scarlette Multicolor Quartz Stainless Steel Watch ES5443,678,9,0.27%,0.19%,"1,017",10,0.29%,0.15%,94.30%,100.00%,4,0,0.59%,0.00%,"₹35,985.00",₹0.00,4,0
B0FTMM455Z,B0FTMM455Z,Fossil Raquel Gold Quartz Stainless Steel Watch ES5452,"1,316",18,0.52%,0.38%,"1,844",21,0.53%,0.31%,90.48%,85.71%,4,0,0.30%,0.00%,"₹53,980.00",₹0.00,4,0
B00AFTT8KE,B00AFTT8KE,"Fossil Analog Silver Dial Women's Watch - ES3284 Stainless Steel, Gold Strap",683,10,0.27%,0.21%,964,11,0.28%,0.16%,98.10%,100.00%,3,0,0.44%,0.00%,"₹38,982.00",₹0.00,3,0
B00FF8CDSO,B00FF8CDSO,"Fossil Leather Virginia Analog Gold Dial Women's Watch-Es3405, Band Color:Multicolor",174,4,0.07%,0.09%,261,5,0.08%,0.07%,87.33%,100.00%,3,0,1.72%,0.00%,"₹23,391.00",₹0.00,3,0
B07MM5MH6F,B07MM5MH6F,"Fossil Watch, Black, Free Size, (FS5512)","1,181",14,0.47%,0.30%,"1,589",28,0.46%,0.42%,98.08%,100.00%,3,0,0.25%,0.00%,"₹38,982.00",₹0.00,3,0
B07X35F44J,B07X35F44J,Saregama Carvaan Mini 2.0 Shrimad Bhagavad Gita- Music Player with Bluetooth/FM/AM/AUX (Saffron Orange.),"2,130",44,0.85%,0.94%,"2,867",55,0.82%,0.82%,4.02%,8.00%,3,0,0.14%,0.00%,"₹7,470.00",₹0.00,3,0
B0846PC77Q,B0846PC77Q,Armani Exchange Analogue Men's Watch (Black Dial Black Colored Strap),202,6,0.08%,0.13%,308,7,0.09%,0.10%,97.76%,100.00%,3,0,1.49%,0.00%,"₹46,482.00",₹0.00,3,0
B0CF61X2BG,B0CF61X2BG,Fossil Analog Blue Dial Men's Watch-Fs6029 - Stainless Steel,562,13,0.22%,0.28%,775,17,0.22%,0.25%,81.44%,100.00%,3,0,0.53%,0.00%,"₹40,482.00",₹0.00,3,0
B0D854LDQM,B0D854LDQM,"Armani Exchange Stainless Steel Analog Blue Dial Men's Watch-Ax4182, Band Color:Gray",459,7,0.18%,0.15%,685,8,0.20%,0.12%,99.16%,100.00%,3,0,0.65%,0.00%,"₹47,985.00",₹0.00,3,0
B0D9369MTM,B0D9369MTM,Fossil Harlow Brown Watch ES5364,"1,258",13,0.50%,0.28%,"1,538",14,0.44%,0.21%,91.40%,100.00%,3,0,0.24%,0.00%,"₹35,970.00",₹0.00,3,0
B0D936P9C1,B0D936P9C1,Fossil Everett Brown Watch ME3261,659,15,0.26%,0.32%,863,23,0.25%,0.34%,38.18%,57.14%,3,0,0.46%,0.00%,"₹59,985.00",₹0.00,3,0
B0D954M6YQ,B0D954M6YQ,Fossil Neutra Silver Watch ES5357,310,6,0.12%,0.13%,466,8,0.13%,0.12%,68.42%,75.00%,3,1,0.97%,16.67%,"₹24,291.00","₹8,097.00",3,1
B0D955H882,B0D955H882,Michael Kors Analog Men Alek Black Watch MK9185,356,6,0.14%,0.13%,605,16,0.17%,0.24%,93.35%,100.00%,3,0,0.84%,0.00%,"₹41,391.00",₹0.00,3,0
B0D955L5S7,B0D955L5S7,Michael Kors Lexington Gold Watch MK4842,262,3,0.10%,0.06%,378,5,0.11%,0.07%,97.07%,0.00%,3,0,1.15%,0.00%,"₹55,482.00",₹0.00,3,0
B0D9574DPS,B0D9574DPS,Fossil Neutra Gold Watch ES5358,390,5,0.15%,0.11%,569,10,0.16%,0.15%,97.65%,100.00%,3,0,0.77%,0.00%,"₹40,473.00",₹0.00,3,0
B0DC674ZNR,B0DC674ZNR,Fossil Sport Tourer Black Quartz Silicone Watch FS6087,"1,542",29,0.61%,0.62%,"2,013",39,0.58%,0.58%,29.26%,47.62%,3,0,0.19%,0.00%,"₹26,091.00",₹0.00,3,0
B0DKJBJBX6,B0DKJBJBX6,Armani Exchange Analog Black Dial Men's Watch-AX7163SET,379,9,0.15%,0.19%,547,9,0.16%,0.13%,75.91%,75.00%,3,0,0.79%,0.00%,"₹59,985.00",₹0.00,3,0
B0DSBQDZNV,B0DSBQDZNV,Fossil Men Everett Silver Quartz Stainless Steel Blue Dial Analog Watch FS6104,796,15,0.32%,0.32%,"1,048",22,0.30%,0.33%,42.38%,100.00%,3,0,0.38%,0.00%,"₹47,985.00",₹0.00,3,0
B0FCVPBY7Y,B0FCVPBY7Y,Fossil Grant Multicolor Quartz Stainless Steel Watch FS6131,"1,040",39,0.41%,0.83%,"1,525",55,0.44%,0.82%,32.72%,23.08%,3,0,0.29%,0.00%,"₹43,485.00",₹0.00,3,0
B0FCVRKB8C,B0FCVRKB8C,Fossil Grant Multicolor Quartz Stainless Steel Watch FS6132,289,4,0.11%,0.09%,414,4,0.12%,0.06%,89.76%,100.00%,3,1,1.04%,25.00%,"₹43,485.00","₹14,495.00",3,1
B0FJ2RND61,B0FJ2RND61,Fossil Townsman Brown Automatic Leather Watch ME3270,"2,414",48,0.96%,1.03%,"3,037",53,0.87%,0.79%,59.97%,91.30%,3,0,0.12%,0.00%,"₹59,982.00",₹0.00,3,0
B0FTKWD4HQ,B0FTKWD4HQ,Fossil Crosby Black Quartz Leather Watch FS6151,181,2,0.07%,0.04%,259,2,0.07%,0.03%,88.65%,100.00%,3,0,1.66%,0.00%,"₹35,985.00",₹0.00,3,0
B0058XWUHA,B0058XWUHA,Michael Kors Parker Analog White Dial Gold Band Women's Stainless Steel Watch-MK5491,824,12,0.33%,0.26%,"1,138",17,0.33%,0.25%,97.87%,100.00%,2,0,0.24%,0.00%,"₹45,988.00",₹0.00,2,0
B00944CXEY,B00944CXEY,Michael Kors Darci Analog Silver Dial Women's Watch - MK3190,102,0,0.04%,0.00%,130,0,0.04%,0.00%,83.47%,0.00%,2,0,1.96%,0.00%,"₹32,790.00",₹0.00,2,0
B09GYQ4RS7,B09GYQ4RS7,Fossil Everett Analog Gray Dial Men's Stainless Steel Watch-Me3206,"2,516",57,1.00%,1.22%,"3,327",96,0.96%,1.43%,68.94%,88.89%,2,1,0.08%,1.75%,"₹43,988.00","₹21,994.00",2,1
B09SHQSHBF,B09SHQSHBF,"Fossil Bronson Analog Black Dial Men's Watch-ME3218 Stainless Steel, Grey Strap","1,949",37,0.77%,0.79%,"2,390",46,0.69%,0.68%,84.18%,80.00%,2,0,0.10%,0.00%,"₹36,790.00",₹0.00,2,0
B0BFXL8ZP9,B0BFXL8ZP9,"Fossil Neutra Analog Green Dial Men's Watch-FS5963 Genuine Leather, Brown Strap","1,390",20,0.55%,0.43%,"1,794",27,0.52%,0.40%,84.33%,66.67%,2,0,0.14%,0.00%,"₹25,990.00",₹0.00,2,0
B0BQ34TRDX,B0BQ34TRDX,Fossil Raquel Analog White Dial Women's Watch-Es5271 - Stainless Steel,179,1,0.07%,0.02%,243,1,0.07%,0.01%,80.37%,0.00%,2,0,1.12%,0.00%,"₹26,988.00",₹0.00,2,0
B0BQZGJHKV,B0BQZGJHKV,Armani Exchange Analog Black Dial Men's Watch-AX1867,364,10,0.14%,0.21%,557,14,0.16%,0.21%,83.78%,85.71%,2,0,0.55%,0.00%,"₹21,694.00",₹0.00,2,0
B0BS4BHNVN,B0BS4BHNVN,Michael Kors Harlowe Analog Rose Gold Dial Women's Stainless Steel Watch-Mk4710,320,4,0.13%,0.09%,465,5,0.13%,0.07%,97.25%,100.00%,2,0,0.63%,0.00%,"₹48,988.00",₹0.00,2,0
B0CHXTV16D,B0CHXTV16D,Armani Exchange Two Tone Watch AX1956,285,3,0.11%,0.06%,448,3,0.13%,0.04%,100.00%,100.00%,2,0,0.70%,0.00%,"₹24,494.00",₹0.00,2,0
B0CJ6ZHK1S,B0CJ6ZHK1S,"Fossil Stainless Steel Analog Brown Dial Women's Watch-Es5323, Band Color:Rose Gold",465,5,0.18%,0.11%,613,7,0.18%,0.10%,79.14%,100.00%,2,0,0.43%,0.00%,"₹31,988.00",₹0.00,2,0
B0CJ6ZW8F6,B0CJ6ZW8F6,"Fossil Watch Ring Gold dial ES5319 for Women, Analog, Stainless Steel, Gold Strap",512,2,0.20%,0.04%,659,4,0.19%,0.06%,72.26%,0.00%,2,0,0.39%,0.00%,"₹23,988.00",₹0.00,2,0
B0CRCZ8TGK,B0CRCZ8TGK,"Fossil Women Carlie Gold Quartz Stainless Steel Analogue Watch Es5329, Dial-Color:White",835,9,0.33%,0.19%,"1,091",10,0.31%,0.15%,66.36%,100.00%,2,0,0.24%,0.00%,"₹23,986.00",₹0.00,2,0
B0D85171BL,B0D85171BL,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5724, Band Color:Silver",182,3,0.07%,0.06%,262,4,0.08%,0.06%,98.16%,100.00%,2,0,1.10%,0.00%,"₹21,988.00",₹0.00,2,0
B0D935TWSR,B0D935TWSR,"Emporio Armani Stainless Steel Analog Multicolor Dial Men's Watch-Ar11637, Band Color:Silver",151,5,0.06%,0.11%,214,9,0.06%,0.13%,90.91%,100.00%,2,0,1.32%,0.00%,"₹39,192.00",₹0.00,2,0
B0D9568SN6,B0D9568SN6,Michael Kors Brynn Gold Watch MK7504,248,6,0.10%,0.13%,397,9,0.11%,0.13%,98.83%,100.00%,2,0,0.81%,0.00%,"₹32,394.00",₹0.00,2,0
B0D9568SNM,B0D9568SNM,Michael Kors Alek Gold Watch MK9184,250,8,0.10%,0.17%,380,10,0.11%,0.15%,92.81%,100.00%,2,0,0.80%,0.00%,"₹27,594.00",₹0.00,2,0
B0DJ2XQB3P,B0DJ2XQB3P,Fossil Men's Everett Black Analog Quartz Leather Watch FS6089,503,15,0.20%,0.32%,671,20,0.19%,0.30%,81.09%,100.00%,2,0,0.40%,0.00%,"₹16,794.00",₹0.00,2,0
B0DJ2Y1BG6,B0DJ2Y1BG6,Fossil Women's Carlie Gold Analog Quartz Stainless Steel Watch ES5387Set,570,3,0.23%,0.06%,750,4,0.22%,0.06%,61.47%,100.00%,2,0,0.35%,0.00%,"₹31,990.00",₹0.00,2,0
B0DKJHSD8R,B0DKJHSD8R,Armani Exchange Analog Gray Dial Men's Stainless Steel Watch-AX4184,"2,865",69,1.14%,1.47%,"3,828",93,1.10%,1.38%,66.64%,55.32%,2,1,0.07%,1.45%,"₹31,990.00","₹15,995.00",2,1
B0DKJJDZSF,B0DKJJDZSF,Armani Exchange Analog Gray Dial Men's Watch-AX2462,711,10,0.28%,0.21%,954,12,0.27%,0.18%,93.95%,87.50%,2,0,0.28%,0.00%,"₹19,996.00",₹0.00,2,0
B0DP5JYG31,B0DP5JYG31,Michael Kors Panorama Black Quartz Stainless Steel Watch MK9198,140,4,0.06%,0.09%,224,6,0.06%,0.09%,80.90%,75.00%,2,0,1.43%,0.00%,"₹22,996.00",₹0.00,2,0
B0DP5KBJ7H,B0DP5KBJ7H,Michael Kors Panorama Gold Quartz Stainless Steel Watch MK9195,442,17,0.18%,0.36%,578,25,0.17%,0.37%,62.29%,41.18%,2,0,0.45%,0.00%,"₹22,996.00",₹0.00,2,0
B0DSBR8G7Y,B0DSBR8G7Y,Armani Exchange Multicolor Quartz Stainless Steel Watch AX5176,168,3,0.07%,0.06%,254,3,0.07%,0.04%,100.00%,100.00%,2,0,1.19%,0.00%,"₹28,988.00",₹0.00,2,0
B0DT2QDBS3,B0DT2QDBS3,Emporio Armani Brown Quartz Leather Watch AR11665,551,5,0.22%,0.11%,755,5,0.22%,0.07%,92.43%,100.00%,2,0,0.36%,0.00%,"₹31,990.00",₹0.00,2,0
B0FQ7WTM8P,B0FQ7WTM8P,Michael Kors Phoebe Rose Gold Quartz Stainless Steel Watch MK4962,112,2,0.04%,0.04%,191,4,0.05%,0.06%,72.50%,100.00%,2,1,1.79%,50.00%,"₹40,990.00","₹20,495.00",2,1
B0FRVBBDM9,B0FRVBBDM9,Armani Exchange Black Watch AX4621,500,12,0.20%,0.26%,694,16,0.20%,0.24%,78.02%,75.00%,2,0,0.40%,0.00%,"₹26,990.00",₹0.00,2,0
B0FRVT4SJ1,B0FRVT4SJ1,Armani Exchange Analog Green Dial Men's Watch-AX2765,140,3,0.06%,0.06%,184,3,0.05%,0.04%,98.75%,100.00%,2,0,1.43%,0.00%,"₹24,990.00",₹0.00,2,0
B0FRVZ29NP,B0FRVZ29NP,Armani Exchange Silver Watch Set AX7176SET,281,5,0.11%,0.11%,369,13,0.11%,0.19%,80.49%,100.00%,2,0,0.71%,0.00%,"₹35,990.00",₹0.00,2,0
B0FTK1RVG8,B0FTK1RVG8,Fossil Crosby Brown Quartz Leather Watch FS6150,518,17,0.21%,0.36%,704,20,0.20%,0.30%,89.07%,100.00%,2,0,0.39%,0.00%,"₹23,990.00",₹0.00,2,0
B0FTKJC5JW,B0FTKJC5JW,Fossil Neutra Brown Quartz Leather Watch FS6143,171,4,0.07%,0.09%,251,5,0.07%,0.07%,87.74%,100.00%,2,0,1.17%,0.00%,"₹25,990.00",₹0.00,2,0
B0FTMMNCK7,B0FTMMNCK7,Fossil Sloan Gold Quartz Stainless Steel Watch ES5444,449,12,0.18%,0.26%,705,16,0.20%,0.24%,74.64%,75.00%,2,0,0.45%,0.00%,"₹31,990.00",₹0.00,2,0
B001J1772I,B001J1772I,Diesel Mega Chief Analog Grey Over sized dial Men's Watch - DZ1206,375,8,0.15%,0.17%,526,8,0.15%,0.12%,93.23%,66.67%,1,0,0.27%,0.00%,"₹13,994.00",₹0.00,1,0
B00PW3J8LM,B00PW3J8LM,"Fossil Men Leather Townsman Analog Black Dial Watch -Me3061, Band Color-Brown",426,8,0.17%,0.17%,558,10,0.16%,0.15%,96.22%,100.00%,1,0,0.23%,0.00%,"₹19,494.00",₹0.00,1,0
B01487C7CO,B01487C7CO,Fossil Analog Brown Dial Men's Leather Band Watch - ME3098,"1,241",16,0.49%,0.34%,"1,521",20,0.44%,0.30%,11.16%,33.33%,1,0,0.08%,0.00%,"₹19,994.00",₹0.00,1,0
B0183NW5H6,B0183NW5H6,Fossil Analog Black Dial Men's Watch-FS5164,137,2,0.05%,0.04%,173,3,0.05%,0.04%,60.49%,100.00%,1,0,0.73%,0.00%,"₹9,297.00",₹0.00,1,0
B01GZZYSRO,B01GZZYSRO,Emporio Armani Analog Blue Dial Men's Watch-Ar1979 - Stainless Steel,443,8,0.18%,0.17%,674,11,0.19%,0.16%,90.30%,80.00%,1,0,0.23%,0.00%,"₹19,597.00",₹0.00,1,0
B01GZZZ328,B01GZZZ328,Emporio Armani Luigi Analog White Dial Men's Watch - AR2502,229,2,0.09%,0.04%,331,2,0.10%,0.03%,87.46%,100.00%,1,0,0.44%,0.00%,"₹14,495.00",₹0.00,1,0
B075YP6Y69,B075YP6Y69,"Saregama Carvaan Hindi - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX (Oak Wood Brown)",309,7,0.12%,0.15%,390,7,0.11%,0.10%,22.37%,50.00%,1,0,0.32%,0.00%,"₹6,990.00",₹0.00,1,0
B0769YW2KN,B0769YW2KN,"Fossil Analog Black Dial Men's Watch - ME3154, Brown, Free Size","1,631",32,0.65%,0.68%,"2,063",49,0.59%,0.73%,70.47%,92.00%,1,0,0.06%,0.00%,"₹19,994.00",₹0.00,1,0
B078497FWZ,B078497FWZ,"Saregama Carvaan Tamil - Portable Music Player with 5000 Preloaded Songs, FM/BT/AUX (Porcelain White)",190,7,0.08%,0.15%,287,13,0.08%,0.19%,4.80%,0.00%,1,0,0.53%,0.00%,"₹6,990.00",₹0.00,1,0
B07MFZ6S2Q,B07MFZ6S2Q,Fossil Neutra Analog Black Dial and Band Men's Stainless Steel Watch-FS5525,789,11,0.31%,0.24%,"1,111",14,0.32%,0.21%,86.94%,90.00%,1,0,0.13%,0.00%,"₹14,494.00",₹0.00,1,0
B07SPCV89W,B07SPCV89W,Saregama Carvaan Mini 2.0 Bengali- Music Player with Bluetooth/FM/AM/AUX (Sunset red),570,7,0.23%,0.15%,808,10,0.23%,0.15%,4.43%,0.00%,1,0,0.18%,0.00%,"₹2,490.00",₹0.00,1,0
B07T3ZLNM3,B07T3ZLNM3,"Diesel Leather Analog Silver Dial Men's Watch-Dz4665, Band Color -Brown","1,640",21,0.65%,0.45%,"1,971",23,0.57%,0.34%,89.31%,100.00%,1,0,0.06%,0.00%,"₹21,495.00",₹0.00,1,0
B07T64HT6R,B07T64HT6R,Diesel D-Era Gold Quartz Stainless Steel Watch DZ5611,53,1,0.02%,0.02%,65,1,0.02%,0.01%,93.44%,100.00%,1,0,1.89%,0.00%,"₹19,995.00",₹0.00,1,0
