(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B01GZZYSRO,B01GZZYSRO,Emporio Armani Analog Blue Dial Men's Watch-Ar1979 - Stainless Steel,374,8,0.19%,0.21%,550,15,0.20%,0.28%,97.63%,100.00%,2,0,0.53%,0.00%,"₹36,394.00",₹0.00,2,0
B078Y2PJL4,B078Y2PJL4,"Fossil Stainless Steel Women Karli Rose Gold Dial Analog Watch Bq3181, Rose Gold Band",136,2,0.07%,0.05%,216,7,0.08%,0.13%,70.16%,66.67%,2,0,1.47%,0.00%,"₹14,394.00",₹0.00,2,0
B079XB5RXH,B079XB5RXH,Michael Kors Ritz Analogue Women's Watch (Rose Gold Dial Rose Gold Colored Strap),"1,041",23,0.52%,0.61%,"1,443",32,0.53%,0.59%,99.76%,100.00%,2,0,0.19%,0.00%,"₹48,989.00",₹0.00,2,0
B07RPQWF6B,B07RPQWF6B,Fossil Women Tillie Mini White Dial Rosegold Band Quartz Stainless Steel Analog Watch BQ3502,213,4,0.11%,0.11%,306,18,0.11%,0.33%,79.22%,0.00%,2,0,0.94%,0.00%,"₹14,394.00",₹0.00,2,0
B07RZ1R1HJ,B07RZ1R1HJ,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",767,13,0.39%,0.34%,"1,055",18,0.39%,0.33%,97.25%,100.00%,2,0,0.26%,0.00%,"₹12,995.00",₹0.00,2,0
B0846Q1JT5,B0846Q1JT5,Armani Exchange Analog Silver Dial Women's Stainless Steel Watch-Ax5901,742,8,0.37%,0.21%,965,9,0.36%,0.17%,98.05%,100.00%,2,0,0.27%,0.00%,"₹30,990.00",₹0.00,2,0
B09GYQ4RS7,B09GYQ4RS7,Fossil Everett Analog Gray Dial Men's Stainless Steel Watch-Me3206,"1,944",21,0.98%,0.55%,"2,624",34,0.97%,0.63%,94.00%,85.71%,2,0,0.10%,0.00%,"₹43,990.00",₹0.00,2,0
B0C89RHY4W,B0C89RHY4W,Fossil Analog White Dial Women's Watch-Es5306 - Stainless Steel,242,6,0.12%,0.16%,306,9,0.11%,0.17%,84.64%,100.00%,2,1,0.83%,16.67%,"₹31,990.00","₹15,995.00",2,1
B0CF5XZR93,B0CF5XZR93,Fossil Analog Black Dial Men's Watch-Fs6032 - Stainless Steel,510,7,0.26%,0.18%,698,8,0.26%,0.15%,96.05%,100.00%,2,0,0.39%,0.00%,"₹26,990.00",₹0.00,2,0
B0CH4RNWJX,B0CH4RNWJX,"Audio Array AM-C43 XLR to 3.5mm Professional Condenser Microphone Kit | Boom Arm, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black)","1,111",14,0.56%,0.37%,"1,752",29,0.65%,0.54%,2.96%,6.67%,2,0,0.18%,0.00%,"₹4,998.00",₹0.00,2,0
B0CRD2CVZL,B0CRD2CVZL,Fossil Analog Women Gold Gold Scarlette Quartz Stainless Steel Watch ES5338,349,5,0.18%,0.13%,470,6,0.17%,0.11%,94.96%,100.00%,2,0,0.57%,0.00%,"₹16,794.00",₹0.00,2,0
B0CRDG22TQ,B0CRDG22TQ,"Fossil Women Neutra Brown Quartz Leather Chronograph Watch Es5278, Dial-Color:Off-White, Band Color:Brown",578,6,0.29%,0.16%,773,8,0.28%,0.15%,96.15%,100.00%,2,1,0.35%,16.67%,"₹23,990.00","₹11,995.00",2,1
B0CZ8ZKPJ9,B0CZ8ZKPJ9,Fossil Analog Women Blue Dive Black Dial Multi-Colour Quartz Stainless Steel Watch ES5349,538,5,0.27%,0.13%,709,6,0.26%,0.11%,97.77%,50.00%,2,0,0.37%,0.00%,"₹27,191.00",₹0.00,2,0
B0D853Y52R,B0D853Y52R,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4181, Band Color:Multicolor",272,7,0.14%,0.18%,404,8,0.15%,0.15%,85.76%,100.00%,2,0,0.74%,0.00%,"₹31,990.00",₹0.00,2,0
B0D9362N4Q,B0D9362N4Q,Fossil Harlow Silver Watch ES5363,917,13,0.46%,0.34%,"1,163",16,0.43%,0.30%,94.39%,100.00%,2,0,0.22%,0.00%,"₹26,990.00",₹0.00,2,0
B0DJ2V3TH2,B0DJ2V3TH2,Fossil Men's Everett Gold Quartz Analog Stainless Steel Watch FS6090,629,10,0.32%,0.26%,825,13,0.30%,0.24%,94.38%,100.00%,2,0,0.32%,0.00%,"₹26,990.00",₹0.00,2,0
B0DKJG6R31,B0DKJG6R31,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2459,248,4,0.12%,0.11%,343,6,0.13%,0.11%,9.00%,66.67%,2,0,0.81%,0.00%,"₹16,496.00",₹0.00,2,0
B0DKJH623H,B0DKJH623H,Armani Exchange Analog Black Dial Men's Stainless Steel Watch-AX2461,273,7,0.14%,0.18%,366,12,0.13%,0.22%,79.15%,100.00%,2,0,0.73%,0.00%,"₹21,594.00",₹0.00,2,0
B0DKJJBBTS,B0DKJJBBTS,Armani Exchange Analog Gray Dial Men's Stainless Steel Watch-AX1885,"2,579",36,1.29%,0.95%,"3,287",50,1.21%,0.92%,74.03%,72.73%,2,0,0.08%,0.00%,"₹16,996.00",₹0.00,2,0
B0DKJQDKPD,B0DKJQDKPD,Armani Exchange Analog Black Dial Men's Watch-AX1964,128,6,0.06%,0.16%,179,9,0.07%,0.17%,100.00%,100.00%,2,1,1.56%,16.67%,"₹20,994.00","₹10,497.00",2,1
B0DM66B2DW,B0DM66B2DW,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",61,1,0.03%,0.03%,83,1,0.03%,0.02%,37.50%,0.00%,2,0,3.28%,0.00%,"₹2,898.00",₹0.00,2,0
B0DSBS17RY,B0DSBS17RY,Armani Exchange Silver Quartz Stainless Steel Watch AX4186,145,1,0.07%,0.03%,189,1,0.07%,0.02%,95.09%,100.00%,2,0,1.38%,0.00%,"₹28,989.00",₹0.00,2,0
B0DSBSVS4X,B0DSBSVS4X,Fossil Womens Raquel Silver Quartz Stainless Steel Blue Dial Analog Watch ES5402,340,8,0.17%,0.21%,448,13,0.17%,0.24%,92.64%,100.00%,2,0,0.59%,0.00%,"₹25,592.00",₹0.00,2,0
B0058XWUHA,B0058XWUHA,Michael Kors Parker Analog White Dial Gold Band Women's Stainless Steel Watch-MK5491,675,12,0.34%,0.32%,912,15,0.34%,0.28%,96.75%,100.00%,1,0,0.15%,0.00%,"₹22,995.00",₹0.00,1,0
B00AFTT8KE,B00AFTT8KE,"Fossil Analog Silver Dial Women's Watch - ES3284 Stainless Steel, Gold Strap",468,6,0.23%,0.16%,676,7,0.25%,0.13%,97.98%,66.67%,1,0,0.21%,0.00%,"₹12,995.00",₹0.00,1,0
B00DUCIK7U,B00DUCIK7U,Fossil Decker Brown Watch CH2882,419,5,0.21%,0.13%,525,5,0.19%,0.09%,57.34%,100.00%,1,0,0.24%,0.00%,"₹7,995.00",₹0.00,1,0
B00DUCIUDY,B00DUCIUDY,Fossil Decker Rose Gold Watch ES3352,286,5,0.14%,0.13%,449,8,0.17%,0.15%,12.28%,0.00%,1,0,0.35%,0.00%,"₹7,197.00",₹0.00,1,0
B00KNK7UHI,B00KNK7UHI,Diesel Stainless Steel Mr Daddy 2 Analog Black Dial Red Strap (Big Dial Red Strap) Men's Watch - Dz7313,901,12,0.45%,0.32%,"1,107",14,0.41%,0.26%,69.80%,66.67%,1,0,0.11%,0.00%,"₹30,995.00",₹0.00,1,0
B00PW3J8LM,B00PW3J8LM,"Fossil Men Leather Townsman Analog Black Dial Watch -Me3061, Band Color-Brown",286,5,0.14%,0.13%,360,6,0.13%,0.11%,96.95%,100.00%,1,0,0.35%,0.00%,"₹19,495.00",₹0.00,1,0
B07SZSVT1F,B07SZSVT1F,"Diesel Stainless Steel Analog Silver Dial Men's Watch-Dz2213, Band Color:Black",245,7,0.12%,0.18%,312,10,0.11%,0.18%,97.53%,100.00%,1,0,0.41%,0.00%,"₹14,347.00",₹0.00,1,0
B0846PC77Q,B0846PC77Q,Armani Exchange Analogue Men's Watch (Black Dial Black Colored Strap),168,5,0.08%,0.13%,231,7,0.09%,0.13%,99.52%,100.00%,1,0,0.60%,0.00%,"₹15,494.00",₹0.00,1,0
B0846PJPW9,B0846PJPW9,Armani Exchange Black Dial Analog Men's Watch,"3,969",76,1.99%,2.01%,"5,455",110,2.01%,2.03%,7.61%,3.92%,1,0,0.03%,0.00%,"₹6,897.00",₹0.00,1,0
B08CVP2HXP,B08CVP2HXP,"TONOR USB Microphone, Condenser Computer PC Mic with Tripod Stand, Metal,Pop Filter, Shock Mount for Gaming,Streaming,Podcasting,YouTube, Voice Over,Skype, Twitch,Compatible with Laptop Desktop, TC30",567,13,0.28%,0.34%,782,18,0.29%,0.33%,4.59%,0.00%,1,0,0.18%,0.00%,"₹2,299.00",₹0.00,1,0
B094R8FJ6J,B094R8FJ6J,Michael Kors Analog Men Alek Silver Dial Two Tone Watch MK9183,275,6,0.14%,0.16%,376,10,0.14%,0.18%,87.23%,57.14%,1,0,0.36%,0.00%,"₹16,097.00",₹0.00,1,0
B09BBK2LV4,B09BBK2LV4,Emporio Armani Silver Watch AR11360,302,3,0.15%,0.08%,389,3,0.14%,0.06%,76.86%,100.00%,1,0,0.33%,0.00%,"₹27,995.00",₹0.00,1,0
B09GYMBKMQ,B09GYMBKMQ,Armani Exchange Black Watch AX2429,384,15,0.19%,0.40%,505,25,0.19%,0.46%,90.85%,88.89%,1,0,0.26%,0.00%,"₹13,996.00",₹0.00,1,0
B09SHQSHBF,B09SHQSHBF,"Fossil Bronson Analog Black Dial Men's Watch-ME3218 Stainless Steel, Grey Strap","1,641",24,0.82%,0.63%,"1,946",33,0.72%,0.61%,96.10%,100.00%,1,0,0.06%,0.00%,"₹22,995.00",₹0.00,1,0
B0BFXL8ZP9,B0BFXL8ZP9,"Fossil Neutra Analog Green Dial Men's Watch-FS5963 Genuine Leather, Brown Strap",946,14,0.48%,0.37%,"1,218",18,0.45%,0.33%,99.10%,100.00%,1,0,0.11%,0.00%,"₹12,995.00",₹0.00,1,0
B0BS4BHNVN,B0BS4BHNVN,Michael Kors Harlowe Analog Rose Gold Dial Women's Stainless Steel Watch-Mk4710,264,7,0.13%,0.18%,343,11,0.13%,0.20%,98.45%,100.00%,1,0,0.38%,0.00%,"₹24,495.00",₹0.00,1,0
B0C77PPS9S,B0C77PPS9S,Fossil Analog White Dial Women's Watch-Es5310 - Leather,"1,146",10,0.58%,0.26%,"1,421",11,0.52%,0.20%,97.09%,100.00%,1,0,0.09%,0.00%,"₹11,995.00",₹0.00,1,0
B0C77Q5TQ5,B0C77Q5TQ5,Fossil Analog Gray Dial Women's Watch-Es5303 - Leather,603,9,0.30%,0.24%,759,19,0.28%,0.35%,95.24%,100.00%,1,1,0.17%,11.11%,"₹11,995.00","₹11,995.00",1,1
B0CBCWGTGR,B0CBCWGTGR,"Diesel Leather Analog Blue Dial Men Watch-Dz2189, Brown Band",97,1,0.05%,0.03%,138,2,0.05%,0.04%,94.02%,0.00%,1,0,1.03%,0.00%,"₹8,397.00",₹0.00,1,0
B0CCHKHCTD,B0CCHKHCTD,Emporio Armani Analog Gray Dial Men's Ceramic Watch-Ar70010,499,8,0.25%,0.21%,705,17,0.26%,0.31%,88.53%,57.14%,1,0,0.20%,0.00%,"₹23,997.00",₹0.00,1,0
B0CDPP45BM,B0CDPP45BM,"NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Car Sofa & Office Cleaning Machine | 9 Accessories |300 ML | Window Pane, Sink, Chimney Grease, Water Stain Cleaner| 4 Mtr Cord | 1000W |SC-01",689,16,0.35%,0.42%,903,19,0.33%,0.35%,16.58%,90.00%,1,0,0.15%,0.00%,"₹3,599.00",₹0.00,1,0
B0CDQHYGLW,B0CDQHYGLW,Emporio Armani Analog Multicolor Dial Women's Watch-AR11558,56,0,0.03%,0.00%,80,0,0.03%,0.00%,100.00%,0.00%,1,0,1.79%,0.00%,"₹18,897.00",₹0.00,1,0
B0CFBCTN93,B0CFBCTN93,"Fossil Machine Brown Automatic Leather Watch Me3254 - Analog, Men","1,596",28,0.80%,0.74%,"1,991",39,0.73%,0.72%,91.79%,100.00%,1,0,0.06%,0.00%,"₹20,995.00",₹0.00,1,0
B0CJ6ZHK1S,B0CJ6ZHK1S,"Fossil Stainless Steel Analog Brown Dial Women's Watch-Es5323, Band Color:Rose Gold",367,5,0.18%,0.13%,462,6,0.17%,0.11%,91.73%,100.00%,1,0,0.27%,0.00%,"₹15,995.00",₹0.00,1,0
B0CM6WH4ZT,B0CM6WH4ZT,"Audio Array AI-12 USB Bluetooth Soundcard | 1Ch Mixer interface | 2 mic inputs, 2 smartphone & PC/Mac outputs | Karaoke Recording, Mobile/PC Streaming, Live Broadcasting | Singing, Recording,Gaming",232,2,0.12%,0.05%,311,2,0.11%,0.04%,14.68%,0.00%,1,0,0.43%,0.00%,"₹1,345.00",₹0.00,1,0
B0CM9L1QZG,B0CM9L1QZG,"Audio Array AM-W16 Solo Wireless Lapel Over Ear Mic|in-Built ANC,Plug N Play,LongBattery Life,Ultra-Low Latency,Upto 30M Range|Compatible with iPhone&Android|Vlogging,Streaming,Teaching,YouTube,Black",137,4,0.07%,0.11%,194,8,0.07%,0.15%,9.70%,0.00%,1,0,0.73%,0.00%,"₹1,349.00",₹0.00,1,0
B0CR5RZRMH,B0CR5RZRMH,"Emporio Armani Stainless Steel Analog Black Dial Men's Watch-Ar11589, Band Color:Black",25,0,0.01%,0.00%,45,0,0.02%,0.00%,78.13%,0.00%,1,0,4.00%,0.00%,"₹17,147.00",₹0.00,1,0
B0CRCWV9DV,B0CRCWV9DV,"Fossil Men Sport Tourer Silver Quartz Stainless Steel Chronograph Watch Fs6048, Green Dial, Silver Band",954,28,0.48%,0.74%,"1,354",41,0.50%,0.76%,95.81%,100.00%,1,0,0.10%,0.00%,"₹11,197.00",₹0.00,1,0
B0CRCZ8TGK,B0CRCZ8TGK,"Fossil Women Carlie Gold Quartz Stainless Steel Analogue Watch Es5329, Dial-Color:White",614,7,0.31%,0.18%,788,8,0.29%,0.15%,95.19%,100.00%,1,0,0.16%,0.00%,"₹11,994.00",₹0.00,1,0
B0CRD1DRXG,B0CRD1DRXG,"Fossil Men Townsman Silver Automatic Stainless Steel Analogue Watch Me3260, Blue Dial, Silver Band","2,438",37,1.22%,0.98%,"3,036",59,1.12%,1.09%,95.65%,100.00%,1,0,0.04%,0.00%,"₹21,995.00",₹0.00,1,0
B0CZ93JG5X,B0CZ93JG5X,Michael Kors Emery Silver Watch MK4829,96,0,0.05%,0.00%,128,0,0.05%,0.00%,88.99%,0.00%,1,0,1.04%,0.00%,"₹20,495.00",₹0.00,1,0
B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",29,0,0.01%,0.00%,44,0,0.02%,0.00%,10.26%,0.00%,1,0,3.45%,0.00%,₹824.00,₹0.00,1,0
B0D63DTKQB,B0D63DTKQB,NexLev 2 in 1 Scalp Massager & red Light Therapy |LED Massage Comb for Hair Growth | 96 Tangle Free Silicone Kneading Nodes | Hand Like Head Massage | 120 Min Runtime | Type C | Washable Heads | HM-02,26,0,0.01%,0.00%,44,0,0.02%,0.00%,21.62%,0.00%,1,0,3.85%,0.00%,"₹1,462.00",₹0.00,1,0
B0D84YD59Y,B0D84YD59Y,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax5725, Band Color:Gold",164,1,0.08%,0.03%,205,1,0.08%,0.02%,92.97%,0.00%,1,0,0.61%,0.00%,"₹12,495.00",₹0.00,1,0
B0D8572WTJ,B0D8572WTJ,"Armani Exchange Stainless Steel Analog Black Dial Men's Watch-Ax4183, Band Color:Black",322,3,0.16%,0.08%,426,3,0.16%,0.06%,97.84%,100.00%,1,0,0.31%,0.00%,"₹15,995.00",₹0.00,1,0
B0D858SPK4,B0D858SPK4,"Armani Exchange Stainless Steel Analog Silver Dial Women's Watch-Ax7161Set, Band Color:Multicolor",79,4,0.04%,0.11%,100,4,0.04%,0.07%,100.00%,100.00%,1,0,1.27%,0.00%,"₹16,995.00",₹0.00,1,0
B0D936P9C1,B0D936P9C1,Fossil Everett Brown Watch ME3261,378,8,0.19%,0.21%,491,12,0.18%,0.22%,92.69%,100.00%,1,0,0.26%,0.00%,"₹19,995.00",₹0.00,1,0
B0D9564Z9T,B0D9564Z9T,Michael Kors Accelerator 2.0 Silver Watch MK9176,149,5,0.07%,0.13%,206,13,0.08%,0.24%,96.26%,100.00%,1,0,0.67%,0.00%,"₹11,998.00",₹0.00,1,0
B0D9573TBX,B0D9573TBX,Michael Kors Accelerator 2.0 Black Watch MK9179,83,3,0.04%,0.08%,116,5,0.04%,0.09%,78.43%,0.00%,1,0,1.20%,0.00%,"₹17,147.00",₹0.00,1,0
B0DC674ZNR,B0DC674ZNR,Fossil Sport Tourer Black Quartz Silicone Watch FS6087,527,6,0.26%,0.16%,691,11,0.25%,0.20%,93.76%,100.00%,1,0,0.19%,0.00%,"₹10,147.00",₹0.00,1,0
B0DJ2VFZWN,B0DJ2VFZWN,Fossil Men's Minimalist Brown Analog Quartz Leather Watch FS6094,513,7,0.26%,0.18%,676,9,0.25%,0.17%,68.62%,100.00%,1,0,0.19%,0.00%,"₹7,995.00",₹0.00,1,0
B0DJ2WJ9R7,B0DJ2WJ9R7,Michael Kors Lexington Rose Gold Watch MK4863,127,6,0.06%,0.16%,159,7,0.06%,0.13%,99.28%,100.00%,1,0,0.79%,0.00%,"₹22,995.00",₹0.00,1,0
B0DJ2WKCPD,B0DJ2WKCPD,Fossil Women's Harlow Pink Quartz Analog Stainless Steel Watch ES5386,177,3,0.09%,0.08%,249,5,0.09%,0.09%,66.20%,75.00%,1,0,0.56%,0.00%,"₹13,495.00",₹0.00,1,0
