week,brand,model,channel,sku,sku_status,units_sold,gross_sales,gmv,nlc,sales_nlc,category_l0,category_l1,category_l2
Week 1,Audio Array,PB-14 (AM-C43+AH-40-SL+AI-12),B2B,FBA79908,,0,0,,,,,,
Week 1,Audio Array,AM-C31,B2B,FBA78204,,0,0,,,,,,
Week 1,Audio Array,AM-C17,B2B,FBA76720,,0,0,,,,,,
Week 1,Audio Array,AM-C25,B2B,FBA76728,,0,0,,,,,,
Week 1,Audio Array,AM-K2,B2B,FBA76743,,0,0,,,,,,
Week 1,Audio Array,AI-09,B2B,FBA79014,,0,0,,,,,,
Week 1,Audio Array,AA-07,B2B,FBA76734,,0,0,,,,,,
Week 1,Audio Array,AM-A1,B2B,FBA78419,,0,0,,,,,,
Week 1,Audio Array,AA-18,B2B,FBA78972,,0,0,,,,,,
Week 1,Audio Array,AM-C12,B2B,FBA76715,,0,0,,,,,,
Week 1,Audio Array,AM-C22,B2B,FBA76725,,0,0,,,,,,
Week 1,Audio Array,PB-11 (AM-C44+AA-05+AH-45-BK),B2B,FBA79905,,0,0,,,,,,
Week 1,Audio Array,AM-C34,B2B,FBA78421,,0,0,,,,,,
Week 1,Audio Array,AM-W21,B2B,FBA79722,,0,0,,,,,,
Week 1,Audio Array,AM-C8,B2B,FBA75682,,0,0,,,,,,
Week 1,Audio Array,AM-C9,B2B,FBA75685,,0,0,,,,,,
Week 1,Audio Array,AA-17,B2B,FBA78971,,0,0,,,,,,
Week 1,Audio Array,AA-08,B2B,FBA76735,,0,0,,,,,,
Week 1,Audio Array,AI-01,B2B,FBA76732,,0,0,,,,,,
Week 1,Audio Array,AI-08,B2B,FBA79013,,0,0,,,,,,
Week 1,Audio Array,AM-C24,B2B,FBA76727,,0,0,,,,,,
Week 1,Audio Array,AM-C18,B2B,FBA76721,,0,0,,,,,,
Week 1,Audio Array,AM-C19,B2B,FBA76722,,0,0,,,,,,
Week 1,Audio Array,AM-K3,B2B,FBA76744,,0,0,,,,,,
Week 1,Audio Array,AH-50 Ear Cushion,B2B,FBA79814,,0,0,,,,,,
Week 1,Audio Array,AM-C15,B2B,FBA76718,,0,0,,,,,,
Week 1,Audio Array,AI-07,B2B,FBA79012,,0,0,,,,,,
Week 1,Audio Array,AA-10,B2B,FBA76737,,0,0,,,,,,
Week 1,Audio Array,AM-C14,B2B,FBA76717,,0,0,,,,,,
Week 1,Audio Array,AA-11,B2B,FBA76738,,0,0,,,,,,
Week 1,Audio Array,AM-C26,B2B,FBA76729,,0,0,,,,,,
Week 1,Audio Array,AI-04 Black,B2B,FBA77010,,0,0,,,,,,
Week 1,Audio Array,AM-C1,B2B,FBA75673,,0,0,,,,,,
Week 1,Audio Array,AM-C16,B2B,FBA76719,,0,0,,,,,,
Week 1,Audio Array,AM-C21,B2B,FBA76724,,0,0,,,,,,
Week 1,Audio Array,AI-02,B2B,FBA76733,,0,0,,,,,,
Week 1,Audio Array,AA-09,B2B,FBA76736,,0,0,,,,,,
Week 1,Audio Array,AA-13,B2B,FBA76740,,0,0,,,,,,
Week 1,Audio Array,AA-14,B2B,FBA76741,,0,0,,,,,,
Week 1,Audio Array,AA-15,B2B,FBA78207,,0,0,,,,,,
Week 1,Audio Array,AA-16,B2B,FBA78970,,0,0,,,,,,
Week 1,Audio Array,AA-23,B2B,FBA78977,,0,0,,,,,,
Week 1,Audio Array,AA-24,B2B,FBA78978,,0,0,,,,,,
Week 1,Audio Array,AI-05,B2B,FBA79004,,0,0,,,,,,
Week 1,Audio Array,AB-02 (AI-04 Red + AM-C2),B2B,FBA79180,,0,0,,,,,,
Week 1,Audio Array,AB-03 (AM-C11+ AI-04 + AA-05),B2B,FBA79181,,0,0,,,,,,
Week 1,Audio Array,AB-04 (2xAM-C2 + AI-04 Red),B2B,FBA79182,,0,0,,,,,,
Week 1,Audio Array,AB-05 (2xAM-C11+AI-04Red+2xAA-05),B2B,FBA79183,,0,0,,,,,,
Week 1,Audio Array,AI-06 + AM-C45,B2B,FBA79837,,0,0,,,,,,
Week 1,Audio Array,PB-13 (AM-C43+AH-40-SL+AI-11),B2B,FBA79907,,0,0,,,,,,
Week 1,Audio Array,AWB-01,B2B,FBA79389,,0,0,,,,,,
Week 1,Audio Array,A2-XLR,B2B,FBA80006,,0,0,,,,,,
Week 2,Audio Array,AI-04 Red,Amazon,FBA76864,,1,4399,,,,,,
Week 2,Audio Array,AM-C1,Amazon,FBA75673,,0,0,,,,,,
Week 2,Audio Array,AM-S1,Amazon,FBA79482,,25,220824,,,,,,
Week 2,Audio Array,AH-50,Amazon,FBA79813,,3,5847,,,,,,
Week 2,Audio Array,AM-Pro12,Amazon,FBA79964,,0,0,,,,,,
Week 2,Audio Array,AM-C46,Amazon,FBA79380,,0,0,,,,,,
Week 2,Audio Array,AM-Mix8,Amazon,FBA79963,,0,0,,,,,,
Week 2,Audio Array,AI-10,Amazon,FBA79103,,3,6498,,,,,,
Week 2,Audio Array,AM-C43,Amazon,FBA79011,,0,0,,,,,,
Week 2,Audio Array,AA-21,Amazon,FBA78975,,0,0,,,,,,
Week 2,Audio Array,AM-W12,Amazon,FBA75688,,0,0,,,,,,
Week 2,Audio Array,AM-Mix10,Amazon,FBA79966,,0,0,,,,,,
Week 2,Audio Array,AM-W18,Amazon,FBA79109,,3,2473,,,,,,
Week 2,Audio Array,AM-W45,Amazon,FBA79005,,0,0,,,,,,
Week 2,Audio Array,AM-W22,Amazon,FBA79816,,7,21570,,,,,,
Week 2,Audio Array,AM-W13,Amazon,FBA75689,,5,7996,,,,,,
Week 2,Audio Array,AH-45 BK,Amazon,FBA79839,,4,5796,,,,,,
Week 2,Audio Array,AM-W19,Amazon,FBA79815,,1,1999,,,,,,
Week 2,Audio Array,AA-19BL,Amazon,FBA79355,,1,4995,,,,,,
Week 2,Audio Array,AM-Mix6,Amazon,FBA79965,,0,0,,,,,,
Week 2,Audio Array,UB-03 (AM-S1 + AA-22),Amazon,FBA79969,,0,0,,,,,,
Week 2,Audio Array,PB-10 (AM-C2+AI-04+AH-60-BL),Amazon,FBA79904,,0,0,,,,,,
Week 2,Audio Array,AA-19,Amazon,FBA78973,,5,18495,,,,,,
Week 2,Audio Array,AM-C2,Amazon,FBA75674,,1,3799,,,,,,
Week 2,Audio Array,AM-W23,Amazon,FBA79957,,0,0,,,,,,
Week 2,Audio Array,AA-05,Amazon,FBA76414,,2,1308,,,,,,
Week 2,Audio Array,AM-W47 Wireless,Amazon,FBA79960,,0,0,,,,,,
Week 2,Audio Array,AI-14,Amazon,FBA79968,,0,0,,,,,,
Week 2,Audio Array,M8,Amazon,FBA79972,,0,0,,,,,,
Week 2,Audio Array,AM-W32,Amazon,FBA79445,,2,7098,,,,,,
Week 2,Audio Array,AM-Mix4 OTG,Amazon,FBA79962,,0,0,,,,,,
Week 2,Audio Array,AM-W36,Amazon,FBA79449,,0,0,,,,,,
Week 2,Audio Array,AM-C28,Amazon,FBA76862,,16,23235,,,,,,
Week 2,Audio Array,AM-C44,Amazon,FBA79106,,0,0,,,,,,
Week 2,Audio Array,AA-26,Amazon,FBA79694,,17,8116,,,,,,
Week 2,Audio Array,AM-C10,Amazon,FBA75690,,0,0,,,,,,
Week 2,Audio Array,AI-11,Amazon,FBA79104,,0,0,,,,,,
Week 2,Audio Array,AM-W17,Amazon,FBA79107,,5,8745,,,,,,
Week 2,Audio Array,AM-W34,Amazon,FBA79447,,2,7048,,,,,,
Week 2,Audio Array,PB-04 (AI-04 Red + AM-C44 x 2),Amazon,FBA79833,,0,0,,,,,,
Week 2,Audio Array,AM-W47 Wired,Amazon,FBA79959,,0,0,,,,,,
Week 2,Audio Array,AM-C5,Amazon,FBA75677,,1,2345,,,,,,
Week 2,Audio Array,AH-60 BL,Amazon,FBA79841,,3,5697,,,,,,
Week 2,Audio Array,AM-C45,Amazon,FBA79379,,2,6998,,,,,,
Week 2,Audio Array,AA-04,Amazon,FBA75684,,5,8175,,,,,,
Week 2,Audio Array,AI-13,Amazon,FBA79961,,0,0,,,,,,
Week 2,Audio Array,AM-W33,Amazon,FBA79446,,1,1999,,,,,,
Week 2,Audio Array,AH-60 RD,Amazon,FBA79840,,2,1899,,,,,,
Week 2,Audio Array,SB-01,Amazon,FBK79708,,5,6395,,,,,,
Week 2,Audio Array,GB-02 (AM-C43 + AI-11),Amazon,FBA79825,,0,0,,,,,,
Week 2,Audio Array,PB-06 (AA-05 + AM-C44 + AI-04),Amazon,FBA79835,,0,0,,,,,,
Week 2,Audio Array,AM-W24,Amazon,FBA79958,,0,0,,,,,,
Week 2,Audio Array,PB-03 (AI-04 Red + AM-C11 x 2),Amazon,FBA79827,,0,0,,,,,,
Week 2,Audio Array,AM-C42,Amazon,FBA79010,,2,2399,,,,,,
Week 2,Audio Array,AM-C39,Amazon,FBA78960,,1,1699,,,,,,
Week 2,Audio Array,AM-C48,Amazon,FBA79842,,3,7198,,,,,,
Week 2,Audio Array,AA-02,Amazon,FBA75679,,3,7497,,,,,,
Week 2,Audio Array,UB-02 (AM-S1 + AA-21),Amazon,FBA79845,,0,0,,,,,,
Week 2,Audio Array,AA-25,Amazon,FBA79064,,3,1498,,,,,,
Week 2,Audio Array,PB-12 (AM-C11+AA-05+AI-04+AH-60-RD),Amazon,FBA79906,,0,0,,,,,,
Week 2,Audio Array,AC-6XL,Amazon,FBA77171,,12,6588,,,,,,
Week 2,Audio Array,AA-01,Amazon,FBA75678,,1,2195,,,,,,
Week 2,Audio Array,AM-C44 Pro,Amazon,FBA79655,,1,5299,,,,,,
Week 2,Audio Array,SB-01,Amazon,FBK79708,,8,7832,,,,,,
Week 2,Audio Array,AI-06,Amazon,FBA79008,,0,0,,,,,,
Week 2,Audio Array,AM-K1,Amazon,FBA76742,,0,0,,,,,,
Week 2,Audio Array,AM-C41,Amazon,FBK79009,,4,6476,,,,,,
Week 2,Audio Array,AM-W35,Amazon,FBA79448,,2,6398,,,,,,
Week 2,Audio Array,AM-C11X Pro,Amazon,FBA79846,,0,0,,,,,,
Week 2,Audio Array,AM-W16,Amazon,FBA79108,,4,4047,,,,,,
Week 2,Audio Array,AA-25M,Amazon,FBA79903,,7,6043,,,,,,
Week 2,Audio Array,AI-12,Amazon,FBA79105,,3,4190,,,,,,
Week 2,Audio Array,PB-08 (AM-C1 + AI-04),Amazon,FBA79844,,0,0,,,,,,
Week 2,Audio Array,AC-3XL,Amazon,FBA79820,,3,1360,,,,,,
Week 2,Audio Array,AM-C7,Amazon,FBA75681,,7,15523,,,,,,
Week 2,Audio Array,AA-20,Amazon,FBA78974,,0,0,,,,,,
Week 2,Audio Array,AM-W14,Amazon,FBA75691,,0,0,,,,,,
Week 2,Audio Array,AA-03,Amazon,FBA75683,,4,2010,,,,,,
Week 2,Audio Array,AH-40 SL,Amazon,FBA79838,,15,18025,,,,,,
Week 2,Audio Array,AA-06,Amazon,FBA76597,,0,0,,,,,,
Week 2,Audio Array,AM-C47,Amazon,FBA79783,,1,3190.24,,,,,,
Week 2,Audio Array,AM-C6,Amazon,FBA75680,,0,0,,,,,,
Week 2,Audio Array,AM-C3,Amazon,FBA75675,,0,0,,,,,,
Week 2,Audio Array,AM-C11,Amazon,FBA75692,,1,4899,,,,,,
Week 2,Audio Array,AM-C42,Amazon,FBA79010,,1,2400,,,,,,
Week 2,Audio Array,AM-W11,Amazon,FBA75687,,3,4398,,,,,,
Week 2,Audio Array,AM-C45 Pro,Amazon,FBA79653,,0,0,,,,,,
Week 2,Audio Array,AI-03,Amazon,FBA76863,,2,0,,,,,,
Week 2,Audio Array,AM-C4,Amazon,FBA75676,,1,1899,,,,,,
Week 2,Audio Array,GB-05 (AM-C43 + AI-06),Amazon,FBA79832,,0,0,,,,,,
Week 2,Audio Array,AM-C3a,Amazon,FBA79016,,3,2085,,,,,,
Week 2,Audio Array,AA-22,Amazon,FBA78976,,1,3699,,,,,,
Week 2,Audio Array,AM-W21,Amazon,FBA79722,,0,0,,,,,,
Week 2,Audio Array,AM-C11X,Amazon,FBA78925,,2,7298,,,,,,
Week 2,Audio Array,AM-C41,Amazon,FBK79009,,0,0,,,,,,
Week 2,Audio Array,AM-C40,Amazon,FBA78961,,1,2499,,,,,,
Week 2,Audio Array,AM-C30,Amazon,FBA78203,,0,0,,,,,,
Week 2,Audio Array,AM-W19,Amazon,FBA79815,,,,,,,,,
Week 2,Audio Array,AM-C20,Amazon,FBA76723,,1,1349,,,,,,
Week 2,Audio Array,AM-C13,Amazon,FBA76716,,1,599,,,,,,
Week 2,Audio Array,AM-C33,Amazon,FBA78420,,0,0,,,,,,
Week 2,Audio Array,AM-S2,Amazon,FBA79848,,0,0,,,,,,
Week 2,Audio Array,AM-C11 Pro,Amazon,FBA79654,,1,5399,,,,,,
Week 2,Audio Array,A3-XLR,Amazon,FBA79956,,0,0,,,,,,
Week 2,Audio Array,AM-W10,Amazon,FBA75686,,4,14796,,,,,,
Week 2,Audio Array,AM-C50,Amazon,FBA79995,,0,0,,,,,,
Week 2,Audio Array,AM-C49,Amazon,FBA79996,,0,0,,,,,,
Week 2,Audio Array,AM-C51,Amazon,FBA80009,,0,0,,,,,,
Week 2,Audio Array,AM-C52,Amazon,FBA80010,,0,0,,,,,,
Week 2,Audio Array,AK-37-B,Amazon,FBA79979,,0,0,,,,,,
Week 2,Audio Array,AA-19WL,Amazon,FBA79356,,1,4999,,,,,,
Week 2,Audio Array,AM-W33 Pro,Amazon,FBA80002,,0,0,,,,,,
Week 2,Audio Array,AM-W20,Amazon,FBA79444,,1,1899,,,,,,
Week 2,Audio Array,AK-37-W,Amazon,FBA79980,,0,0,,,,,,
Week 2,Audio Array,AK-61 Neo,Amazon,FBA79981,,0,0,,,,,,
Week 2,Audio Array,AK-61 Pro,Amazon,FBA79982,,0,0,,,,,,
Week 2,Audio Array,AM-W48,Amazon,FBA79983,,0,0,,,,,,
Week 2,Audio Array,MT-12,Amazon,FBA80007,,0,0,,,,,,
Week 2,Audio Array,AM-W32 Pro,Amazon,FBA80003,,0,0,,,,,,
Week 2,Audio Array,AM-W36 Pro,Amazon,FBA80004,,0,0,,,,,,
Week 2,Audio Array,JTG800,Amazon,FBA79999,,0,0,,,,,,
Week 2,Audio Array,T-835,Amazon,FBA80005,,0,0,,,,,,
Week 2,Audio Array,AM-W20,Amazon,FBA79444,,0,0,,,,,,
Week 2,Audio Array,AM-C27,Amazon,FBA76730,,0,0,,,,,,
Week 2,Audio Array,AM-W46,Amazon,FBA79230,,0,0,,,,,,
Week 2,Audio Array,GB-01 (AM-C43 +AI-10),Amazon,FBA79824,,1,5349,,,,,,
Week 2,Audio Array,AE831,Amazon,FBA79975,,0,0,,,,,,
Week 2,Audio Array,W3,Amazon,FBA79997,,0,0,,,,,,
Week 2,Audio Array,W5,Amazon,FBA79998,,0,0,,,,,,
Week 2,Audio Array,DP-718H,Amazon,FBA80000,,0,0,,,,,,
Week 2,Audio Array,USB718,Amazon,FBA80001,,0,0,,,,,,
Week 2,Audio Array,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",Amazon,FBA79821,,1,19499,,,,,,
Week 2,Audio Array,KB-01 (AM-W32 + AI-12),Amazon,FBA79822,,1,4499,,,,,,
Week 2,Audio Array,AM-C29,Amazon,FBA77011,,0,0,,,,,,
Week 2,Audio Array,GB-03 (AI-12 + AM-C43),Amazon,FBA79830,,2,7098,,,,,,
Week 2,Audio Array,PB-07 (AA-05 + AM-C45 + AI-04),Amazon,FBA79836,,0,0,,,,,,
Week 2,Audio Array,PB-09 (AM-C45 + AI-06 + AA-05),Amazon,FBA79847,,0,0,,,,,,
Week 2,Audio Array,GB-04 (AM-C45 + AI-06),Amazon,FBA79831,,0,0,,,,,,
Week 2,Audio Array,AM-C32,Amazon,FBA78205,,0,0,,,,,,
Week 2,Audio Array,PB-02 (AI-04 Red + AM-C11 + AA-05),Amazon,FBA79826,,0,0,,,,,,
Week 2,Audio Array,JT-1,Amazon,FBA79976,,0,0,,,,,,
Week 2,Audio Array,BM-320PRO,Amazon,FBA79977,,0,0,,,,,,
Week 2,Audio Array,AM-Pro16,Amazon,FBA80011,,0,0,,,,,,
Week 2,Audio Array,AM-Pro24,Amazon,FBA80012,,0,0,,,,,,
Week 2,Audio Array,XM-16,Amazon,FBA80013,,0,0,,,,,,
Week 2,Audio Array,XM-24,Amazon,FBA80014,,0,0,,,,,,
Week 2,Audio Array,AM-C37,Amazon,FBA78424,,0,0,,,,,,
Week 2,Audio Array,AM-C38,Amazon,FBA78425,,0,0,,,,,,
Week 2,Audio Array,AM-C36,Amazon,FBA78423,,0,0,,,,,,
Week 2,Audio Array,PB-01 (AM-C11 + AI-04),Amazon,FBA79823,,0,0,,,,,,
Week 2,Audio Array,AM-W15,Amazon,FBA78206,,0,0,,,,,,
Week 2,Audio Array,AI-02 2x2| Metallic Red,Amazon,FBA79070,,0,0,,,,,,
Week 2,Audio Array,PB-05 (AA-05 + AM-C11 + AI-04),Amazon,FBA79834,,0,0,,,,,,
Week 2,Audio Array,AM-C23,Amazon,FBA76726,,0,0,,,,,,
Week 2,Audio Array,AA-12,Amazon,FBA76739,,0,0,,,,,,
Week 2,Audio Array,AB-01,Amazon,FBA78986,,0,0,,,,,,
Week 2,Audio Array,AM-C35,Amazon,FBA78422,,0,0,,,,,,
Week 2,Audio Array,PB-14 (AM-C43+AH-40-SL+AI-12),Amazon,FBA79908,,0,0,,,,,,
Week 2,Audio Array,AM-C31,Amazon,FBA78204,,0,0,,,,,,
Week 2,Audio Array,AM-C17,Amazon,FBA76720,,0,0,,,,,,
Week 2,Audio Array,AM-C25,Amazon,FBA76728,,1,1999,,,,,,
Week 2,Audio Array,AM-K2,Amazon,FBA76743,,0,0,,,,,,
Week 2,Audio Array,AI-09,Amazon,FBA79014,,0,0,,,,,,
Week 2,Audio Array,AA-07,Amazon,FBA76734,,0,0,,,,,,
Week 2,Audio Array,AM-A1,Amazon,FBA78419,,0,0,,,,,,
Week 2,Audio Array,AA-18,Amazon,FBA78972,,0,0,,,,,,
Week 2,Audio Array,AM-C12,Amazon,FBA76715,,0,0,,,,,,
Week 2,Audio Array,AM-C22,Amazon,FBA76725,,0,0,,,,,,
Week 2,Audio Array,PB-11 (AM-C44+AA-05+AH-45-BK),Amazon,FBA79905,,0,0,,,,,,
Week 2,Audio Array,AM-C34,Amazon,FBA78421,,0,0,,,,,,
Week 2,Audio Array,AM-W21,Amazon,FBA79722,,0,0,,,,,,
Week 2,Audio Array,AM-C8,Amazon,FBA75682,,0,0,,,,,,
Week 2,Audio Array,AM-C9,Amazon,FBA75685,,0,0,,,,,,
Week 2,Audio Array,AA-17,Amazon,FBA78971,,0,0,,,,,,
Week 2,Audio Array,AA-08,Amazon,FBA76735,,0,0,,,,,,
Week 2,Audio Array,AI-01,Amazon,FBA76732,,0,0,,,,,,
Week 2,Audio Array,AI-08,Amazon,FBA79013,,0,0,,,,,,
Week 2,Audio Array,AM-C24,Amazon,FBA76727,,0,0,,,,,,
Week 2,Audio Array,AM-C18,Amazon,FBA76721,,0,0,,,,,,
Week 2,Audio Array,AM-C19,Amazon,FBA76722,,0,0,,,,,,
Week 2,Audio Array,AM-K3,Amazon,FBA76744,,0,0,,,,,,
Week 2,Audio Array,AH-50 Ear Cushion,Amazon,FBA79814,,0,0,,,,,,
Week 2,Audio Array,AM-C15,Amazon,FBA76718,,0,0,,,,,,
Week 2,Audio Array,AI-07,Amazon,FBA79012,,0,0,,,,,,
Week 2,Audio Array,AA-10,Amazon,FBA76737,,0,0,,,,,,
Week 2,Audio Array,AM-C14,Amazon,FBA76717,,0,0,,,,,,
Week 2,Audio Array,AA-11,Amazon,FBA76738,,0,0,,,,,,
Week 2,Audio Array,AM-C26,Amazon,FBA76729,,0,0,,,,,,
Week 2,Audio Array,AI-04 Black,Amazon,FBA77010,,0,0,,,,,,
Week 2,Audio Array,AM-C1,Amazon,FBA75673,,0,0,,,,,,
Week 2,Audio Array,AM-C16,Amazon,FBA76719,,0,0,,,,,,
Week 2,Audio Array,AM-C21,Amazon,FBA76724,,0,0,,,,,,
Week 2,Audio Array,AI-02,Amazon,FBA76733,,0,0,,,,,,
Week 2,Audio Array,AA-09,Amazon,FBA76736,,0,0,,,,,,
Week 2,Audio Array,AA-13,Amazon,FBA76740,,0,0,,,,,,
Week 2,Audio Array,AA-14,Amazon,FBA76741,,0,0,,,,,,
Week 2,Audio Array,AA-15,Amazon,FBA78207,,0,0,,,,,,
Week 2,Audio Array,AA-16,Amazon,FBA78970,,0,0,,,,,,
Week 2,Audio Array,AA-23,Amazon,FBA78977,,0,0,,,,,,
Week 2,Audio Array,AA-24,Amazon,FBA78978,,0,0,,,,,,
Week 2,Audio Array,AI-05,Amazon,FBA79004,,0,0,,,,,,
Week 2,Audio Array,AB-02 (AI-04 Red + AM-C2),Amazon,FBA79180,,0,0,,,,,,
Week 2,Audio Array,AB-03 (AM-C11+ AI-04 + AA-05),Amazon,FBA79181,,0,0,,,,,,
Week 2,Audio Array,AB-04 (2xAM-C2 + AI-04 Red),Amazon,FBA79182,,0,0,,,,,,
Week 2,Audio Array,AB-05 (2xAM-C11+AI-04Red+2xAA-05),Amazon,FBA79183,,0,0,,,,,,
Week 2,Audio Array,AI-06 + AM-C45,Amazon,FBA79837,,0,0,,,,,,
Week 2,Audio Array,PB-13 (AM-C43+AH-40-SL+AI-11),Amazon,FBA79907,,0,0,,,,,,
Week 2,Audio Array,AWB-01,Amazon,FBA79389,,0,0,,,,,,
Week 2,Audio Array,A2-XLR,Amazon,FBA80006,,0,0,,,,,,
Week 2,Audio Array,AI-04 Red,1p Sales,FBA76864,,148,653338.1874,,,,,,
Week 2,Audio Array,AM-C1,1p Sales,FBA75673,,202,539474.3824,,,,,,
Week 2,Audio Array,AM-S1,1p Sales,FBA79482,,32,274667.9392,,,,,,
Week 2,Audio Array,AH-50,1p Sales,FBA79813,,48,92287.977,,,,,,
Week 2,Audio Array,AM-Pro12,1p Sales,FBA79964,,0,0,,,,,,
Week 2,Audio Array,AM-C46,1p Sales,FBA79380,,64,225845.8286,,,,,,
Week 2,Audio Array,AM-Mix8,1p Sales,FBA79963,,0,0,,,,,,
Week 2,Audio Array,AI-10,1p Sales,FBA79103,,31,97531.9324,,,,,,
Week 2,Audio Array,AM-C43,1p Sales,FBA79011,,25,62423.0738,,,,,,
Week 2,Audio Array,AA-21,1p Sales,FBA78975,,16,59184.0092,,,,,,
Week 2,Audio Array,AM-W12,1p Sales,FBA75688,,2,7664.9968,,,,,,
Week 2,Audio Array,AM-Mix10,1p Sales,FBA79966,,0,0,,,,,,
Week 2,Audio Array,AM-W18,1p Sales,FBA79109,,63,74906.9192,,,,,,
Week 2,Audio Array,AM-W45,1p Sales,FBA79005,,19,94851.0432,,,,,,
Week 2,Audio Array,AM-W22,1p Sales,FBA79816,,8,28776.011,,,,,,
Week 2,Audio Array,AM-W13,1p Sales,FBA75689,,2,3797.9952,,,,,,
Week 2,Audio Array,AH-45 BK,1p Sales,FBA79839,,15,22010.0444,,,,,,
Week 2,Audio Array,AM-W19,1p Sales,FBA79815,,0,0,,,,,,
Week 2,Audio Array,AA-19BL,1p Sales,FBA79355,,1,4998.9992,,,,,,
Week 2,Audio Array,AM-Mix6,1p Sales,FBA79965,,0,0,,,,,,
Week 2,Audio Array,UB-03 (AM-S1 + AA-22),1p Sales,FBA79969,,0,0,,,,,,
Week 2,Audio Array,PB-10 (AM-C2+AI-04+AH-60-BL),1p Sales,FBA79904,,4,39995.9938,,,,,,
Week 2,Audio Array,AA-19,1p Sales,FBA78973,,12,44667.9442,,,,,,
Week 2,Audio Array,AM-C2,1p Sales,FBA75674,,18,68382.003,,,,,,
Week 2,Audio Array,AM-W23,1p Sales,FBA79957,,0,0,,,,,,
Week 2,Audio Array,AA-05,1p Sales,FBA76414,,53,34397,,,,,,
Week 2,Audio Array,AM-W47 Wireless,1p Sales,FBA79960,,0,0,,,,,,
Week 2,Audio Array,AI-14,1p Sales,FBA79968,,0,0,,,,,,
Week 2,Audio Array,M8,1p Sales,FBA79972,,0,0,,,,,,
Week 2,Audio Array,AM-W32,1p Sales,FBA79445,,0,0,,,,,,
Week 2,Audio Array,AM-Mix4 OTG,1p Sales,FBA79962,,0,0,,,,,,
Week 2,Audio Array,AM-W36,1p Sales,FBA79449,,5,28895.0022,,,,,,
Week 2,Audio Array,AM-C28,1p Sales,FBA76862,,13,20137.1012,,,,,,
Week 2,Audio Array,AM-C44,1p Sales,FBA79106,,5,23835.0206,,,,,,
Week 2,Audio Array,AA-26,1p Sales,FBA79694,,44,22079.9358,,,,,,
Week 2,Audio Array,AM-C10,1p Sales,FBA75690,,8,31793.9908,,,,,,
Week 2,Audio Array,AI-11,1p Sales,FBA79104,,20,30136.9994,,,,,,
Week 2,Audio Array,AM-W17,1p Sales,FBA79107,,4,6995.984,,,,,,
Week 2,Audio Array,AM-W34,1p Sales,FBA79447,,5,17494.9986,,,,,,
Week 2,Audio Array,PB-04 (AI-04 Red + AM-C44 x 2),1p Sales,FBA79833,,0,0,,,,,,
Week 2,Audio Array,AM-W47 Wired,1p Sales,FBA79959,,0,0,,,,,,
Week 2,Audio Array,AM-C5,1p Sales,FBA75677,,5,11736.988,,,,,,
Week 2,Audio Array,AH-60 BL,1p Sales,FBA79841,,4,7795.9768,,,,,,
Week 2,Audio Array,AM-C45,1p Sales,FBA79379,,6,20993.97,,,,,,
Week 2,Audio Array,AA-04,1p Sales,FBA75684,,11,18113.059,,,,,,
Week 2,Audio Array,AI-13,1p Sales,FBA79961,,0,0,,,,,,
Week 2,Audio Array,AM-W33,1p Sales,FBA79446,,12,20537.9944,,,,,,
Week 2,Audio Array,AH-60 RD,1p Sales,FBA79840,,3,5737.0066,,,,,,
Week 2,Audio Array,SB-01,1p Sales,FBK79708,,0,0,,,,,,
Week 2,Audio Array,GB-02 (AM-C43 + AI-11),1p Sales,FBA79825,,0,0,,,,,,
Week 2,Audio Array,PB-06 (AA-05 + AM-C44 + AI-04),1p Sales,FBA79835,,0,0,,,,,,
Week 2,Audio Array,AM-W24,1p Sales,FBA79958,,0,0,,,,,,
Week 2,Audio Array,PB-03 (AI-04 Red + AM-C11 x 2),1p Sales,FBA79827,,0,0,,,,,,
Week 2,Audio Array,AM-C42,1p Sales,FBA79010,,0,0,,,,,,
Week 2,Audio Array,AM-C39,1p Sales,FBA78960,,6,10194.0082,,,,,,
Week 2,Audio Array,AM-C48,1p Sales,FBA79842,,3,10901.9964,,,,,,
Week 2,Audio Array,AA-02,1p Sales,FBA75679,,3,7497.012,,,,,,
Week 2,Audio Array,UB-02 (AM-S1 + AA-21),1p Sales,FBA79845,,0,0,,,,,,
Week 2,Audio Array,AA-25,1p Sales,FBA79064,,4,3046.0166,,,,,,
Week 2,Audio Array,PB-12 (AM-C11+AA-05+AI-04+AH-60-RD),1p Sales,FBA79906,,0,0,,,,,,
Week 2,Audio Array,AC-6XL,1p Sales,FBA77171,,21,11528.9776,,,,,,
Week 2,Audio Array,AA-01,1p Sales,FBA75678,,1,2195.0006,,,,,,
Week 2,Audio Array,AM-C44 Pro,1p Sales,FBA79655,,5,26495.012,,,,,,
Week 2,Audio Array,SB-01,1p Sales,FBK79708,,2,2598.006,,,,,,
Week 2,Audio Array,AI-06,1p Sales,FBA79008,,0,0,,,,,,
Week 2,Audio Array,AM-K1,1p Sales,FBA76742,,0,0,,,,,,
Week 2,Audio Array,AM-C41,1p Sales,FBK79009,,0,0,,,,,,
Week 2,Audio Array,AM-W35,1p Sales,FBA79448,,2,6398.0072,,,,,,
Week 2,Audio Array,AM-C11X Pro,1p Sales,FBA79846,,0,0,,,,,,
Week 2,Audio Array,AM-W16,1p Sales,FBA79108,,2,2727.9948,,,,,,
