PO,Order date,Last updated,PO Status,Confirmation Status,Ship-to location,ASIN,SKU,Model,Brand,Accepted quantity,Received quantity,Remaining quantity,Cancelled quantity,Cost,Currency,Total accepted cost,Total remaining cost,Receive Status
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0BLNCP74M,FBA76728,AM-C25,Audio Array,5,0,5,0,1626.38,INR,8131.900000000001,8131.900000000001,NOT_RECEIVED
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0BLKB55BM,FBA76721,AM-C18,Audio Array,5,0,5,0,1683.64,INR,8418.2,8418.2,NOT_RECEIVED
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0BLKCDRNB,FBA76727,AM-C24,Audio Array,5,0,5,0,1074.27,INR,5371.35,5371.35,NOT_RECEIVED
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0FJ8Z1W81,FBA79836,PB-07 (AA-05 + AM-C45 + AI-04),Audio Array,5,4,1,0,6221.75,INR,31108.75,6221.75,RECEIVED
72EHJCDB,2026-01-09T11:35:21Z,2026-03-12T14:30:33Z,CLOSED,ACCEPTED,ISK3,B0FJ2K95XT,FBA79824,GB-01 (AM-C43 +AI-10),Audio Array,5,4,1,0,4054.38,INR,20271.9,4054.38,RECEIVED
71RF7J2M,2026-03-23T01:21:51Z,2026-04-24T14:37:12Z,CLOSED,ACCEPTED,MAA4,B0FN7B3KWS,FBA79845,UB-02 (AM-S1 + AA-21),Audio Array,2,0,2,0,9088.28,INR,18176.56,18176.56,NOT_RECEIVED
6UYV4G1W,2026-01-05T01:44:19Z,2026-02-07T14:25:52Z,CLOSED,ACCEPTED,ISK3,B0B4G8ZB64,FBA75675,AM-C3,Audio Array,14,13,1,0,604,INR,8456.0,604.0,RECEIVED
6UYV4G1W,2026-01-05T01:44:19Z,2026-02-07T14:25:52Z,CLOSED,ACCEPTED,ISK3,B0FG88HVQ8,FBA79813,AH-50,Audio Array,38,30,8,0,1481.52,INR,56297.76,11852.16,RECEIVED
6TYQH99B,2026-06-08T01:32:28Z,2026-06-08T14:10:16Z,OPEN,ACCEPTED,ISK3,B0CF5TCQKL,FBA78975,AA-21,Audio Array,12,0,12,0,2478.18,INR,29738.159999999996,29738.159999999996,NOT_RECEIVED
6NHSXCXO,2025-12-23T06:29:21Z,2026-01-14T23:57:04Z,CLOSED,ACCEPTED,BOM5,B0FJ2JJZL3,FBA79821,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",Audio Array,1,0,1,0,14331.92,INR,14331.92,14331.92,NOT_RECEIVED
6NHSXCXO,2025-12-23T06:29:21Z,2026-01-14T23:57:04Z,CLOSED,ACCEPTED,BOM5,B0FN7B3KWS,FBA79845,UB-02 (AM-S1 + AA-21),Audio Array,4,0,4,0,8948.45,INR,35793.8,35793.8,NOT_RECEIVED
6LLE2BRB,2026-03-10T12:05:09Z,2026-03-26T14:27:21Z,CLOSED,ACCEPTED,ISK3,B0FLYJFC22,FBK79010,AM-C42,Audio Array,20,5,15,0,1784.71,INR,35694.2,26770.65,RECEIVED
67BL4VBM,2026-06-10T12:56:25Z,2026-06-11T06:49:40Z,OPEN,ACCEPTED,DEL5,B0CF5R3V95,FBA78973,AA-19,Audio Array,15,0,15,0,2535.38,INR,38030.700000000004,38030.700000000004,NOT_RECEIVED
67BL4VBM,2026-06-10T12:56:25Z,2026-06-11T06:49:40Z,OPEN,ACCEPTED,DEL5,B0CF5TCQKL,FBA78975,AA-21,Audio Array,40,0,40,0,2478.18,INR,99127.2,99127.2,NOT_RECEIVED
65C9UMPH,2026-06-15T02:22:19Z,2026-06-16T05:45:41Z,OPEN,ACCEPTED,DEL5,B0GN97RFPR,FBA79848,AM-S2,Audio Array,109,0,109,0,5103.11,INR,556238.99,556238.99,NOT_RECEIVED
65C9UMPH,2026-06-15T02:22:19Z,2026-06-16T05:45:41Z,OPEN,ACCEPTED,DEL5,B0GCP1J2HC,FBA79972,M8,Audio Array,28,0,28,0,5942.1,INR,166378.80000000002,166378.80000000002,NOT_RECEIVED
65C9UMPH,2026-06-15T02:22:19Z,2026-06-16T05:45:41Z,OPEN,ACCEPTED,DEL5,B0G53PRM34,FBA79965,AM-Mix6,Audio Array,3,0,3,0,6641.25,INR,19923.75,19923.75,NOT_RECEIVED
65C9UMPH,2026-06-15T02:22:19Z,2026-06-16T05:45:41Z,OPEN,ACCEPTED,DEL5,B0BPLWW72Y,FBA76862,AM-C28,Audio Array,8,0,8,0,1070.41,INR,8563.28,8563.28,NOT_RECEIVED
65C9UMPH,2026-06-15T02:22:19Z,2026-06-16T05:45:41Z,OPEN,ACCEPTED,DEL5,B0GW92316G,FBA80004,AM-W36 Pro,Audio Array,1,0,1,0,5942.1,INR,5942.1,5942.1,NOT_RECEIVED
65C9UMPH,2026-06-15T02:22:19Z,2026-06-16T05:45:41Z,OPEN,ACCEPTED,DEL5,B0FTVV1QJY,FBA79908,PB-14 (AM-C43+AH-40-SL+AI-12),Audio Array,3,0,3,0,4054.39,INR,12163.17,12163.17,NOT_RECEIVED
64KUZHTI,2026-05-25T01:09:16Z,2026-05-25T14:26:35Z,OPEN,ACCEPTED,MAA4,B0DXFPM4N2,FBA79482,AM-S1,Audio Array,2,0,2,0,6431.5,INR,12863.0,12863.0,NOT_RECEIVED
61PZVEUG,2026-03-09T01:32:03Z,2026-04-10T14:36:08Z,CLOSED,ACCEPTED,ISK3,B0CH4VCD6R,FBA77171,AC-6XL,Audio Array,7,0,7,0,412.5,INR,2887.5,2887.5,NOT_RECEIVED
61PZVEUG,2026-03-09T01:32:03Z,2026-04-10T14:36:08Z,CLOSED,ACCEPTED,ISK3,B0B4G8ZB64,FBA75675,AM-C3,Audio Array,17,0,17,0,671.18,INR,11410.06,11410.06,NOT_RECEIVED
61PZVEUG,2026-03-09T01:32:03Z,2026-04-10T14:36:08Z,CLOSED,ACCEPTED,ISK3,B0CBCB82MT,FBA78960,AM-C39,Audio Array,2,0,2,0,1245.72,INR,2491.44,2491.44,NOT_RECEIVED
61PZVEUG,2026-03-09T01:32:03Z,2026-04-10T14:36:08Z,CLOSED,ACCEPTED,ISK3,B0FQJWWDVK,FBA79820,AC-3XL,Audio Array,1,0,1,0,348.94,INR,348.94,348.94,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0CF5R3V95,FBA78973,AA-19,Audio Array,10,0,10,0,2535.38,INR,25353.800000000003,25353.800000000003,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0G53M9258,FBA79968,AI-14,Audio Array,6,0,6,0,4893.37,INR,29360.22,29360.22,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0FJ2J6MTF,FBA79822,KB-01 (AM-W32 + AI-12),Audio Array,2,0,2,0,3984.47,INR,7968.94,7968.94,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0CM6NVLT9,FBA79104,AI-11,Audio Array,1,0,1,0,1087.07,INR,1087.07,1087.07,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0G53H49BS,FBA79961,AI-13,Audio Array,24,0,24,0,2020.51,INR,48492.24,48492.24,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0DFMLXD9S,FBA79447,AM-W34,Audio Array,1,0,1,0,2865.83,INR,2865.83,2865.83,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0GKPXQ8G3,FBA80016,AM-W22,Audio Array,3,0,3,0,2481.29,INR,7443.87,7443.87,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0DT6T6N6B,FBA79694,AA-26,Audio Array,21,0,21,0,412.5,INR,8662.5,8662.5,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0GXP97CZG,FBA80084,BE-4,Audio Array,3,0,3,0,3145.49,INR,9436.47,9436.47,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0FFB6YJM1,FBA79708,SB-01,Audio Array,10,0,10,0,959.11,INR,9591.1,9591.1,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0FLYJFC22,FBK79010,AM-C42,Audio Array,1,0,1,0,1784.71,INR,1784.71,1784.71,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0FQBWV1ST,FBA79840,AH-60-RD,Audio Array,1,0,1,0,1548.9,INR,1548.9,1548.9,NOT_RECEIVED
5W7E44HK,2026-06-08T01:43:09Z,2026-06-13T10:38:32Z,OPEN,ACCEPTED,DEL5,B0FJ8TSQK1,FBA79830,GB-03 (AI-12 + AM-C43),Audio Array,6,0,6,0,2935.74,INR,17614.44,17614.44,NOT_RECEIVED
5VXEBWDR,2026-02-16T00:58:08Z,2026-03-21T14:31:23Z,CLOSED,ACCEPTED,ISK3,B0DFMLS8JG,FBA79445,AM-W32,Audio Array,1,0,1,0,2656.08,INR,2656.08,2656.08,NOT_RECEIVED
5VXEBWDR,2026-02-16T00:58:08Z,2026-03-21T14:31:23Z,CLOSED,ACCEPTED,ISK3,B0FQBX8J17,FBA79838,AH-40 SL,Audio Array,7,0,7,0,799.14,INR,5593.98,5593.98,NOT_RECEIVED
5VXEBWDR,2026-02-16T00:58:08Z,2026-03-21T14:31:23Z,CLOSED,ACCEPTED,ISK3,B0CH4VCD6R,FBA77171,AC-6XL,Audio Array,5,0,5,0,361.65,INR,1808.25,1808.25,NOT_RECEIVED
5VXEBWDR,2026-02-16T00:58:08Z,2026-03-21T14:31:23Z,CLOSED,ACCEPTED,ISK3,B0B4G1HPL5,FBA75692,AM-C11,Audio Array,1,0,1,0,3564.98,INR,3564.98,3564.98,NOT_RECEIVED
5RAF26MC,2026-06-08T01:32:18Z,2026-06-08T14:11:32Z,OPEN,ACCEPTED,BOM5,B0CF5TCQKL,FBA78975,AA-21,Audio Array,10,0,10,0,2478.18,INR,24781.8,24781.8,NOT_RECEIVED
5PTBIDJA,2025-12-29T01:34:58Z,2026-02-01T14:24:56Z,CLOSED,ACCEPTED,ISK3,B0DN6PFWNK,FBA79655,AM-C44 Pro,Audio Array,2,0,2,0,3984.47,INR,7968.94,7968.94,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0B4KC7VBM,FBA75677,AM-C5,Audio Array,1,0,1,0,1751.02,INR,1751.02,1751.02,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0B4G7VWXD,FBA75684,AA-04,Audio Array,5,0,5,0,1133.9,INR,5669.5,5669.5,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0GN8MMKY1,FBA79980,AK-37-W,Audio Array,2,0,2,0,2795.91,INR,5591.82,5591.82,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0GN8RQJRG,FBA79979,AK-37-B,Audio Array,3,0,3,0,2795.91,INR,8387.73,8387.73,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0FTVQQVDC,FBA79904,PB-10 (AM-C2+AI-04+AH-60-BL),Audio Array,9,0,9,0,7899.72,INR,71097.48,71097.48,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0FJ8TSQK1,FBA79830,GB-03 (AI-12 + AM-C43),Audio Array,4,0,4,0,2935.74,INR,11742.96,11742.96,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0CH4RNWJX,FBA79011,AM-C43,Audio Array,1,0,1,0,1818.39,INR,1818.39,1818.39,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0G4DNF8RZ,FBA79842,AM-C48,Audio Array,9,0,9,0,2586.17,INR,23275.53,23275.53,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0D3LZWTHV,FBA79379,AM-C45,Audio Array,1,0,1,0,2568.69,INR,2568.69,2568.69,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0GN97RFPR,FBA79848,AM-S2,Audio Array,56,0,56,0,5103.11,INR,285774.16,285774.16,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0C4YSV3XL,FBA78206,AM-W15,Audio Array,1,0,1,0,5236.65,INR,5236.65,5236.65,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0B4G19R58,FBA75674,AM-C2,Audio Array,1,0,1,0,2935.74,INR,2935.74,2935.74,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0DN6PFWNK,FBA79655,AM-C44 Pro,Audio Array,4,0,4,0,3844.64,INR,15378.56,15378.56,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0BQ7H7418,FBA76597,AA-06,Audio Array,2,0,2,0,933.69,INR,1867.38,1867.38,NOT_RECEIVED
5KZKHE4D,2026-05-18T02:15:40Z,2026-05-18T14:15:06Z,OPEN,ACCEPTED,DEL5,B0FTVVLNS9,FBA79906,PB-12 (AM-C11+AA-05+AI-04+AH-60-RD),Audio Array,4,0,4,0,8808.62,INR,35234.48,35234.48,NOT_RECEIVED
5IKMV54Z,2026-05-04T03:09:50Z,2026-06-06T14:21:25Z,CLOSED,ACCEPTED,ISK3,B0B4JRQP22,FBA75679,AA-02,Audio Array,10,5,5,0,1667.8,INR,16678.0,8339.0,RECEIVED
5IKMV54Z,2026-05-04T03:09:50Z,2026-06-06T14:21:25Z,CLOSED,ACCEPTED,ISK3,B0CM6WH4ZT,FBA79105,AI-12,Audio Array,2,0,2,0,1023.09,INR,2046.18,2046.18,NOT_RECEIVED
5IKMV54Z,2026-05-04T03:09:50Z,2026-06-06T14:21:25Z,CLOSED,ACCEPTED,ISK3,B0B4G1PXWV,FBA75680,AM-C6,Audio Array,4,0,4,0,1548.9,INR,6195.6,6195.6,NOT_RECEIVED
5IKMV54Z,2026-05-04T03:09:50Z,2026-06-06T14:21:25Z,CLOSED,ACCEPTED,ISK3,B0CM9KJZWQ,FBA79106,AM-C44,Audio Array,1,0,1,0,3564.98,INR,3564.98,3564.98,NOT_RECEIVED
5FHNXHBB,2026-05-04T03:09:53Z,2026-06-06T14:23:01Z,CLOSED,ACCEPTED,ISK3,B0FQBXS6Y2,FBA79839,AH-45 BK,Audio Array,1,0,1,0,1087.07,INR,1087.07,1087.07,NOT_RECEIVED
5CUWLP9G,2026-05-04T03:09:59Z,2026-06-06T14:25:55Z,CLOSED,ACCEPTED,DEL5,B0FN7B3KWS,FBA79845,UB-02 (AM-S1 + AA-21),Audio Array,2,1,1,0,9088.28,INR,18176.56,9088.28,RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0CH4PMR8K,FBA79009,AM-C41,Audio Array,6,0,6,0,1245.72,INR,7474.32,7474.32,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0G53M9258,FBA79968,AI-14,Audio Array,34,0,34,0,4893.37,INR,166374.58,166374.58,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0F2HYY7JF,FBA79722,AM-W21,Audio Array,6,0,6,0,2460.32,INR,14761.920000000002,14761.920000000002,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0GCP1J2HC,FBA79972,M8,Audio Array,21,0,21,0,5942.1,INR,124784.1,124784.1,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0B4KC7VBM,FBA75677,AM-C5,Audio Array,52,0,52,0,1751.02,INR,91053.04,91053.04,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0CH4VCD6R,FBA77171,AC-6XL,Audio Array,143,0,143,0,412.5,INR,58987.5,58987.5,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0GKPXQ8G3,FBA80016,AM-W22,Audio Array,6,0,6,0,2481.29,INR,14887.74,14887.74,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0BLJVJ2GN,FBA76414,AA-05,Audio Array,179,0,179,0,466.53,INR,83508.87,83508.87,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FJ2DT13L,FBA79825,GB-02 (AM-C43 + AI-11),Audio Array,1,0,1,0,3005.66,INR,3005.66,3005.66,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FQJWWDVK,FBA79820,AC-3XL,Audio Array,29,0,29,0,348.94,INR,10119.26,10119.26,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0D3M86SH1,FBA79355,AA-19BL,Audio Array,10,0,10,0,3202.75,INR,32027.5,32027.5,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0B4G763WS,FBA75688,AM-W12,Audio Array,10,0,10,0,2935.74,INR,29357.399999999998,29357.399999999998,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0CBCB82MT,FBA78960,AM-C39,Audio Array,34,0,34,0,1245.72,INR,42354.48,42354.48,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FJ8TSQK1,FBA79830,GB-03 (AI-12 + AM-C43),Audio Array,12,0,12,0,2935.74,INR,35228.88,35228.88,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0DFMKY4TT,FBA79448,AM-W35,Audio Array,11,0,11,0,2865.83,INR,31524.129999999997,31524.129999999997,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FF9R3GKK,FBA79783,AM-C47,Audio Array,30,0,30,0,2222.63,INR,66678.90000000001,66678.90000000001,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0G4DNF8RZ,FBA79842,AM-C48,Audio Array,3,0,3,0,2586.17,INR,7758.51,7758.51,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0DFMLS8JG,FBA79445,AM-W32,Audio Array,12,0,12,0,2865.83,INR,34389.96,34389.96,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0CH4T2BJD,FBA79010,AM-C42,Audio Array,4,0,4,0,1751.02,INR,7004.08,7004.08,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0CM9HYVDM,FBA79109,AM-W18,Audio Array,120,0,120,0,872.73,INR,104727.6,104727.6,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FJ8Z1W81,FBA79836,PB-07 (AA-05 + AM-C45 + AI-04),Audio Array,5,0,5,0,6291.67,INR,31458.35,31458.35,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0B4G8ZB64,FBA75675,AM-C3,Audio Array,50,0,50,0,671.18,INR,33559.0,33559.0,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FLYHJ6DK,FBK79009,AM-C41,Audio Array,7,0,7,0,1245.72,INR,8720.04,8720.04,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0G39ZHDYP,FBA79959,AM-W47 Wired,Audio Array,54,0,54,0,959.11,INR,51791.94,51791.94,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FTVQQVDC,FBA79904,PB-10 (AM-C2+AI-04+AH-60-BL),Audio Array,11,0,11,0,7899.72,INR,86896.92,86896.92,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0G2C2RCXN,FBA79967,AM-W19,Audio Array,30,0,30,0,1481.53,INR,44445.9,44445.9,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FJ8PZ9H7,FBA79833,PB-04 (AI-04 Red + AM-C44 x 2),Audio Array,4,0,4,0,10137.01,INR,40548.04,40548.04,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0BPM2T7BQ,FBA76863,AI-03,Audio Array,33,0,33,0,2935.74,INR,96879.42,96879.42,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0DT6T6N6B,FBA79694,AA-26,Audio Array,255,0,255,0,412.5,INR,105187.5,105187.5,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FVM17Q4W,FBA79909,AM-W20,Audio Array,15,0,15,0,1481.53,INR,22222.95,22222.95,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FLYJFC22,FBK79010,AM-C42,Audio Array,2,0,2,0,1784.71,INR,3569.42,3569.42,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0B4G5JG4P,FBA75691,AM-W14,Audio Array,9,0,9,0,4683.62,INR,42152.58,42152.58,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FJ8T4WXM,FBA79834,PB-05 (AA-05 + AM-C11 + AI-04),Audio Array,5,0,5,0,7340.4,INR,36702.0,36702.0,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FFB6YJM1,FBA79708,SB-01,Audio Array,18,0,18,0,959.11,INR,17263.98,17263.98,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0FQBX8J17,FBA79838,AH-40 SL,Audio Array,8,0,8,0,927.11,INR,7416.88,7416.88,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0B4K87PR4,FBA75690,AM-C10,Audio Array,25,0,25,0,2900.78,INR,72519.5,72519.5,NOT_RECEIVED
5AX1162D,2026-06-09T12:12:51Z,2026-06-10T06:00:40Z,OPEN,ACCEPTED,BLR4,B0B4G7VWXD,FBA75684,AA-04,Audio Array,46,0,46,0,1133.9,INR,52159.4,52159.4,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0CM9KJZWQ,FBA79106,AM-C44,Audio Array,2,0,2,0,3564.98,INR,7129.96,7129.96,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0CM9L1QZG,FBA79108,AM-W16,Audio Array,1,0,1,0,959.11,INR,959.11,959.11,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0FJ8TSQK1,FBA79830,GB-03 (AI-12 + AM-C43),Audio Array,2,0,2,0,2935.74,INR,5871.48,5871.48,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0CM6NTWBP,FBA79103,AI-10,Audio Array,4,0,4,0,2460.32,INR,9841.28,9841.28,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0B4G94VP3,FBA75683,AA-03,Audio Array,9,0,9,0,333.05,INR,2997.4500000000003,2997.4500000000003,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0FQBTRM28,FBA79841,AH-60-BL,Audio Array,5,0,5,0,1548.9,INR,7744.5,7744.5,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0BLJVJ2GN,FBA76414,AA-05,Audio Array,15,0,15,0,466.53,INR,6997.95,6997.95,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0B4K87PR4,FBA75690,AM-C10,Audio Array,1,0,1,0,2900.78,INR,2900.78,2900.78,NOT_RECEIVED
56YHE6GT,2026-05-18T02:15:41Z,2026-06-04T13:30:54Z,OPEN,ACCEPTED,CCX1,B0B4G763WS,FBA75688,AM-W12,Audio Array,1,0,1,0,2935.74,INR,2935.74,2935.74,NOT_RECEIVED
