asin,fnsku,product-name,fulfillment-center,country-code,longest-side,median-side,shortest-side,measurement-units,weight,weight-units,item-volume,volume-units,average-quantity-on-hand,average-quantity-pending-removal,estimated-total-item-volume,month-of-charge,storage-rate,currency,estimated-monthly-storage-fee,average-quantity-customer-orders
B0D3LZWTHV,X0020S4GV7,"Audio Array AM-C45 XLR/USB Professional RGB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute Volume & Noise-Cancellation | 2M USB Cable & Metal Base | Streaming, Podcasting, Singing",AMD2,IN,24.70,17.50,7.90,centimeter,0.73,kilograms,0.0034,cubic meter,0.19,0.0,0.0006,2026-05,2083.88,INR,1.3513,0.0
B0D3LZWTHV,X0020S4GV7,"Audio Array AM-C45 XLR/USB Professional RGB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute Volume & Noise-Cancellation | 2M USB Cable & Metal Base | Streaming, Podcasting, Singing",HYD3,IN,24.70,17.50,7.90,centimeter,0.73,kilograms,0.0034,cubic meter,1.0,0.0,0.0034,2026-05,2083.88,INR,7.1165,0.0
B0D3LZWTHV,X0020S4GV7,"Audio Array AM-C45 XLR/USB Professional RGB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute Volume & Noise-Cancellation | 2M USB Cable & Metal Base | Streaming, Podcasting, Singing",BOM7,IN,24.70,17.50,7.90,centimeter,0.73,kilograms,0.0034,cubic meter,1.1,0.0,0.0037,2026-05,2083.88,INR,7.6121,0.03
B0D3LZWTHV,X0020S4GV7,"Audio Array AM-C45 XLR/USB Professional RGB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute Volume & Noise-Cancellation | 2M USB Cable & Metal Base | Streaming, Podcasting, Singing",DEL4,IN,24.70,17.50,7.90,centimeter,0.73,kilograms,0.0034,cubic meter,2.55,1.26,0.0044,2026-05,2083.88,INR,9.1818,0.0
B0D3LZWTHV,X0020S4GV7,"Audio Array AM-C45 XLR/USB Professional RGB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute Volume & Noise-Cancellation | 2M USB Cable & Metal Base | Streaming, Podcasting, Singing",BLR8,IN,24.70,17.50,7.90,centimeter,0.73,kilograms,0.0034,cubic meter,6.32,1.84,0.0114,2026-05,2083.88,INR,23.8396,1.13
B0DFMMTWLY,X00247YR3V,"Audio Array AM-W33 UHF Metal Solo Wireless Microphone Set | 2000mAh 6-8 Hours Battery Backup | Range up to 50M | Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box",CJB1,IN,30.20,12.80,6.30,centimeter,0.46,kilograms,0.0024,cubic meter,1.0,0.0,0.0024,2026-05,2083.88,INR,5.0748,0.0
B0GN8MFDGZ,X002IKH3L7,"Audio Array AK-61 Neo 61 Key Electronic Keyboard with LED Display, 200 Presets & 512 Timbres, Built-in 2.0 Speakers, with Mic, Vibrato, Sustain, Transpose, Battery & Adapter Powered, Headphone Out",BOM5,IN,96.00,33.81,13.40,centimeter,3.70,kilograms,0.0435,cubic meter,1.0,0.0,0.0435,2026-05,2083.88,INR,90.626,0.0
B0G53H49BS,X002GRD0C3,"Audio Array Sound Mixer 2026 Edition Audio Mixer 4 Channel Hybrid USB Control | 4 Analog 2 Digital | 2XLR Mic Inputs,TRS Stereo In |48V Phantom | Hi-Z,2 Band EQ,Monitoring,Amp Out, USB-C Power | AI-13",AMD2,IN,25.40,22.61,7.60,centimeter,0.72,kilograms,0.0044,cubic meter,11.61,0.0,0.0507,2026-05,2083.88,INR,105.5733,0.0
B0DXFPM4N2,X00298C9U3,"Audio Array AM-S1 BT v5.3 |Professional 4\ Studio Monitors Speaker Pair| 60W Class D Amplification,Woven Composite Woofer,1\"" Silk-Dome Tweeter,EQ Controls|Music/Monitor Mode, Aux, HDMI, USBC, TRS, RCA""",PNQ3,IN,39.40,31.19,23.10,centimeter,4.74,kilograms,0.0284,cubic meter,2.87,0.0,0.0815,2026-05,2083.88,INR,169.7803,0.0
B0GN8MFDGZ,X002IKH3L7,"Audio Array AK-61 Neo 61 Key Electronic Keyboard with LED Display, 200 Presets & 512 Timbres, Built-in 2.0 Speakers, with Mic, Vibrato, Sustain, Transpose, Battery & Adapter Powered, Headphone Out",BLR8,IN,96.00,33.81,13.40,centimeter,3.70,kilograms,0.0435,cubic meter,0.87,0.0,0.0378,2026-05,2083.88,INR,78.8418,0.0
