ShipmentId,ShipmentName,ShipmentStatus,DestinationFC,ShipFrom,SellerSKU,FNSKU,QuantityShipped,QuantityReceived,QuantityInCase
FBA15M8GHXND,FBA STA (26/08/2026 11:13)-MAA4,IN_TRANSIT,MAA4,"Bhiwandi, Maharashtra",FBA79679,X002876EAV,15,0,0
FBA15M8HKFFP,FBA STA (26/08/2026 11:23)-ISK3,WORKING,ISK3,"Bhiwandi, MH",FBA79406,X0023L3KG3,10,0,0
FBA15M8HKFFP,FBA STA (26/08/2026 11:23)-ISK3,WORKING,ISK3,"Bhiwandi, MH",FBA79469,X0023L3EMX,40,0,0
FBA15M8HKFFP,FBA STA (26/08/2026 11:23)-ISK3,WORKING,ISK3,"Bhiwandi, MH",FBA79481,X0024817NX,20,0,0
FBA15M8HKFFP,FBA STA (26/08/2026 11:23)-ISK3,WORKING,ISK3,"Bhiwandi, MH",FBA79673,X002D1ARHX,50,0,0
FBA15M8HKFFP,FBA STA (26/08/2026 11:23)-ISK3,WORKING,ISK3,"Bhiwandi, MH",FBA79693,X0028774TV,20,0,0
FBA15M8DG7S2,FBA STA (26/08/2026 11:24)-HYD3,IN_TRANSIT,HYD3,"Bhiwandi, Maharashtra",FBA79679,X002876EAV,15,0,0
FBA15M861SBX,FBA STA (26/08/2026 12:22)-BOM5,WORKING,BOM5,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,40,0,0
FBA15M843N0Q,FBA STA (26/08/2026 12:26)-BOM5,WORKING,BOM5,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,40,0,0
FBA15M8GK945,FBA STA (26/08/2026 12:27)-BOM5,WORKING,BOM5,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,40,0,0
FBA15M861Z7H,FBA STA (26/08/2026 12:29)-DEL4,IN_TRANSIT,DEL4,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,40,0,0
FBA15M87M1N2,FBA STA (26/08/2026 12:30)-DEL4,IN_TRANSIT,DEL4,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,40,0,0
FBA15M8DJW77,FBA STA (26/08/2026 12:31)-DEL4,IN_TRANSIT,DEL4,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,40,0,0
FBA15M8GJGQF,FBA STA (26/08/2026 12:34)-BLR7,WORKING,BLR7,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,40,0,0
FBA15M87LZJ8,FBA STA (26/08/2026 12:35)-BLR7,WORKING,BLR7,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,40,0,0
FBA15M8HL80L,FBA STA (26/08/2026 12:36)-BLR7,WORKING,BLR7,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,40,0,0
FBA15M8HBRVT,FBA STA (26/08/2026 12:37)-HYD3,IN_TRANSIT,HYD3,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,35,0,0
FBA15M8HM2H8,FBA STA (26/08/2026 12:38)-HYD3,IN_TRANSIT,HYD3,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,35,0,0
FBA15M861R0M,FBA STA (26/08/2026 12:39)-HYD3,IN_TRANSIT,HYD3,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,35,0,0
FBA15M8DK3G3,FBA STA (26/08/2026 12:41)-MAA4,WORKING,MAA4,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,30,0,0
FBA15M8HL8ZX,FBA STA (26/08/2026 12:42)-MAA4,WORKING,MAA4,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,30,0,0
FBA15M862722,FBA STA (26/08/2026 12:43)-MAA4,WORKING,MAA4,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,30,0,0
FBA15M8HMG01,FBA STA (26/08/2026 12:45)-CCX1,IN_TRANSIT,CCX1,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,20,0,0
FBA15M87MLS1,FBA STA (26/08/2026 12:47)-CCX1,IN_TRANSIT,CCX1,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,20,0,0
FBA15M8JNWZ6,FBA STA (26/08/2026 12:48)-CCX1,IN_TRANSIT,CCX1,"Bhiwandi, Maharashtra",FBA80215,X002OB41Z1,20,0,0
FBA15M8JNY5M,FBA STA (26/08/2026 12:56)-BOM5,WORKING,BOM5,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,30,0,0
FBA15M8JTGDQ,FBA STA (26/08/2026 12:57)-BOM5,WORKING,BOM5,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,30,0,0
FBA15M8JTGJL,FBA STA (26/08/2026 12:58)-BOM5,WORKING,BOM5,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,30,0,0
FBA15M87M7P5,FBA STA (26/08/2026 12:59)-DEL4,IN_TRANSIT,DEL4,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,30,0,0
FBA15M87M355,FBA STA (26/08/2026 13:00)-DEL4,IN_TRANSIT,DEL4,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,30,0,0
FBA15M8GKDXL,FBA STA (26/08/2026 13:01)-DEL4,IN_TRANSIT,DEL4,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,30,0,0
FBA15M87MXP4,FBA STA (26/08/2026 13:03)-BLR7,WORKING,BLR7,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,30,0,0
FBA15M8HD9N3,FBA STA (26/08/2026 13:05)-BLR7,WORKING,BLR7,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,30,0,0
FBA15M87MVR4,FBA STA (26/08/2026 13:06)-BLR7,WORKING,BLR7,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,30,0,0
FBA15M8HN5MB,FBA STA (26/08/2026 13:07)-HYD3,IN_TRANSIT,HYD3,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,25,0,0
FBA15M862H5P,FBA STA (26/08/2026 13:09)-HYD3,IN_TRANSIT,HYD3,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,25,0,0
FBA15M8GLJB1,FBA STA (26/08/2026 13:10)-HYD3,IN_TRANSIT,HYD3,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,25,0,0
FBA15M8GKQCH,FBA STA (26/08/2026 13:12)-MAA4,WORKING,MAA4,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,20,0,0
FBA15M87MDCZ,FBA STA (26/08/2026 13:13)-MAA4,WORKING,MAA4,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,20,0,0
FBA15M8DKX48,FBA STA (26/08/2026 13:14)-MAA4,WORKING,MAA4,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,20,0,0
FBA15M87MZJK,FBA STA (26/08/2026 13:16)-ISK3,IN_TRANSIT,ISK3,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,20,0,0
FBA15M8HNSR7,FBA STA (26/08/2026 13:17)-ISK3,IN_TRANSIT,ISK3,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,20,0,0
FBA15M8448RZ,FBA STA (26/08/2026 13:18)-ISK3,IN_TRANSIT,ISK3,"Bhiwandi, Maharashtra",FBA80250,X002OB47C3,20,0,0
FBA15M8L2R15,FBA STA (27/08/2026 12:49)-BLR8,IN_TRANSIT,BLR8,"Bhiwandi, MH",FBA79276,X0020G47PT,12,0,0
FBA15M8L2R15,FBA STA (27/08/2026 12:49)-BLR8,IN_TRANSIT,BLR8,"Bhiwandi, MH",FBA79452,X0023JV0A3,24,0,0
FBA15M8L2R15,FBA STA (27/08/2026 12:49)-BLR8,IN_TRANSIT,BLR8,"Bhiwandi, MH",FBA79683,X002877W3J,6,0,0
FBA15M8L2R15,FBA STA (27/08/2026 12:49)-BLR8,IN_TRANSIT,BLR8,"Bhiwandi, MH",FBA79984,X002IDYT6V,20,0,0
FBA15M8MFTM3,FBA STA (27/08/2026 12:51)-BOM5,IN_TRANSIT,BOM5,"Bhiwandi, MH",FBA79452,X0023JV0A3,18,0,0
FBA15M8MFTM3,FBA STA (27/08/2026 12:51)-BOM5,IN_TRANSIT,BOM5,"Bhiwandi, MH",FBA79683,X002877W3J,6,0,0
FBA15M8L2D4R,FBA STA (27/08/2026 12:51)-MAA4,IN_TRANSIT,MAA4,"Bhiwandi, MH",FBA79452,X0023JV0A3,24,0,0
FBA15M95KGVJ,FBA STA (31/08/2026 05:12)-BLR4,WORKING,BLR4,"Bhiwandi, Maharashtra",FBA78980,X001U1DYK9,176,0,0
FBA15M95KGVJ,FBA STA (31/08/2026 05:12)-BLR4,WORKING,BLR4,"Bhiwandi, Maharashtra",FBA78981,X001U1K281,54,0,0
FBA15M95KGVJ,FBA STA (31/08/2026 05:12)-BLR4,WORKING,BLR4,"Bhiwandi, Maharashtra",FBA79348,X0022KC71T,40,0,0
FBA15M95KGVJ,FBA STA (31/08/2026 05:12)-BLR4,WORKING,BLR4,"Bhiwandi, Maharashtra",FBA79405,X00230DRXF,72,0,0
FBA15M95KGVJ,FBA STA (31/08/2026 05:12)-BLR4,WORKING,BLR4,"Bhiwandi, Maharashtra",FBA79493,X00272C0EV,360,0,0
