asin,fnsku,product-name,fulfillment-center,country-code,longest-side,median-side,shortest-side,measurement-units,weight,weight-units,item-volume,volume-units,average-quantity-on-hand,average-quantity-pending-removal,estimated-total-item-volume,month-of-charge,storage-rate,currency,estimated-monthly-storage-fee,average-quantity-customer-orders
B0FJG5PFGQ,X002GZVZ81,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 6 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-07 White,BOM5,IN,19.40,11.10,3.40,centimeter,0.15,kilograms,0.0007,cubic meter,17.68,0.0,0.0130,2026-05,2083.88,INR,27.0203,0.0
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",BLR5,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,0.19,0.19,0.0000,2026-05,2083.88,INR,0.0,0.0
B0FJG5PFGQ,X002GZVZ81,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 6 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-07 White,MAA4,IN,19.40,11.10,3.40,centimeter,0.15,kilograms,0.0007,cubic meter,25.55,0.0,0.0187,2026-05,2083.88,INR,39.0461,0.0
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",DEL2,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,0.26,0.26,0.0000,2026-05,2083.88,INR,0.0,0.0
B0FJG5PFGQ,X002GZVZ81,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 6 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-07 White,DEL5,IN,19.40,11.10,3.40,centimeter,0.15,kilograms,0.0007,cubic meter,0.32,0.0,0.0002,2026-05,2083.88,INR,0.4898,0.0
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",CCX1,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,0.26,0.16,0.0003,2026-05,2083.88,INR,0.5547,0.0
B09LCDJMS5,X001R0Y03X,"Audio Interface-Podcast Equipment-MAONO-MaonoCaster-All in One - Portable Podcast production Studio with premium mic preamp for Podcast Recording, Streaming, Youtube, DJ, PC, Smartphone (AME2)",BOM7,IN,36.10,19.71,8.00,centimeter,0.93,kilograms,0.0057,cubic meter,1.0,0.81,0.0011,2026-05,2083.88,INR,2.2541,0.0
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,DED4,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,0.65,0.0,0.0009,2026-05,2083.88,INR,1.9768,0.0
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,BLR5,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,0.52,0.35,0.0002,2026-05,2083.88,INR,0.5193,0.0
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",CJB1,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,0.35,0.0,0.0009,2026-05,2083.88,INR,1.9473,0.0
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,BOM7,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,0.29,0.0,0.0004,2026-05,2083.88,INR,0.8792,0.0
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,CCX1,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,0.19,0.0,0.0003,2026-05,2083.88,INR,0.5783,0.0
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,BOM5,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,1.0,0.0,0.0013,2026-05,2083.88,INR,2.7321,0.1
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,MAA4,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,2.0,0.0,0.0029,2026-05,2083.88,INR,5.9894,0.03
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,DEL5,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,0.29,0.0,0.0004,2026-05,2083.88,INR,0.8792,0.0
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,BLR8,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,0.13,0.0,0.0002,2026-05,2083.88,INR,0.3954,0.0
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,BLR7,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,4.74,0.0,0.0069,2026-05,2083.88,INR,14.3156,0.03
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",BLR5,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,0.1,0.0,0.0003,2026-05,2083.88,INR,0.5547,0.0
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",MAA4,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,2.84,0.0,0.0045,2026-05,2083.88,INR,9.3352,0.0
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",BLR5,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,0.29,0.23,0.0001,2026-05,2083.88,INR,0.1947,0.0
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,CJB1,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,0.87,0.0,0.0012,2026-05,2083.88,INR,2.5551,0.03
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",DEL4,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,0.16,0.0,0.0002,2026-05,2083.88,INR,0.4249,0.03
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",BLR5,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,0.32,0.29,0.0000,2026-05,2083.88,INR,0.1003,0.0
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",CCX1,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,13.06,0.0,0.0206,2026-05,2083.88,INR,42.8285,0.03
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",DED4,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,3.13,0.0,0.0049,2026-05,2083.88,INR,10.2853,0.0
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",LKO1,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,0.03,0.0,0.0001,2026-05,2083.88,INR,0.1652,0.0
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",BOM7,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,0.87,0.0,0.0014,2026-05,2083.88,INR,2.8619,0.0
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",BLR8,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,6.87,0.0,0.0108,2026-05,2083.88,INR,22.5827,0.0
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",DEL5,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,3.71,0.0,0.0059,2026-05,2083.88,INR,12.1912,0.0
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",HYD3,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,1.9,0.0,0.0029,2026-05,2083.88,INR,6.0484,0.06
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",BLR7,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,3.03,0.0,0.0081,2026-05,2083.88,INR,16.8589,0.0
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,CCX1,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,2.06,0.0,0.0096,2026-05,2083.88,INR,19.9095,0.0
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",PNQ3,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,0.71,0.0,0.0011,2026-05,2083.88,INR,2.2364,0.03
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,BOM5,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,1.0,0.0,0.0042,2026-05,2083.88,INR,8.6979,0.1
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,DEL5,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,2.39,0.0,0.0108,2026-05,2083.88,INR,22.5237,0.06
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,BLR7,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,5.06,0.0,0.0232,2026-05,2083.88,INR,48.3283,0.06
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,BOM7,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,6.81,0.0,0.0316,2026-05,2083.88,INR,65.824,0.0
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,DEL2,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,0.03,0.0,0.0001,2026-05,2083.88,INR,0.2892,0.0
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,AMD2,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,0.26,0.0,0.0004,2026-05,2083.88,INR,0.7907,0.0
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,BLR5,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,0.13,0.0,0.0006,2026-05,2083.88,INR,1.257,0.0
B0DKJXRXKM,X0028X20VH,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,HYD8,IN,23.90,10.90,5.60,centimeter,0.25,kilograms,0.0015,cubic meter,0.03,0.0,0.0000,2026-05,2083.88,INR,0.0885,0.0
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",DED4,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,2.32,0.0,0.0062,2026-05,2083.88,INR,12.9112,0.0
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,BLR8,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,1.68,0.0,0.0078,2026-05,2083.88,INR,16.2392,0.0
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",DEL4,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,0.29,0.0,0.0008,2026-05,2083.88,INR,1.6109,0.0
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",MAA4,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,11.58,0.0,0.0309,2026-05,2083.88,INR,64.4376,0.0
B0B4WTHLX5,X0026KD6XX,"TONOR RGB USB Microphone, Cardioid Condenser Computer PC Mic with Tripod Stand, Pop Filter, Shock Mount for Gaming, Streaming, Podcasting, YouTube, Twitch, Compatible with Laptop Desktop,TC30 with RGB",DED4,IN,26.00,14.40,11.00,centimeter,0.70,kilograms,0.0041,cubic meter,5.48,0.48,0.0206,2026-05,2083.88,INR,42.9292,0.0
B0B4WTHLX5,X0026KD6XX,"TONOR RGB USB Microphone, Cardioid Condenser Computer PC Mic with Tripod Stand, Pop Filter, Shock Mount for Gaming, Streaming, Podcasting, YouTube, Twitch, Compatible with Laptop Desktop,TC30 with RGB",BOM7,IN,26.00,14.40,11.00,centimeter,0.70,kilograms,0.0041,cubic meter,1.0,0.0,0.0041,2026-05,2083.88,INR,8.5857,0.0
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",BLR8,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,14.19,0.0,0.0379,2026-05,2083.88,INR,78.9596,0.0
B0DCGHVN81,X0028X4EST,"nexlev Stick Vacuum Cleaner For House | Stick Vacuum Cleaners 17500PA Suction | 2 in 1 Handheld & Stick Design | Washable HEPA Filter | Bagless Dry Vacuum Cleaner for Home, Sofa, Bed & Office | VC-01",HYD3,IN,62.50,17.40,16.30,centimeter,1.77,kilograms,0.0177,cubic meter,0.71,0.0,0.0126,2026-05,2083.88,INR,26.2295,0.0
B0DCGHVN81,X0028X4EST,"nexlev Stick Vacuum Cleaner For House | Stick Vacuum Cleaners 17500PA Suction | 2 in 1 Handheld & Stick Design | Washable HEPA Filter | Bagless Dry Vacuum Cleaner for Home, Sofa, Bed & Office | VC-01",CJB1,IN,62.50,17.40,16.30,centimeter,1.77,kilograms,0.0177,cubic meter,0.13,0.0,0.0018,2026-05,2083.88,INR,3.694,0.03
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,DEL4,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,1.29,0.0,0.0060,2026-05,2083.88,INR,12.4686,0.0
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",BOM5,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,5.0,0.0,0.0134,2026-05,2083.88,INR,27.8228,0.0
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,MAA4,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,7.32,0.0,0.0338,2026-05,2083.88,INR,70.4624,0.03
B0FJ1ZB4G9,X002E4P8ZF,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 5 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-08 Blue,DEL4,IN,24.40,10.90,4.10,centimeter,0.15,kilograms,0.0011,cubic meter,8.0,0.0,0.0087,2026-05,2083.88,INR,18.1747,0.0
B09L7ZS5GM,X001T8NT03,"MAONO WM820 Wireless Collar Mic for YouTubers Vlog, Video Recording, Interview. Compact Microphone with 6H Battery, 50m/164ft Transmission, Mic Gain, Mute, Monitoring for Camera, Mobile (3.5mm, Black)",BLR8,IN,12.90,12.70,5.10,centimeter,0.21,kilograms,0.0008,cubic meter,0.06,0.0,0.0000,2026-05,2083.88,INR,0.0531,0.03
B09L7ZS5GM,X001T8NT03,"MAONO WM820 Wireless Collar Mic for YouTubers Vlog, Video Recording, Interview. Compact Microphone with 6H Battery, 50m/164ft Transmission, Mic Gain, Mute, Monitoring for Camera, Mobile (3.5mm, Black)",AMD2,IN,12.90,12.70,5.10,centimeter,0.21,kilograms,0.0008,cubic meter,0.19,0.0,0.0001,2026-05,2083.88,INR,0.2773,0.03
B09L7ZS5GM,X001T8NT03,"MAONO WM820 Wireless Collar Mic for YouTubers Vlog, Video Recording, Interview. Compact Microphone with 6H Battery, 50m/164ft Transmission, Mic Gain, Mute, Monitoring for Camera, Mobile (3.5mm, Black)",BLR5,IN,12.90,12.70,5.10,centimeter,0.21,kilograms,0.0008,cubic meter,0.03,0.0,0.0000,2026-05,2083.88,INR,0.0531,0.0
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,ISK3,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,1.29,0.0,0.0060,2026-05,2083.88,INR,12.4686,0.0
B0FS6TB7CP,X002F3JZP9,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,PNQ3,IN,32.79,11.99,11.80,centimeter,0.91,kilograms,0.0046,cubic meter,5.9,0.0,0.0272,2026-05,2083.88,INR,56.7371,0.03
B0DB5VG39T,X0028X8DKJ,White Mulberry Monitor Arm | Economical Gas Spring Metal Desk Mount | Single Screen 15-32 Inch 9kg VESA 75x75 & 100x100 | Full Motion Monitor Arm Desk Mount | Tilt Swivel Rotate Cable Management,DEL4,IN,41.70,16.89,12.90,centimeter,2.49,kilograms,0.0091,cubic meter,4.0,0.0,0.0363,2026-05,2083.88,INR,75.7437,0.0
B0DB5VG39T,X0028X8DKJ,White Mulberry Monitor Arm | Economical Gas Spring Metal Desk Mount | Single Screen 15-32 Inch 9kg VESA 75x75 & 100x100 | Full Motion Monitor Arm Desk Mount | Tilt Swivel Rotate Cable Management,BOM5,IN,41.70,16.89,12.90,centimeter,2.49,kilograms,0.0091,cubic meter,1.9,0.0,0.0173,2026-05,2083.88,INR,35.9778,0.0
B0DB5VG39T,X0028X8DKJ,White Mulberry Monitor Arm | Economical Gas Spring Metal Desk Mount | Single Screen 15-32 Inch 9kg VESA 75x75 & 100x100 | Full Motion Monitor Arm Desk Mount | Tilt Swivel Rotate Cable Management,BLR5,IN,41.70,16.89,12.90,centimeter,2.49,kilograms,0.0091,cubic meter,0.48,0.26,0.0020,2026-05,2083.88,INR,4.1664,0.0
B0DB5VG39T,X0028X8DKJ,White Mulberry Monitor Arm | Economical Gas Spring Metal Desk Mount | Single Screen 15-32 Inch 9kg VESA 75x75 & 100x100 | Full Motion Monitor Arm Desk Mount | Tilt Swivel Rotate Cable Management,CCX1,IN,41.70,16.89,12.90,centimeter,2.49,kilograms,0.0091,cubic meter,1.77,0.0,0.0158,2026-05,2083.88,INR,32.9504,0.03
B0DB5VG39T,X0028X8DKJ,White Mulberry Monitor Arm | Economical Gas Spring Metal Desk Mount | Single Screen 15-32 Inch 9kg VESA 75x75 & 100x100 | Full Motion Monitor Arm Desk Mount | Tilt Swivel Rotate Cable Management,MAA4,IN,41.70,16.89,12.90,centimeter,2.49,kilograms,0.0091,cubic meter,0.26,0.0,0.0024,2026-05,2083.88,INR,4.9213,0.0
B0DB5VG39T,X0028X8DKJ,White Mulberry Monitor Arm | Economical Gas Spring Metal Desk Mount | Single Screen 15-32 Inch 9kg VESA 75x75 & 100x100 | Full Motion Monitor Arm Desk Mount | Tilt Swivel Rotate Cable Management,HYD3,IN,41.70,16.89,12.90,centimeter,2.49,kilograms,0.0091,cubic meter,3.0,0.0,0.0273,2026-05,2083.88,INR,56.808,0.0
B0FN4GQ9HT,X002DVFR1J,"White Mulberry Tilt TV Wall Mount Bracket for 13–43 Inch Flat Screen TVs, Low Profile Slim Design, Heavy-Duty Steel, VESA 75x75 to 200x200, Supports up to 99 lbs (45kg), Built-in Bubble Level",BLR7,IN,25.00,10.69,5.90,centimeter,0.77,kilograms,0.0016,cubic meter,16.26,0.0,0.0256,2026-05,2083.88,INR,53.4444,0.0
B0FN4FPJ83,X002DVHN07,"White Mulberry POS Machine Stand Universal Credit Card Machine Stand – 360° Swivel & +45°/-45° Tilt |Fits 2.8\-4.3\"" Devices, 6.5\"" Panel Size| Heavy-Duty Steel & Bolt-Down Mount with Cable Management""",DEL5,IN,22.90,10.90,10.70,centimeter,1.03,kilograms,0.0027,cubic meter,4.65,0.0,0.0123,2026-05,2083.88,INR,25.5391,0.06
