asin,fnsku,product-name,fulfillment-center,country-code,longest-side,median-side,shortest-side,measurement-units,weight,weight-units,item-volume,volume-units,average-quantity-on-hand,average-quantity-pending-removal,estimated-total-item-volume,month-of-charge,storage-rate,currency,estimated-monthly-storage-fee,average-quantity-customer-orders
B0DQ4YWSMC,X00270AW07,White Mulberry |120X60CM Table Top|Motorized Sit Stand Desk|Multi-Purpose Electric Height Adjustable Ergonomic Desk - Office Work study Table|3 Year Warranty|Digital screen Advance Memory Preset-White,LMAA,IN,100.00,59.99,1.80,centimeter,26.00,kilograms,0.0108,cubic meter,0.45,0.0,0.0049,2026-05,2083.88,INR,10.126,0.0
B0DQ1PKNSP,X0026ZHXR3,"White Mulberry Manual Height Adjustable Table for Office Work | 120×60 cm Ergonomic Sit Stand Desk for Office Work & Study Multi-Purpose Standing Desk with 80 Kg Load Capacity, White, 3 Year Warranty",SDEG,IN,100.00,67.01,10.00,centimeter,24.00,kilograms,0.0670,cubic meter,2.06,0.0,0.1340,2026-05,2083.88,INR,279.2658,0.06
B0DQ1PKNSP,X0026ZHXR3,"White Mulberry Manual Height Adjustable Table for Office Work | 120×60 cm Ergonomic Sit Stand Desk for Office Work & Study Multi-Purpose Standing Desk with 80 Kg Load Capacity, White, 3 Year Warranty",SMAB,IN,100.00,67.01,10.00,centimeter,24.00,kilograms,0.0670,cubic meter,1.0,1.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0DQ1PKNSP,X0026ZHXR3,"White Mulberry Manual Height Adjustable Table for Office Work | 120×60 cm Ergonomic Sit Stand Desk for Office Work & Study Multi-Purpose Standing Desk with 80 Kg Load Capacity, White, 3 Year Warranty",SBOB,IN,100.00,67.01,10.00,centimeter,24.00,kilograms,0.0670,cubic meter,0.26,0.13,0.0087,2026-05,2083.88,INR,18.1511,0.0
B0CPFPT6DZ,X001Y64T4Z,"White Mulberry Motorized Height Adjustable Desk with USB Charging,Drawer|Spacious Ergonomic Design|Preset Height Controller|Sit Stand Desk for Office,Home Study,Workstation Table|1200X600mm|White",BLX1,IN,100.00,68.00,15.00,centimeter,25.00,kilograms,0.1020,cubic meter,0.97,0.61,0.0367,2026-05,2083.88,INR,76.5169,0.0
B0DQ1PKNSP,X0026ZHXR3,"White Mulberry Manual Height Adjustable Table for Office Work | 120×60 cm Ergonomic Sit Stand Desk for Office Work & Study Multi-Purpose Standing Desk with 80 Kg Load Capacity, White, 3 Year Warranty",SHTI,IN,100.00,67.01,10.00,centimeter,24.00,kilograms,0.0670,cubic meter,1.03,0.0,0.0603,2026-05,2083.88,INR,125.6714,0.13
B0DQ1PKNSP,X0026ZHXR3,"White Mulberry Manual Height Adjustable Table for Office Work | 120×60 cm Ergonomic Sit Stand Desk for Office Work & Study Multi-Purpose Standing Desk with 80 Kg Load Capacity, White, 3 Year Warranty",SBOB,IN,100.00,67.01,10.00,centimeter,24.00,kilograms,0.0670,cubic meter,2.61,0.0,0.1534,2026-05,2083.88,INR,319.7574,0.32
B0DQ1PKNSP,X0026ZHXR3,"White Mulberry Manual Height Adjustable Table for Office Work | 120×60 cm Ergonomic Sit Stand Desk for Office Work & Study Multi-Purpose Standing Desk with 80 Kg Load Capacity, White, 3 Year Warranty",LMAA,IN,100.00,67.01,10.00,centimeter,24.00,kilograms,0.0670,cubic meter,0.23,0.0,0.0114,2026-05,2083.88,INR,23.7395,0.06
B0CPT3Q25C,X001Y62M1H,White Mulberry Height Adjustable Table for Office Work | Electric Desk with Memory Preset Controller | Computer Table for Home PC | Adjustable Desk for Home Office & Study | 1200x600mm Carbon Fibre,BLX1,IN,100.00,68.00,15.00,centimeter,24.00,kilograms,0.1020,cubic meter,1.42,0.0,0.1316,2026-05,2083.88,INR,274.185,0.13
B0DQ1NV8D2,X0026ZDA2F,"White Mulberry Manual Height Adjustable Table for Office Work | 120×60 cm Ergonomic Sit Stand Desk for Office Work & Study Multi-Purpose Standing Desk with 80 Kg Load Capacity, Black, 3 Year Warranty",SDEG,IN,100.00,67.01,10.00,centimeter,24.00,kilograms,0.0670,cubic meter,2.81,0.0,0.1863,2026-05,2083.88,INR,388.1786,0.03
B0CPFPT6DZ,X001Y64T4Z,"White Mulberry Motorized Height Adjustable Desk with USB Charging,Drawer|Spacious Ergonomic Design|Preset Height Controller|Sit Stand Desk for Office,Home Study,Workstation Table|1200X600mm|White",SHTI,IN,100.00,68.00,15.00,centimeter,25.00,kilograms,0.1020,cubic meter,0.9,0.0,0.0887,2026-05,2083.88,INR,184.9163,0.03
B0DQ1PKNSP,X0026ZHXR3,"White Mulberry Manual Height Adjustable Table for Office Work | 120×60 cm Ergonomic Sit Stand Desk for Office Work & Study Multi-Purpose Standing Desk with 80 Kg Load Capacity, White, 3 Year Warranty",SMAB,IN,100.00,67.01,10.00,centimeter,24.00,kilograms,0.0670,cubic meter,0.71,0.0,0.0476,2026-05,2083.88,INR,99.1407,0.0
B0CPT3Q25C,X001Y62M1H,White Mulberry Height Adjustable Table for Office Work | Electric Desk with Memory Preset Controller | Computer Table for Home PC | Adjustable Desk for Home Office & Study | 1200x600mm Carbon Fibre,BLX1,IN,100.00,68.00,15.00,centimeter,24.00,kilograms,0.1020,cubic meter,0.74,0.74,0.0000,2026-05,2083.88,INR,0.0,0.0
B0DQPK7MFH,X0027512Z1,White Mulberry L-Shape Corner Desk with Shelf|DIY Assembly| Monitor Raising Shelf |Engineered Wood & Sturdy Steel Leg|Perfect for Computer Table Office Home Gaming Study Desk|L(130+130)*45*77cm|White,SBOB,IN,100.00,77.01,50.00,centimeter,20.00,kilograms,0.3851,cubic meter,2.94,1.55,0.5237,2026-05,2083.88,INR,1091.2985,0.03
B0BFVMDJ2K,X001MZZQ8V,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table for Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, White, 130+130×45×77 cm",SHTX,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,3.0,3.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0CPT3Q25C,X001Y62M1H,White Mulberry Height Adjustable Table for Office Work | Electric Desk with Memory Preset Controller | Computer Table for Home PC | Adjustable Desk for Home Office & Study | 1200x600mm Carbon Fibre,SMAB,IN,100.00,68.00,15.00,centimeter,24.00,kilograms,0.1020,cubic meter,3.55,0.0,0.3621,2026-05,2083.88,INR,754.5283,0.0
B0CPT3Q25C,X001Y62M1H,White Mulberry Height Adjustable Table for Office Work | Electric Desk with Memory Preset Controller | Computer Table for Home PC | Adjustable Desk for Home Office & Study | 1200x600mm Carbon Fibre,LMAA,IN,100.00,68.00,15.00,centimeter,24.00,kilograms,0.1020,cubic meter,1.13,0.0,0.1153,2026-05,2083.88,INR,240.1748,0.0
B0BFVMDJ2K,X001MZZQ8V,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table for Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, White, 130+130×45×77 cm",SDEG,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,0.26,0.19,0.0054,2026-05,2083.88,INR,11.2766,0.0
B0DQ1PKNSP,X0026ZHXR3,"White Mulberry Manual Height Adjustable Table for Office Work | 120×60 cm Ergonomic Sit Stand Desk for Office Work & Study Multi-Purpose Standing Desk with 80 Kg Load Capacity, White, 3 Year Warranty",BLX1,IN,100.00,67.01,10.00,centimeter,24.00,kilograms,0.0670,cubic meter,2.35,0.0,0.1400,2026-05,2083.88,INR,291.8346,0.26
B0CPT3Q25C,X001Y62M1H,White Mulberry Height Adjustable Table for Office Work | Electric Desk with Memory Preset Controller | Computer Table for Home PC | Adjustable Desk for Home Office & Study | 1200x600mm Carbon Fibre,SDEG,IN,100.00,68.00,15.00,centimeter,24.00,kilograms,0.1020,cubic meter,3.0,0.0,0.3029,2026-05,2083.88,INR,631.2542,0.03
B0BFVMDJ2K,X001MZZQ8V,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table for Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, White, 130+130×45×77 cm",SBOB,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,0.26,0.26,0.0000,2026-05,2083.88,INR,0.0,0.0
B0CPT3Q25C,X001Y62M1H,White Mulberry Height Adjustable Table for Office Work | Electric Desk with Memory Preset Controller | Computer Table for Home PC | Adjustable Desk for Home Office & Study | 1200x600mm Carbon Fibre,SHTI,IN,100.00,68.00,15.00,centimeter,24.00,kilograms,0.1020,cubic meter,3.84,0.0,0.3886,2026-05,2083.88,INR,809.7916,0.03
B0CPT3Q25C,X001Y62M1H,White Mulberry Height Adjustable Table for Office Work | Electric Desk with Memory Preset Controller | Computer Table for Home PC | Adjustable Desk for Home Office & Study | 1200x600mm Carbon Fibre,SBOB,IN,100.00,68.00,15.00,centimeter,24.00,kilograms,0.1020,cubic meter,8.77,0.0,0.8710,2026-05,2083.88,INR,1815.1251,0.23
B0BFVMDJ2K,X001MZZQ8V,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table for Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, White, 130+130×45×77 cm",SMAB,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,2.0,2.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0BF4T7SWK,X001MUB3RT,"White Mulberry Alloy Steel Manual Height Adjustable Desk | Ergonomic Design | Ecofriendly Desk | Sit Stand Desk for Office, Home & Study Table| 1200Mm x 600Mm | Black",SDEG,IN,100.00,69.01,13.00,centimeter,27.00,kilograms,0.0897,cubic meter,1.0,0.0,0.0897,2026-05,2083.88,INR,186.9581,0.0
B0BF4T7SWK,X001MUB3RT,"White Mulberry Alloy Steel Manual Height Adjustable Desk | Ergonomic Design | Ecofriendly Desk | Sit Stand Desk for Office, Home & Study Table| 1200Mm x 600Mm | Black",SMAB,IN,100.00,69.01,13.00,centimeter,27.00,kilograms,0.0897,cubic meter,1.0,1.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0BFVNS8HS,X001N01O8V,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Brown, (130+130)*45 * 77cm",SBOB,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,6.42,0.0,0.4962,2026-05,2083.88,INR,1034.0363,0.0
B0BFVNS8HS,X001N01O8V,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Brown, (130+130)*45 * 77cm",BLX1,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,1.0,1.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0BFVNS8HS,X001N01O8V,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Brown, (130+130)*45 * 77cm",SDEG,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,12.52,0.0,0.9677,2026-05,2083.88,INR,2016.5308,0.0
B0BFVNS8HS,X001N01O8V,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Brown, (130+130)*45 * 77cm",BLX1,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,7.68,0.0,0.5859,2026-05,2083.88,INR,1220.8714,0.1
B0BFVNS8HS,X001N01O8V,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Brown, (130+130)*45 * 77cm",SMAB,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,3.0,3.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0BFVNS8HS,X001N01O8V,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Brown, (130+130)*45 * 77cm",SHTX,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,1.0,1.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0BFVNS8HS,X001N01O8V,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Brown, (130+130)*45 * 77cm",SHTI,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,3.87,0.0,0.2991,2026-05,2083.88,INR,623.3233,0.0
B0BPLZ5CGV,X002FOAUSJ,Audio Array AI-04 HD 2x2 Gen 3 Audio Interface | Premium Mic Pre-Amps | 48V Phantom Power | 24bit/192kHz Hi-Fi Recording | XLR/MIC/LINE inputs | Plug & Play-No Drivers | 2 in 3 out | Metal Body | Red,BLR7,IN,26.40,14.50,14.50,centimeter,0.90,kilograms,0.0056,cubic meter,12.0,5.03,0.0387,2026-05,2083.88,INR,80.6554,0.0
B0BFWD6SNF,X001MZYX7L,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Black, (130+130)*45 * 77cm",SDEG,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,21.52,0.0,1.6386,2026-05,2083.88,INR,3414.5769,0.32
B0BFWD6SNF,X001MZYX7L,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Black, (130+130)*45 * 77cm",BLX1,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,8.84,1.94,0.5186,2026-05,2083.88,INR,1080.7428,0.19
B0BFWD6SNF,X001MZYX7L,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Black, (130+130)*45 * 77cm",SMAB,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,5.0,5.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0BFWD6SNF,X001MZYX7L,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Black, (130+130)*45 * 77cm",SHTI,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,11.81,0.0,0.9051,2026-05,2083.88,INR,1886.0676,0.1
B0BFWD6SNF,X001MZYX7L,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Black, (130+130)*45 * 77cm",BLX1,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,1.0,1.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0BFWD6SNF,X001MZYX7L,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Black, (130+130)*45 * 77cm",SBOB,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,13.26,1.55,0.9004,2026-05,2083.88,INR,1876.4059,0.06
B0BFWD6SNF,X001MZYX7L,"White Mulberry L Shaped Computer Table | Spacious L Shape Study Table For Home with Monitor Raising Shelf, Engineered Wood Top & Steel Legs for Home, Office, Gaming & Study, Black, (130+130)*45 * 77cm",SHTX,IN,92.00,56.01,15.00,centimeter,18.00,kilograms,0.0773,cubic meter,4.0,4.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0DQ4ZK2WQ,X0026ZWJHR,White Mulberry |120X60CM Table Top|Motorized Sit Stand Desk|Multi-Purpose Electric Height Adjustable Ergonomic Desk - Office Work study Table|3 Year Warranty|Digital screen Advance Memory Preset-Brown,SBOB,IN,100.00,59.99,1.80,centimeter,26.00,kilograms,0.0108,cubic meter,0.74,0.52,0.0024,2026-05,2083.88,INR,4.9508,0.0
B0CPFN27Z2,X001Y64ZPD,"White Mulberry Steel Motorized Height Adjustable Desk with USB Charging,Drawer|Spacious Ergonomic Design|Preset Height Controller|Sit Stand Desk for Office,Home Study,Workstation Table|120X60Cm|Black",SHTX,IN,100.00,68.00,15.00,centimeter,25.00,kilograms,0.1020,cubic meter,1.0,1.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0CPFN27Z2,X001Y64ZPD,"White Mulberry Steel Motorized Height Adjustable Desk with USB Charging,Drawer|Spacious Ergonomic Design|Preset Height Controller|Sit Stand Desk for Office,Home Study,Workstation Table|120X60Cm|Black",BLX1,IN,100.00,68.00,15.00,centimeter,25.00,kilograms,0.1020,cubic meter,1.0,1.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0CPFN27Z2,X001Y64ZPD,"White Mulberry Steel Motorized Height Adjustable Desk with USB Charging,Drawer|Spacious Ergonomic Design|Preset Height Controller|Sit Stand Desk for Office,Home Study,Workstation Table|120X60Cm|Black",SBOB,IN,100.00,68.00,15.00,centimeter,25.00,kilograms,0.1020,cubic meter,3.0,0.0,0.0000,2026-05,2083.88,INR,0.0,3.0
B0CPT25SD8,X001Y5VTYT,"White Mulberry Alloy Steel Manual Height Adjustable Desk | Ergonomic Design | Ecofriendly Desk | Sit Stand Desk for Office, Home & Study Table| 1200Mm X 600Mm | Black",SHTX,IN,100.00,64.01,11.00,centimeter,20.00,kilograms,0.0704,cubic meter,2.0,2.0,0.0000,2026-05,2083.88,INR,0.0,0.0
B0CPT2NY5M,X001Y62O1P,"White Mulberry Wooden Motorized Electronic Height Adjustable | Ergonomic Spacious Design Desk | Motor&Memory Preset Controller|Sit Stand Desk for Office, Home & Study Table| 1200mmx600mm | White",BLX1,IN,100.00,68.00,15.00,centimeter,24.00,kilograms,0.1020,cubic meter,2.0,0.0,0.2040,2026-05,2083.88,INR,425.0886,0.0
